,Topic,Count,Name,-1,0,1
0,-1.0,40.0,-1_policy_resilience_environmental_building,"('policy', 0.04030318130147195)","('ecosystem', 0.046868212006160107)","('community', 0.05607150065973368)"
1,0.0,72.0,0_ecosystem_based_management_risk,"('resilience', 0.035426820026817414)","('based', 0.034893246985149166)","('local', 0.04623505513554628)"
2,1.0,30.0,1_community_local_knowledge_social,"('environmental', 0.029830197301430886)","('management', 0.030481570610821785)","('knowledge', 0.042105697876924884)"
3,,,,"('building', 0.027929043824130497)","('risk', 0.028818026464967283)","('social', 0.040239386035631826)"
4,,,,"('data', 0.027929043824130497)","('water', 0.028216020604731083)","('network', 0.03212904441990774)"
5,,,,"('system', 0.026741597649918993)","('service', 0.026898543044033996)","('practice', 0.02717762035731147)"
6,,,,"('local', 0.026363744766334515)","('policy', 0.02484248295313797)","('indigenous', 0.02558797757610512)"
7,,,,"('ecological', 0.024777416802749624)","('approach', 0.024817347804087075)","('people', 0.02558797757610512)"
8,,,,"('impact', 0.022727366177874582)","('mitigation', 0.023153524809204958)","('learning', 0.02409288354334238)"
9,,,,"('social', 0.022244165647834796)","('impact', 0.022791441860896294)","('analysis', 0.023358666244557246)"
