,Topic,Count,Name,-1,0,1
0,-1.0,2.0,-1_nature_solution_based_project,"('nature', 0.19919998677152567)","('urban', 0.052478581055046006)","('health', 0.24888573516766294)"
1,0.0,167.0,0_urban_risk_city_flood,"('solution', 0.15955425287173178)","('risk', 0.050388380710651916)","('public', 0.09929529254314597)"
2,1.0,11.0,1_health_public_city_intervention,"('based', 0.1576713401030361)","('city', 0.0395807178158094)","('city', 0.05011716528205647)"
3,,,,"('project', 0.09004849046748947)","('flood', 0.0324934452563257)","('intervention', 0.04834229037325099)"
4,,,,"('eu', 0.0783457373329222)","('resilience', 0.028069281181114916)","('disease', 0.047251470861979394)"
5,,,,"('commission', 0.07546065385129355)","('disaster', 0.027227810824679528)","('mental', 0.04579209630165917)"
6,,,,"('approach', 0.07043580037210109)","('policy', 0.027063384337858175)","('urban', 0.04511699373514094)"
7,,,,"('innovation', 0.062213823325131826)","('planning', 0.026650860818460975)","('impact', 0.04109406154411939)"
8,,,,"('dimension', 0.062213823325131826)","('impact', 0.02479076382329075)","('environment', 0.03798322815041149)"
9,,,,"('interior', 0.05494172681270381)","('management', 0.022586616250794837)","('population', 0.036560338060453036)"
