,Topic,Count,Name,-1,0,1
0,-1.0,34.0,-1_urban_city_green_planning,"('urban', 0.0679244226738222)","('heat', 0.08911877699365113)","('urban', 0.0763916394172116)"
1,0.0,26.0,0_heat_urban_health_risk,"('city', 0.051428217308527605)","('urban', 0.07143996026921844)","('thermal', 0.04999085677733145)"
2,1.0,23.0,1_urban_thermal_area_temperature,"('green', 0.04628944611763126)","('health', 0.04799174284314753)","('area', 0.04869621267763004)"
3,,,,"('planning', 0.035220230741675955)","('risk', 0.0450060348300527)","('temperature', 0.047676235797871974)"
4,,,,"('heat', 0.034390499060305425)","('impact', 0.03582631027861384)","('environment', 0.03754791453194628)"
5,,,,"('building', 0.031247342803124755)","('stress', 0.0355127820155826)","('effect', 0.03709756966221126)"
6,,,,"('effect', 0.030270863340527112)","('city', 0.03349154560860642)","('heat', 0.03203762327157762)"
7,,,,"('space', 0.03025922450802996)","('wave', 0.029128950371453053)","('city', 0.0320297818492942)"
8,,,,"('cooling', 0.02915679249986791)","('social', 0.02579863316479821)","('impact', 0.03139335850060763)"
9,,,,"('result', 0.025861582329920856)","('vulnerability', 0.025665656852477823)","('different', 0.03127964800150021)"
