,Topic,Count,Name,-1,0,1
0,-1.0,14.0,-1_cocoa_potato_yield_farm,"('cocoa', 0.15342372782732605)","('crop', 0.04557194159907089)","('coffee', 0.3248160209750869)"
1,0.0,330.0,0_crop_yield_production_model,"('potato', 0.1158839133050593)","('yield', 0.042908582178221626)","('quality', 0.0910970502733273)"
2,1.0,12.0,1_coffee_quality_production_farmer,"('yield', 0.08240790561340448)","('production', 0.026014915672380474)","('production', 0.06860439042658655)"
3,,,,"('farm', 0.06227757886337209)","('model', 0.025636717815638886)","('farmer', 0.05894985604375217)"
4,,,,"('variety', 0.059038261359899126)","('rice', 0.024169270166262476)","('shade', 0.04305726430819983)"
5,,,,"('planting', 0.05642212282979464)","('wheat', 0.023770368212335784)","('crop', 0.041016935868459975)"
6,,,,"('farmer', 0.04370705202056963)","('temperature', 0.023218695785202286)","('system', 0.039599296330347686)"
7,,,,"('date', 0.041491052341500696)","('maize', 0.02248909567159203)","('practice', 0.03652799926097098)"
8,,,,"('crop', 0.03649330743192854)","('impact', 0.022377237271629165)","('factor', 0.034620788690252854)"
9,,,,"('model', 0.035148840449605444)","('region', 0.020565786789985982)","('impact', 0.034151432048472395)"
