,Topic,Count,Name,-1,0,1
0,-1.0,41.0,-1_water_management_resource_challenge,"('water', 0.09319170436530182)","('governance', 0.09931213947361203)","('scenario', 0.07771383161170972)"
1,0.0,13.0,0_governance_water_social_adaptive,"('management', 0.05100490203875252)","('water', 0.09553489712989546)","('water', 0.07712481389051856)"
2,1.0,13.0,1_scenario_water_impact_approach,"('resource', 0.03163169172985668)","('social', 0.07175382605266506)","('impact', 0.05010277477970789)"
3,,,,"('challenge', 0.028104298102122876)","('adaptive', 0.04740727393064164)","('approach', 0.0500937020921755)"
4,,,,"('decision', 0.02567326049404233)","('policy', 0.046735124458170366)","('uncertainty', 0.04710474979659339)"
5,,,,"('system', 0.02515764837013961)","('management', 0.04283957384600078)","('option', 0.04571279430221419)"
6,,,,"('approach', 0.024456316767832817)","('learning', 0.04009286947931391)","('model', 0.0450924973017371)"
7,,,,"('policy', 0.02420468506986515)","('capacity', 0.038545326712584746)","('system', 0.04274397347876668)"
8,,,,"('institutional', 0.02406354378954279)","('reform', 0.03706842820407858)","('resource', 0.04165133933367162)"
9,,,,"('river', 0.022830064679586082)","('ecological', 0.03483068737851201)","('demand', 0.03742195450341343)"
