,title,wos,clean_abstract
0,Climate change collaboration among natural resource management agencies: lessons learned from two US regions,WOS:000349401800005,it argued regional collaboration facilitate impact integrated planning management in attempt understand underlying institutional factor either support contest assumption explores institutional factor influencing regional scale multiple public land natural resource management jurisdiction involved insight two mid western u case study reveal several challenge collaboration persist prevent fully integrative multi jurisdictional planning regional scale propose challenge lack adequate time funding communication channel reframed opportunity build interdependence identify issue linkage collaboratively explore nature extent organisational trade offs respect regional effort such reframing better facilitate multi jurisdictional planning management shared biophysical resource generally simultaneously enhancing organisational capacity mitigate negative effect take advantage potentially favourable future condition era characterised rapid
1,Analytic framework for assessing participation processes and outcomes of climate change adaptation tools,WOS:000412840100008,assumption empirical evidence linking development cooperation led emergence range tool aiming improving quality development cooperation initiative time global in order ass quality tool develop analytic framework critically ass social learning sustainable development outcome tool analytic framework defines project objective participation typology participation tool participation stage scenario development modelling exercise stakeholder analysis risk communication strategy support quality participation outcome
2,"Integrating Climate Change Adaptation and Mitigation into Land Use Optimization: A Case Study in Huailai County, China",WOS:000738022600001,land use play crucial role mitigation reasonable design land use distribution positively impact thing therefore interest mitigation strategy land use management growing however mitigation strategy handled separately different dimension spatial level in presented modeling framework land use optimization integrates mitigation developed model applied huailai county wherein environmental socioeconomic condition sensitive regional land use optimization model combined linear programming model modified cellular automaton model subsequently mitigation constraint including ecological water demand spatial suitability carbon sequestration incorporated model result indicate region area could adapt mitigate constant land use pattern land use conversion region different scenario primarily located topography transition region optimization result also reveal trade offs mitigation manifested increase carbon sequestration ecological water demand accompanied decrease net income agricultural production thus necessary simultaneously incorporate mitigation land use optimization management proposed model provides feasible method incorporate balance trade offs land use pattern optimization regional scale
3,Harnessing the temporal and projective attributes of human agency to promote anticipatory climate change adaptation,WOS:000814746900001,human agency seen critical component adaptive capacity concerning environmental capacity may entail social actor ability learn past experience create opportunity present dealing uncertainty future however also mean actor need able overturn structural barrier impede anticipatory lack political leadership power imbalance acceptance risk willingness act while scholarship around question structural barrier common environmental study literature le understanding future thinking could help strengthen human agency harnessing temporal projective attribute human agency social actor exert influence future create solution may comprise promising way forward investigates social actor understand past social environmental explores scenario planning may help actor apply understanding change time devise policy applies exploratory lens australian coastal local government area engaged scenario planning pathway planning finding indicate temporality aspect agency applied solving complex issue overcoming structural barrier manifest differently individual collective perspective mean scenario planning pathway planning help anticipatory identification experimentation may sufficient overturn structural barrier short term
4,Questioning the assumptions: the role of vulnerability assessments in climate change adaptation,WOS:000209371400003,a number challenge prevent activity contributing vulnerability reduction some relate nature quality vulnerability assessment others concern well assessment link action by highlighting four persistent assumption role vulnerability assessment seek identify way practice vulnerability assessment better support progressive action argues action identified within vulnerability assessment successful need assessment engage marginalized perspective ii draw upon diverse knowledge domain iii integrate scale analysis appropriate scale action iv build political requires vulnerability assessment considered method information generation vulnerable located underlying reason vulnerability in addition improving rigor transparency assessment engagement stakeholder assessment process better facilitate vulnerability focused
5,"Representing global climate change, adaptation and mitigation",WOS:000182951100001,diagrammatic representation mitigation important conceptualizing problem identifying important feedback communicating discipline synthesis report ipcc third assessment report 2001 us cause effect approach developed integrated assessment literature viewpoint review approach suggests alternative based stock flow alternative give much richer representation problem includes enhanced greenhouse effect ancillary benefit mitigation distinction stress natural system refined distinction mitigation
6,A Conceptual Governance Framework for Climate Change Adaptation and Disaster Risk Reduction Integration,WOS:000367469100005,cca disaster risk reduction drr similar target goal relation related risk integration cca core drr operation crucial provide simultaneous benefit social system coping challenge posed extreme although state actor generally responsible governing public issue cca drr integration reform top governing mode neoliberal society enlarged range potential actor include non state actor economic social community these new intervening actor require depth investigation to achieve goal investigates set actor bridging arrangement create shape governance cca drr integration conduct comprehensive literature order retrieve main actor arrangement summarizes actor arrangement conceptual governance framework used backdrop future topic however framework explorative form must refined according site context specific variable norm network accordingly promotes initial application framework different context scholar may adopt framework roadmap corroborate existence theoretical empirical body knowledge governance cca drr integration
7,The importance of integrating multiple administrative levels in capacity assessment for disaster risk reduction and climate change adaptation,WOS:000305043400007,purpose capacity assessment increasingly identified vital tool effective capacity development disaster risk reduction however internationally supported capacity assessment focus mainly one administrative level attempt understand current capacity capacity need system aim investigate potential discrepancy stakeholder different administrative level fiji express explaining system managing risk disaster situation function design methodology approach includes semi structured interview involved stakeholder administrative level fiji asked describe information assistance given requested administrative level everyday circumstance disaster situation data analysed identify similarity difference description finding illustrates may substantial discrepancy account different administrative level concerning key function system limitation implication claiming always case may possibility potentially undermining effectiveness ensuing capacity development activity practical implication given capacity assessment create coherent foundation capacity development indicates would beneficial include wider range administrative level attempting construct one comprehensive view current capacity future capacity need originality value topic novel valuable stakeholder international community active capacity development
8,A preliminary discussion on the opportunities and challenges of linking climate change adaptation with disaster risk reduction,WOS:000332025200017,managing risk extreme event natural disaster advance cca global focus however critical challenge supporting cca improve linkage disaster risk reduction drr based discussion similarity difference cca drr concerning spatial temporal scale main focus preferred approach methodology etc tentatively put forward analytical framework 6w linking drr cca framework presented preliminary answer series fundamental question what respect disaster risk why needed who adapt how adapt what possible principle ass effect to bridge gap cca drr imperative associate action near term disaster risk long term formulate strategy various spatial temporal scale embracing uncertainty changing
9,Reinforcing nature-based solutions through tools providing social-ecological-technological integration,WOS:000873432500003,while held mean mitigation nature based solution nb vulnerable to find way compensating vulnerability combine focused literature information technology used strengthen positive social ecological technological feedback development prototype decision support tool guided literature tool integrates recent advance using globally available remote sensing data elicit information functional diversity ecosystem service provisioning information human service demand population vulnerability when combined variable inform strategy grounded local social ecological reality type integrated monitoring packaging information actionable potential support nb management local knowledge building context tailored solution societal challenge urban environment
