,title,wos,clean_abstract
0,Can community-based governance strengthen citizenship in support of climate change adaptation? Testing insights from Self-Determination Theory,WOS:000401679700001,motivation play powerful role guiding human decision making behaviour including aimed determine whether community based governance would increase behavioural support form donation behaviour trust fund a sample 548 australian randomly assigned view one two governance scenario 1 community based scenario community member afforded high level autonomy designing allocating funding within trust fund help community adapt 2 government centred scenario decision making regarding trust fund remained government official path analysis revealed community based scenario produced significantly higher level perceived autonomy support within participant high level perceived autonomy support predicted higher level autonomous motivation indicating stronger citizenship lower level amotivation motivational pattern turn predicted greater willingness donate trust result interpreted term self determination theory motivational crowding theory crown
1,A multicriteria framework for selecting information communication technology alternatives for climate change adaptation,WOS:000883173600001,numerous consequence worldwide precipitated effort realise sustainable development goal 13 sdg 13 sdg 13 recommended mitigation strategy combat many achieved using emerging technology shown efficacy information communication technology icts mitigating adapting however selection ranking ict tool mitigating adapting multicriteria problem present multicriteria framework identifies rank various ict tool ensure mitigation a fuzzy technique order preference similarity ideal solution method used basis model tested using information obtained expert result show ideal ict alternative social medium closeness coefficient 0 62 least preferred alternative intelligent system closeness coefficient 0 17 proposed model used planning strategy developing country finance usually major constraint implementing action
2,Legal culture and climate change adaptation: An agenda for research,WOS:000908133300001,while increasingly focused aspect culture systematic treatment role legal culture community respond risk yet produced despite fact law legal authority implicated way actor seek reduce risk posed community using scoping methodology examines intersection legal culture existing overall find significance legal culture action explored yet also clear focus legal culture hold significant promise understanding set agenda field highlighting way focus legal culture may enrich existing key theme within categorized policy governance governing community city regionsvulnerability institution
3,Map-Based Web Tools Supporting Climate Change Adaptation,WOS:000366326600009,discus state art geovisualization supporting reviewed twenty selected map based web tool classified content functionality assessed visual representation interactive function information type target audience vulnerability addressed our concludes tool 1 classified data viewer basic functionality data explorer offering sophisticated interactive function 2 mostly feature moderate high richness data content 3 predominantly target expert user
4,The Role of Economic Policy in Climate Change Adaptation,WOS:000339901100002,ass role public sector first offer definition categorization consider primary economic principle guide assignment task either private public sector well guiding assignment within public sector find role state policy limited identify information policy provision suitable regulatory framework market formation human capital policy fostering economic growth well technological medical knowledge main area public sector role jel classification number h54 q54 q58
5,Geographies of vulnerability: a research note on human system adaptations to climate change in the Caribbean,WOS:000517375500001,caribbean small island community particularly vulnerable impact while policy often formulated national level impact first felt local community note part larger project caribbean coastal community review recent literature human system adaptation local level caribbean it seek answer two question 1 how human system local level adapting caribbean 2 what challenge exist local level adaptation human system seek protect vulnerable community caribbean study reviewed highlight importance considering vulnerability sub population protecting livelihood pursuing institutional cooperation local national level in interrogating whether recommendation community adaptation literature transferrable geography note emphasizes understanding challenge community face protecting human system help policy maker develop effective strategy centre justice
6,Justice in adaptation to climate change: cosmopolitan implications for international institutions,WOS:000280771600007,creation funding international institution involve question justice should unconditional assistance flow government assistance provided way ensure benefit flow vulnerable population do major emitter greenhouse gas special obligation assist developing world adapt which actor proper bearer obligation assist after reviewing state centred cosmopolitan argument assistance argued neither philosophical perspective justifies statist design existing institution a effective international agreement must achieve higher degree consistency principle burden sharing applied internationally domestically assistance target human welfare rather provide compensation state funded measure impose similar emission cost affluent people developed developing country these argument briefly demonstrated using case china
7,The role of spatial planning in adapting to climate change,WOS:000307725300007,spatial planning identified critical mechanism facilitated role spatial planning tool in describe common planning process tool six capacity spatial planning potential ability facilitate identified discussed these principally relate spatial planning ability act matter collective concern manage competing interest cut across scale reduce act uncertainty act knowledge repository oriented future integrating range diverse system method tool planning capacity address presented discussed in light capacity acknowledged limitation planning practice identify three key challenge spatial planning 1 developing conviction 2 facilitating equitable process outcome 3 transforming planning system passive proactive wire clim 2012 doi 10 1002 wcc 183 for resource related please visit wire website
8,"What kind of leadership do we need for climate adaptation? A framework for analyzing leadership objectives, functions, and tasks in climate change adaptation",WOS:000318028600003,explores relevance various leadership concept after defining four main leadership challenge derived key characteristic issue modern leadership theory addressing challenge presented on basis develop integrative framework analyzing leadership it distinguishes various leadership function together contribute political administrative adaptive enabling connective dissemination function each function requires execution specific leadership task performed different type leader positional leader ideational leader sponsor boundary worker policy entrepreneur champion framework used analyze monitor emergence realization specific leadership function specify need strengthening particular function practice
9,Organizational adaptation to climate change: learning to anticipate energy disruptions,WOS:000408830700006,purpose aim investigate organizational learning ol affect development anticipatory company because need learn increase circumstance greater uncertainty case one process explain different level anticipatory aacc company ol design methodology approach us case design following procedure qualitative sampling exemplary case organizational sector extremely affected impact weather event chosen empirical data collection includes semi structured interview collection private public document such data analyzed thematic analysis finding process ol anticipatory present substantial difference traditional ol process presented specialized literature in particular concept single double loop learning challenging fit learning process required aacc originality value organization historically working towards adaption external unforeseen event anticipatory present new challenge requires new form learning previous examined interplay learning especially inter organizational level by developing organizational level address gap literature show required learning adapt differs traditional learning described management literature
