,title,wos,clean_abstract
0,Integrating social learning into climate change adaptation public policy cycle: Building upon from experiences in Brazil and the United Kingdom,WOS:000520030200004,outline good practice serf guide promote social learning elaboration implementation process public policy local level it based multiple case covering 18 experience united kingdom brazil analysis existing contribution social learning socio environmental governance public policy regarding wicked problem well empirical information collected workshop held part development adaptaclima platform from literature key aspect social learning identified active participation co production knowledge development capacity iterative reflection action these compared four phase public policy implementation cycle preparation engagement ii analysis impact vulnerability iii planning iv implementation monitoring used analyse empirical information gathered result bring practical example include key social learning aspect phase finding may apply different context especially useful developing country
1,Multilateral Governance for Climate Change Adaptation in S. Korea: The Mechanisms of Formulating Adaptation Policies,WOS:000408861800079,explores current trajectory multilateral governance s korea characterised vertical horizontal governance highlight characteristic governance realised effectively grassroot activity metropolitan local government level in particular thorough examination implemented measure national scheme national centre ansim village project well limitation national local level carried ultimately result suggests effective multilateral governance enhancing multilateral partnership national government local government facilitating horizontal governance within department local government managing horizontal governance sector according characteristic risk establishing sustainable governance ansim village
2,Online participation in climate change adaptation: A case study of agricultural adaptation measures in Northern Italy,WOS:000355715600002,new eu strategy suggests flexible participatory approach face face contact although involves time consuming procedure limited audience often considered effective participatory approach in recent year however increase visibility different citizen initiative online world strengthens possibility greater citizen agency investigates whether internet ensure efficient public participation meaningful engagement in elucidating issue regarding developed eparticipation framework explore capacity agriculture northern italy farmer mobilised using pre existing online network first took part online questionnaire revealing perception reaction impact ongoing change agriculture used result suggest portfolio policy measure set evaluation criterion farmer evaluated policy option using multi criterion analysis tool simple user friendly interface our result showed eparticipation efficient support rapid data collection involving high number participant moreover demonstrated digital divide decreasingly obstacle using online space public engagement present eparticipation panacea rather eparticipation implemented well established participatory approach validate result consequently communicate meaningful message local agricultural practice regional decision maker feedback regional decision maker showed interest using eparticipation improve communication farmer future expect internet proliferation eparticipation may allow inclusion representative sample would contribute informed legitimate decision making process
3,The role of the private sector and citizens in urban climate change adaptation: Evidence from a global assessment of large cities,WOS:000455061900011,expectation cooperation local authority private sector citizen city high involvement many actor seen critical success scholar policymakers argue private sector could efficient public authority implementing measure argue need engage citizen ensure legitimacy inclusion locally relevant knowledge to extent city address private sector citizen initiative what mode governance use what kind city likely address private sector citizen going beyond existing case approach answer question using large n data set covering 402 city around world find majority initiative focus exclusively public sector address private sector citizen in case private sector often governed partnership participation whereas citizen participation relatively rare initiative involving citizen rely often provision information encourages citizen adapt find advanced city process likely address private sector citizen initiative adapt whereas partnership participation private sector influence urban arrangement broader scale provision information allows citizen implement individual measure according capacity
4,Science-practice interactions linked to climate adaptation in two contexts: municipal planning and forestry in Sweden,WOS:000345569000007,examines science practice interface process adapting society analysis science based stakeholder dialogue scientist municipal officer private individual forest owner sweden examines local expert share scientific knowledge experience integrate work strategy practice result demonstrate local expert jointly conceptualise scientific knowledge domesticated among local expert dialogue scientific expert emergence anchoring device boundary spanning function work respective sector
5,From water footprint to climate change adaptation: Capacity development with teenagers to save water,WOS:000453339200049,present bottom approach attempt link water footprint wf concept capacity development approach developed tested cooperation partner school austria aiming provide starting point wf assessment formulate improvement response pupil reduced wf 9 became agent approach assist young people develop self efficacy discovering connection individual action local level aspect global level it provides tool increase understanding contribute distant impact reduce vulnerability
6,Social learning for adaptation to climate change in developing countries: insights from Vietnam,WOS:000378052600007,social learning concept developed country often recommended implementing strategy developing country effectiveness replication questionable necessary align set learning process social economic environmental condition local context in compare theory social learning learning alliance working group can tho city vietnam see far possible extrapolate current social learning concept developed country developing country working group facilitates participation process among stakeholder use produce knowledge work together problem develop solution mostly similar social learning form learning alliance however interaction among stakeholder working group evolve much formal way lead several problem caused relative inflexibility top stipulation stakeholder participation planning procedure solution approach to overcome challenge recommend introducing element learning alliance working group order stimulate open dialogue incentive extension action practice approach
7,Some challenges of interdisciplinarity Working with different experts in adaptation to climate change stakeholders' teams,WOS:000644314600006,piece explores dialogue analysis inside particular ongoing collective work regional action project southern part quebec province memphremagog mrc first precision given better understand mean work interdisciplinary context one continuing development terminology able better identify collaboration different professional these problem expressed two case study dialogue documented project
8,Mobile Adaptation and Sticky Experiments: Circulating Best Practices and Lessons Learned in Climate Change Adaptation,WOS:000349968300003,engages recent geographical literature policy mobility order examine world bank mobilizes best practice drawing relational case kiribati project community resilience disaster risk solomon island project explores complex intensive work required mobilizing lesson practice analytical work required building kiribati project world bank success story policy model worthy replication new site demonstrated however heeding call within policy mobility literature avoid fetishizing mobility attending contradiction global flow local institutional specificity find limited evidence replication noted site emulation instead compulsive citation publication circulation experience success within world bank operates build internal external legitimacy
9,The regional level as boundary organization? An analysis of climate change adaptation governance in Norway,WOS:000362603400018,investigates requirement regional government coordinate planning interpreted implemented using theory boundary organization applied multi level context using four county western norway case develops framework assessing regional level governance actor support local level implementation boundary work even though treated salient issue municipality studied regional level coordination effort creating hybrid management space aid mediation local knowledge expert knowledge they thus hold potential better local level planning
