,title,wos,clean_abstract
0,The emergence of climate change adaptation as a policy field: the case of England,WOS:000316782500010,attention toward growing among government past decade in european union eu alone nine country national plan preparation 30 sub national plan every member state policy address given recent attention given toward subject question arises considered policy field a unit analysis policy field widely studied social science however definition policy field environmental policy agricultural policy taken granted oddly common concept little attention paid policy field identified given shortcoming first attempt fill gap theoretically defining policy field identifying assigning characteristic dynamic based upon literature show policy field three dimensional entity comprised substantive authority institutional order substantive expertise second task apply definition policy activity england determine whether considered policy field
1,Estimating costs of adaptation to climate change,WOS:000292119900004,in 2009 world bank launched economics eacc provide date consistent estimate cost developing country eacc address many shortcoming found cost literature first defines cost additional cost development due thereby avoiding confounding cost closing development deficit implicit deficit second cover eight major sector infrastructure coastal zone water supply agriculture fishery forest ecosystem human health extreme weather event third employ common population gdp growth trajectory across sector us two scenario capture full spread model prediction finally eacc us innovative methodology aggregating cost sector level within country across country under assumption global price tag developing world adapting approximately 2 degree
2,Updating an existing online adaptation support tool: insights from an evaluation,WOS:000467903200007,klimalotse navigator online tool support it target audience decision maker local regional level tool first published 2010 german federal environment agency after several year agency evaluated changing need decision maker real use tool decision maker confronted various challenge barrier prior creating implementing measure in order able take factor account revision klimalotse accompanying looked perspective public institution decision making process in light work agency published completely revised second edition summarises lesson learned journey
3,The development process and significance of the 3rd National Climate Change Adaptation Plan (2021-2025) of the Republic of Korea,WOS:000820264700014,republic korea developed 3rd national plan 2021 2025 joint work government department 2020 follows framework act low carbon green growth enacted 2010 in presented development process main content significance limitation 3rd plan helpful case international community consult formulating national plan plan aim implement safe nation people development process feature scientific evidence basis participation various party it systematically organically recommends 232 measure implemented korean government related department next five year enhance adaptive capacity 84 risk through expert forum working council governance forum online public hearing discussion preparing public oriented countermeasure 41 representative public oriented task eight sector selected plan consists measure resolve national risk constructed based scientific evidence all party participated entire process establishing plan evaluating implementation significantly 3rd plan attempt overcome limitation 2nd plan planning operation citizen evaluation group however plan limitation identified insufficient willingness monitor implement measure difference spectrum measure government department lack publicity english language measure deal shortcoming sought
4,Typology of Climate Change Adaptation Measures in Polish Cities up to 2030,WOS:000586906000001,poland like country world increasingly experience ongoing however level preparation country society second decade 21st century evaluated low municipal plan map created 2017 2019 became subject study whose main goal determine typology action undertaken part map 14 selected polish city various geographical region moreover type scope intended action analysed according planned amount expenditure perspective sector task accepted implementation 2030 mainly relate modernisation development transport system action connected physical infrastructure a large number task even bigger scale financial source planned analysed map mitigation action show polish city initial stage action protection typology action work proposes may helpful carried country similar level preparation
5,Urban soil management in the strategies for adaptation to climate change of cities in the Tropical Andes,WOS:000796770300002,unique characteristic city amplify impact therefore urban planning 21st century challenged apply mitigation strategy ensure collective well despite advance monitoring urban environmental application oriented criterion remains challenge urban planning global south proposes include urban land management criterion timely strategy city tropical andes here estimate distribution soil organic carbon stock ocs city quito 2 815 l population 2 011 388 197 09 km2 following three methodological moment field laboratory city wide sampling design established collect 300 soil sample 0 15 cm obtain data organic carbon oc concentration addition 30 sample bulk density bd ii predictor geographic spectral anthropogenic dimension established 17 co variable iii spatial modeling simple multiple regression smrm random forest rfm model organic carbon concentration density well ocs stock estimation found spatial modeling technique complementary however smrm showed relatively higher fit oc r2 20 bd r2 16 compared rfm oc r2 8 bd r2 5 thus soil carbon stock 0 0 15 estimated spatial variation fluctuated 9 89 21 48 kg m2 whereas rfm showed fluctuation 10 38 17 67 kg m2 found spatial predictor topography relative humidity precipitation temperature anthropogenic predictor population density road vehicle traffic land cover positively influence model spatial predictor little influence show multicollinearity relative humidity our suggests urban land management 21st century provides key information mitigation strategy aimed coping global local variation city tropical andes
6,Geography and climate change: Presidential Address and record of the Royal Geographical Society (with IBG) AGM 2015,WOS:000359605000012,in third final address president royal geographical society institute british geographer dame professor judith rees outline importance geography understanding problem surrounding control greenhouse gas ghg emission impact her comment followed summary proceeding society 2015 annual general meeting including reflection 2014 activity
7,Assessment of the Sendai framework for disaster risk reduction studies since 2015,WOS:000599649700011,sendai framework disaster risk reduction sfdrr 2015 2030 specifically initiated advance disaster risk reduction drr policy globally understand complexity disaster risk contemporary time despite potency framework implementation remains low local level provides portrait intellectual stance sfdrr study our bibliometric exploration survey period 2015 2019 show total 34 document annual percentage growth 15 9 implies increase sfdrr period analysis uk ranked first term highest number corresponding author period in addition uk top cited country sfdrr document indexed wos 2015 2019 sizeable chunk developed country top recommends researcher well country across disaster risk reduction intellectual domain encourage collaboration improve teamwork university council transition country bid improve ability inter alia development policy communication outcome final user concludes public policymakers stakeholder working local government level rejig strategy towards implementing sfdrr international framework manner
8,Securitizing climate change: international legal implications and obstacles,WOS:000265877700009,on 17 april 2007 united nation security council held first debate energy security since despite number report emphasizing security implication least diplomatic circle move away previous trend towards accepting question international security primarily due possibility security council taking lead coordinating global effort mitigate adapt developing country interpret possibility rejection principle common differentiated responsibility incorporated united nation framework convention increasing urgency taking decisive action mean early rule role council coercive power ultimately however success international regulation depend political legitimacy
9,Perceptions About Climate Change in the Brazilian Civil Defense Sector,WOS:000860391500001,few study analyzed perception disaster risk management sector aimed understand civil defense expert dealing topic learn think an online survey conducted october december 2021 1 063 participant civil defense agency brazil finding indicate 1 80 6 civil defense officer completely agreed cause additional challenge disaster risk management 10 1 stated prepared deal 2 one quarter respondent 26 3 completely agreed easily understand information trust source information challenge 52 4 completely agreed 40 5 partially agreed information provided scientist level trust reduced referring government press 3 30 respondent thought civil defense work associated sustainable development goal sdgs despite sdgs 11 13 related disaster identification civil defense perception important step seeking pathway increasing capacity building achieve disaster risk reduction
