,title,wos,clean_abstract
0,"Public participation, engagement, and climate change adaptation: A review of the research literature",WOS:000521615300001,there clear need state art public participation considered across academic community rio declaration developed 1992 un conference environment development unced included explicit goal citizen participation engagement action principle 10 nation state given special responsibility facilitate ensuring access information opportunity participate decision making process since need public participation featured prominently call action using text analysis produce corpus abstract drawn web science literature incorporating public participation citizen engagement since 1992 reveals lexical temporal spatial distribution dynamic topic an exponential rise effort since year 2000 demonstrated focus action three substantial theme risk flood risk risk assessment perception communication these critically reviewed three substantive issue considered paradox participation challenge governance transformation need incorporate psycho social behavioral policy process gap current include lack common understanding public participation across discipline incomplete articulation process involving public participation citizen engagement paucity empirical examining understanding usage influential concept risk vulnerability adaptive capacity varies among different discipline stakeholder finally provisional agenda attending gap described categorized vulnerability institution policy governance governing community city region
1,Participatory 3-dimension mapping: A tool for encouraging multi-caste collaboration to climate change adaptation and disaster risk reduction,WOS:000329882700016,reflects upon use participatory 3 dimensional mapping p3dm facilitating collaboration different caste disaster risk reduction drr cca unequal power relationship amongst upper lower caste indeed identified major driver people vulnerability natural hazard including negative effect nepal elsewhere south asia however prevent member caste including lowest untouchable display significant capacity facing natural hazard change pattern it therefore similarly important harness capacity address unequal power relationship underpinning vulnerability achieving goal requires fostering dialogue amongst upper lower caste well stakeholder drr cca e g scientist ngo government agency often tend work single caste easier p3dm provides platform dialogue make knowledge every caste tangible credible others prof essential assessing planning reducing risk disaster adapting particularly document activity conducted small village terai plain nepal frequently affected flooding
2,Developing a Conceptual Model for Identifying Determinants of Climate Change Adaptation,WOS:000618528600004,conceptual model seems integral part academic any conceptual model developed based theoretical reasoning practical relevance topic however instance study ground rationale relevance a relatively lower r 2 value study indicates lack care developing conceptual modelling thus current attempted propose conceptual model assessing determinant farmer bangladesh a three stage approach used constructing model first relevant literature collected analysed second list factor compiled first stage e analysis literature refined using delphi method finally result delphi method cross evaluated focus group discussion fgd based present proposes multi dimensional conceptual model includes personal economic institutional environmental determinant might influence farmer decision finding expected suitable particular bangladesh developing country general most importantly expected guide future assessing factor influencing farmer strategy effect similar event adopting agricultural technology
3,Planning adaptation based on local actors' knowledge and participation: a climate governance experiment,WOS:000356272300004,involving wide range stakeholder different moment planning urban help overcome different barrier lack common perception control option argues approach involves wide range actor throughout planning process order confront challenge urban it build result three year participatory action project identify catalyst local administration overcome lack data low level engagement around issue cause effect linkage impact urban environment significant factor include territorial rootedness leveraging actor experience interaction actor well valuing local actor expert territorial management rather novice regard in addition contributing towards engagement large number stakeholder around issue planning process involves representative various sector several stage contributes greater understanding issue linkage it follows process bring change urban practice better articulating local concern climatic issue policy relevance although participation commonly advocated policy response empirical study investigated way local actor knowledge integrated planning process build result action project carried quebec city address relevance involving progressively broader range actor process move various phase given multitude barrier play different time municipality collaboration local stakeholder emerge key factor these collaboration provide greater insight linkage impact urban environment bring question ordinary urban management design practice
4,Religious beliefs and climate change adaptation: A study of three rural South African communities,WOS:000451292200001,argues religious belief significantly influence community understanding experience indicating need inclusion information education data collected using q method whereby recurring statement identified semi structured interview participant three rural community north west province south africa lkageng ventersdorp jouberton found community member regard religious overall christian faith fall two group religious determinist fatalist see natural process governed god religious participant deny naturalness acknowledge human impact
5,"Assessing Policy Capacity for Climate Change Adaptation: Governance Arrangements, Resource Deployments, and Analytical Skills in Canadian Infrastructure Policy Making",WOS:000313490900003,examines infrastructure policy sector capacity respond analysis case it includes three level examination capacity macro level virtual policy network analysis meso level examination lead department evolving mandate resource micro level analysis survey data related departmental worker policy task attitude four hypothesis across three level set tested national subnational level together finding suggest policy capacity infrastructure sector unable meet demand placed upon sector respond increasing challenge
6,Coordination and health sector adaptation to climate change in the Vietnamese Mekong Delta,WOS:000412944300004,examines impact three coordination dimension health sector vietnamese mekong delta cross scale cross sectoral cross boundary while task divided government ministry department vietnam little collaboration issue span mandate similarly water flow vietnamese mekong delta take resource management health concern across provincial boundary formal mechanism interprovincial collaboration lacking while decentralization effort sought devolve authority decision making lower level continued state centered top policy making limit collaborative coordination across scale all three issue inhibit health sector vietnamese mekong delta though coordination issue recognized vietnamese government date little success addressing author hope stimulate debate discussion coordination problem conclude despite significant challenge south west steering committee could play facilitating role coordinating response health sector across vietnamese mekong delta a analysis governance applicable area sector vietnam well part south east asia
7,Materialising energy and water resources in everyday practices: Insights for securing supply systems,WOS:000309306400019,policy secure energy water supply impact currently developed place many developed nation little known policy security system resource provision prioritise affect householder capacity adapt to better understand connection resource provision consumption explores notion different energy water conceptualised material element social practice shape way practice performed draw australian migrant experience different resource provision system multiple country time period context across three generation discus differing characteristic energy water provision across three broad resource era way resource enable reduce resourcefulness adaptive capacity resilience find policy maker may inadvertently reduce householder capacity respond adapt impact prioritising resource characteristic immateriality abundance homogeneity conclude policy prioritises resource characteristic materiality diversity scarcity important underutilised currently unacknowledged source adaptive capacity
8,Theoretical frameworks in climate change adaptation planning: a comparative study in coastal cities of developing countries,WOS:000768711500001,shifted single dimension integrative approach aligns vulnerability resilience concept planning correspondingly guided three framework categorized hazard based vulnerability based urban resilience framework exploring way framework affect proposed initiative crucial planner justify well fit approach planning seek examine influence theoretical framework formulation initiative sample 45 coastal city developing country vulnerability framework found tackle issue sufficiently hazard based approach share resource matter urban resilience framework put effort issue rather from finding offer implication planning applying three framework
9,Expert views of climate change adaptation in the Maldives,WOS:000307256200008,essay ass integrating risk resilient island planning maldives program iccr four year 9 3 million project supported least developed country fund maldivian government united nation development program essay elaborates type challenge arise low income country try utilize international development assistance adapt based primarily series semi structured interview maldivian expert discussed benefit iccr include improving physical resilience deploying soft infrastructure institutional resilience training policymakers community resilience strengthening asset challenge include ensuring effort sufficient reduce vulnerability lack coordination value attitude business community leader
