,title,wos,clean_abstract
0,Climate change adaptation policies and plans: A survey in 11 South East European countries,WOS:000417078200110,building ready society urgent question cannot postponed along path towards increase resilience stimulating role played eu project well international network covenant mayor initiative mayor adapt launched 2014 new covenant mayor energy pledge reduce co2 emission least 40 2030 adopt integrated approach tackling mitigation these initiative stimulate engagement networking among city raise public awareness encouraging policy maker take action adapt operates different spatial societal scale accordingly development strategy requires holistic multi perspective approach scale specific study provides overview initiative undertaken 11 south east european country participating see orientgate project reference policy measure promoted eu implemented national level in particular cross sectoral policy analysis performed inclusive representation measure policy undertaken country interdisciplinary approach provided analysis country measure reveals unless national government local community concerned impact country included analysis developed comprehensive national strategy national action plan nevertheless almost country undertaken action across sector although action partially generated full commitment towards attest increasing awareness well high involvement national local authority boost cooperation among stakeholder find innovative solution strengthen society protect environment
1,European Strategies for Adaptation to Climate Change with the Mayors Adapt Initiative by Self-Organizing Maps,WOS:000489115200219,european union eu assigned municipal government key role transformation needed achieve energy objective one main initiative eu covenant mayor launched 2008 impact beyond europe due integration global covenant mayor energy focus local measure adapt verifying difference aim identify characterize pattern different strategy examined further aim collection good practice framed mayor adapt initiative managing multidimensional data context proposal ii classification strategy profile pattern using artificial neural network based previous variable iii characterization comparison profile result substantiate existence several well differentiated approach connected geographical context vulnerability politics these result provide valuable information interpretation planning action highlighting value creation network institutional collaboration targeted strategic framework
2,Climate Change Adaptation in The Gambia: The Role of Kanyeleng Communication and Performance,WOS:000835117600001,traditional communicator known kanyeleng increasingly taken role gambia drawing ethnographic conducted 2018 2019 mcconnell jallow show kanyeleng performer contribute disseminating information also creating social condition necessary citizen hear respond effectively information understanding gambia intersect broader concern loss traditional religious value through performance kanyeleng work mediator resolve tension associated integrate indigenous environmental knowledge science
3,"The Politics of Climate Change Adaptation in Development: Authority, Resource Control and State Intervention in Rural Zambia",WOS:000428387300004,in call attention national local politics developing country contribute intervention zambia show intervention form part central state effort extend authority control natural resource competing institutional actor local government chief seek counter thereby show emerging new arena deep seated political institutional struggle issue authority land control devolution development
4,Climate change adaptation plans in Polish cities - comparative analysis,WOS:000523708200001,goal examine strategy selected polish cite these city include warsaw krakow poznan cover broader context namely significance city fighting attitude polish central authority issue it also demonstrates importance urban planning issue against background concrete city policy examined compared national strategical plan question polish city deal what action undertake what kind document local level relevant major conclusion polish central government declaratively meet commitment cite including polish city taking real action way bypass state complementing replacing action city form policy implement
5,"The political economy of urban climate adaptation and development planning in Surat, India",WOS:000371303300005,argues political economic approach understanding development planning urban context based field conducted surat india across period two year i illustrate rooted preexisting contextually specific urban political relationship traced city developmental history through assessing surat experience recent industrialization episode natural disaster recent engagement asian city resilience network i highlight planning well integrated urban development planning occurs process prioritizing development need implementing option cocreated among public civic actor case empirically show mainstreamed urban development planning illustrates trade offs associated different urban actor plan implement context rapid industrialization ass internationally funded program operationalized context local social political reality
6,SUSTAINABILITY AND GREEN DEVELOPMENT IN URBAN POLICIES AND STRATEGIES,WOS:000308015900006,increasingly becoming priority policy action in april 2009 european commission released white outlining proposed framework action reduce vulnerability adapt european commission 2009 white refers importance strategy sustainability integrates area regional municipal development including agriculture forestry fishery energy public infrastructure incl building transport energy water supply tourism human animal plant health water resource ecosystem loss including marine ecosystem biodiversity one main issue integrating green development urban policy in show main objective london greening program possible element green development csomor strategy comparing two examined city difference according size population greening possibility financial background however seen focus point strategy close
7,How Do Local Policy Makers Learn about Climate Change Adaptation Policies? Examining Study Visits as an Instrument of Policy Learning in the European Union,WOS:000549922600001,visit underresearched phenomenon particularly field drawing interview key local stakeholder investigates visit organized european municipal network result exploratory show visit policy 1 particularly stimulate conceptual learning 2 increase credibility policy within municipal administration 3 used strategic instrument mentor city 4 successful peer city different term size institutional context 5 certain condition lead policy adoption learning city future need critically discus mass suitability learning frontrunner city furthermore call raised practical action initiate improve learning exchange beyond strict division mentor learner instead focus need mutual learning exchange
8,The Influence of Administrative Traditions and Governance on Private Involvement in Urban Climate Change Adaptation,WOS:000451448500007,qualitative examines administrative tradition governance two city new york city helsinki affected interplay public administration private sector citizen result show city aim increased state market civil society interaction however effort different point departure follow different trajectory new york city administration within anglo american tradition state market dualism state market civil society interaction coordinated newly created administrative organization interaction accommodated strong reliance market mechanism helsinki administration root welfare state administration strong role public administration increased state market civil society interaction result reduced influence public sector reliance ad hoc project informal mode cross sectoral cooperation
9,Barriers and drivers to adaptation to climate change-a field study of ten French local authorities,WOS:000486260000009,local authority intensifying effort design policy includes effective however translation policy effective action transform territory face barrier proving true challenge through finding 2 year field abstract colurba project based ten french local authority discus main barrier decision maker confronted driver may succeed could trigger efficient action local level once confirms barrier mainly reported resource governance awareness level thus reduction subsidy national government priority given economic criterion lack awareness issue among main barrier potential successful driver mainly reported organisational level indeed necessity reorganise way local public institution working implement policy highlighted important lever overcome certain obstacle conclude barrier driver essential better understand effort slow take consideration obvious acceleration manifestation but also recommend focusing human factor involved decision making process collective organisational well individual perception level better relate finding stakeholder find way integrate action project order accelerate urgent transformation urban system sustainable system
