,title,wos,clean_abstract
0,"Terraced agriculture in the adaptation to climatic variability in the Mixteca Alta, Oaxaca, Mexico",WOS:000461743000007,terrace agriculture latin america existed millennium it result local traditional knowledge slope management adapted social environmental agriculture affected variability e random change inter annual variation temperature precipitation variability increased affecting food security increasing poverty peasant community rely rainfed agriculture for agriculture attention paid agroecology agrobiodiversity management role agriculture terracing le studied strategy objective determine terrace management contributes agriculture climatic variability peasant community mixteca alta oaxaca located southeast mexico diverse region term geology landforms biotic resource terrace agriculture practiced least 3400 3500 bp mixteca alta higher 2000 l temperate seasonal summer rainfall method qualitative ethnographic participative using semi structured interview primary tool result interview grouped four category change impact agriculture calendar productive system characteristic terrace agriculture social economic problem peasant community interviewee indicated main change quality quantity precipitation specifically decrease total rainfall increase rainfall intensity delayed onset rainy season early start midsummer heat these change resulted delay maize sowing increase potential exposure crop frost early cultivation traditional cajete maize using residual soil moisture terrace acknowledged efficient practice facing change interviewee recognized terrace flat terrain deeper soil higher residual soil moisture sloping soil allowed coping climatic change water scarcity cajete maize part cultural heritage indigenous community region negatively affected double exposure adverse agricultural policy favor large scale market agriculture neglect family farming however context intense process traditional farming practice important staple source rural population region
1,"Statistically Downscaled Projected Changes in Seasonal Mean Temperature and Rainfall in Cagayan Valley, Philippines",WOS:000370028800011,rice important commodity philippine in cagayan valley cv rice production provides employment half region population variability cause negative impact crop production people livelihood attempt understand projected change seasonal rainfall mean temperature 2011 2040 inform planning cv projection provided crop water resource modeling agricultural market modeling food insecurity vulnerability analysis community based planning policy simulation result presented province cagayan isabela nueva vizcaya quirino based statistical downscaling three global model bcm2 cncm3 mpeh5 two emission scenario a1b a2 a spatial interpolation technique utilized interpolating downscaled projection weather station grid subsequently aggregated administrative province result obtained downscaling showed anticipated significant change 2011 2040 term rainfall temperature relative 1971 2000 consistent signal found many season variable whereas conflicting sign change found case a larger warming effect projected daily minimum temperature maximum temperature thus reducing diurnal temperature range precipitation projected increase general valley regarding seasonality dry month march april may continue remain dry rainy season july november likely become notable wet month there also indication increasing frequency heavy rainfall event prolonged dry spell event extreme daytime temperature especially aparri
2,Growing climatic sensitivity of U.S. agriculture linked to technological change and regional specialization,WOS:000454369600004,a pressing question whether ongoing transformation agricultural sector affect ability cope climatic variation examine question united state major increase productivity fueled agricultural production growth past half century to quantify evolving sensitivity sector identify source combine state level measure agricultural productivity detailed data 1960 2004 find agriculture growing sensitive midwestern state two distinct compounding reason rising climatic sensitivity nonirrigated cereal oilseed crop growing specialization crop production in contrast region specialize le sensitive production irrigated specialty crop livestock result suggest reducing vulnerability consider role policy inducing regional specialization
3,Climate change and adaptation in agriculture: Evidence from US cropping patterns,WOS:000528309900007,understanding changing alters regional comparative advantage crucial evaluating economic impact i exploit temporal variation decade long average weather estimate crop acreage elasticity respect united state i find substantial acreage adjustment u agriculture explains 10 35 observed u corn soybean expansion past 30 year driven crop substitution played important role acreage response heterogeneous across major minor producing area across dryland irrigated county
4,A way forward on adaptation to climate change in Colombian agriculture: perspectives towards 2050,WOS:000310741600011,policy measure regarding include effort adjust socio economic ecologic system colombia undertaken various measure term mitigation since becoming party kyoto protocol 2001 party united nation framework convention unfccc 1995 first national communication unfccc stated colombian agriculture severely impacted different emission scenario time frame analysis document support severely threaten socioeconomics colombian agriculture first query national data source characterize agricultural sector use 17 global circulation model gcm output quantify colombian agricultural production may affected show expected change year 2040 2069 2050 a2 scenario intergovernmental panel special report emission scenario sres a2 overall trend precipitation temperature 2100 evaluate expected change within different region measure proportion area affected within crop distributional range by 2050 climatic colombia likely impact 3 5 million people 14 national gdp corresponding agriculture employment 21 population agro industry supply chain food nutritional security if measure taken 80 crop would impacted 60 current area cultivation particularly severe impact high value perennial exportable crop impact also include soil degradation organic matter loss andes hillside likely flooding caribbean pacific coast niche loss coffee fruit cocoa banana change prevalence pest disease increase vulnerability non technically developed smallholder there however still time current level vulnerability multidisciplinary focus e agronomic economic social vulnerable sector undertaken each sub sector government need invest 1 data collection 2 detailed regionally based impact assessment 3 development 4 extension technology transfer support vulnerable smallholder given state form agricultural insurance system contextualized phenomenon a national coordination scheme led restricted ministry agriculture rural development madr contribution national international institution needed address agricultural
5,Simulating agricultural land-use adaptation decisions to climate change: An empirical agent-based modelling in northern Ghana,WOS:000446145000017,in west africa majority regional projection region predict area become warmer precipitation pattern erratic aim examine local agricultural variability semi arid area upper east region ghana performed integrating two step decision making sub model perception choice strategy land use dynamic simulator luda simulation result suggest land use choice area reflect tendency towards increasing subsistence farming area gradual trend away traditional land us cereal production cultivation groundnut rice maize soybean groundnut monoculture production emerged locally coping measure dealing increased climatic variability in term livelihood strategy increasing contribution rice groundnut household gross income predicted pattern change gross household income scenario perceived local farmer explicitly revealed contribution option household livelihood strategy
6,"Rice cultivation changes and its relationships with geographical factors in Heilongjiang Province, China",WOS:000413178400018,rice planting pattern changed dramatically past several decade northeast china nec due combined influence global agricultural policy except great implication environmental protection adaption spatio temporal change rice cultivation nec clear in conducted spatio temporal analysis nec major rice production region heilongjiang province using satellite derived rice cultivation map found total cultivated area rice heilongjiang province increased largely 1993 2011 expanded spatially northern eastern part sanjiang plain result also showed rice cultivation area experienced larger increase region managed reclamation management bureau rmb managed local provincial government rice cultivation change closely related geographic factor investigated period represented geomorphic slope climatic accumulated temperature hydrological watershed variable these finding provide clear evidence crop cultivation nec modified better cope global
7,Climate change and crop diversity: farmers' perceptions and adaptation on the Bolivian Altiplano,WOS:000427612100011,crop diversity central traditional risk management practice andean altiplano may find renewed importance adapting explored role crop diversity farmer action eight aymara community northern bolivian altiplano using combination quantitative qualitative method including multifactor analysis community resilience self assessment investigated farmer use diversity related perception crop variety tolerance environmental social economic factor few crop variety perceived tolerant increasingly intense unpredictable drought frost hail pest disease outbreak some local crop variety perceived vulnerable emerging condition e g oca papalisa isao whereas bitter potato wild relative quinoa caahua perceived highly stress tolerant provide food harsh period a total 19 household surveyed n 193 introduced new crop variety often disease resistant early maturing adaptive action introduction commercial crop common action reflecting farmer response warming temperature changing economic opportunity greater sensitivity introduced crop may cause maladaptation despite intensification cropping system household continue maintain median four potato variety different tolerance trait yet risk management practice perceived strengthening resilience require combination action including maintaining expanding crop portfolio restoring soil ecosystem health using traditional innovative approach
8,Adaptation of crop production to climate change by crop substitution,WOS:000361432300008,impact agricultural production mainly focused effect variability individual crop potential adapting crop substitution received le attention surprising proportion individual crop total crop area changed considerably period time much shorter typically investigated study flexibility farmer adapt changing socioeconomic environmental condition changing crop type may therefore also represent alternative option adapt objective case investigate potential crop substitution strategy compared biomass yield water use efficiency wue maize zea may l pearl millet pennisetum americanum l grown semi arid northeast iran fodder production present potential future climatic condition projection baseline period 1970 2005 two future time period 2011 2030 2080 2099 two emission scenario a2 b1 four general circulation model downscaled daily time step using long ashton station weather generator lars wg5 above ground biomass simulated seven site decision support system agrotechnology transfer dssat 4 5 model calibrated tested independent experimental data different field experiment region analysis observation across location showed inverse relationship temperature biomass yield pearl millet maize biomass yield sensitive duration phenological phase floral initiation end leaf growth for phase also found highest negative correlation mean temperature biomass yield pronounced pearl millet maize relationship well reproduced crop model justifying use assessment due higher sensitivity pearl millet temperature increase simulation suggest maximum benefit crop substitution biomass yield wue gained present day condition would decline future warming simulated increase biomass yield due substitution maize pearl millet nevertheless larger yield decrease potential therefore substituting maize pearl millet considered measure increasing fodder production investigated region difference yield crop may substitute similar use shown region current potential future climatic condition well suggest finding general importance more required quantify effect crop combination region interaction measure
9,Climate change and land-use in Indian agriculture,WOS:000704007200001,using spatially disaggregated district level data india investigated impact especially rising temperature land use agriculture cropping pattern presupposing influence farmer acreage allocation decision via effect crop comparative yield advantage finding show excess temperature negatively impact crop yield impact higher plausible future scenario under greenhouse gas representative concentration pathway rcp4 5 yield different crop lower 1 8 6 6 medium term 2041 2060 7 2 23 6 long term 2061 2080 heterogeneity crop yield response temperature however lead notable intra inter regional shift cropping pattern area share different crop decline 0 1 0 4 percentage point medium term 0 4 1 3 percentage point long term evidence suggests limited prospect adjustment land use future strategy therefore built around innovation crop breeding stress tolerance higher yield resource use efficiency management land water resource formal risk mitigating mechanism crop insurance hedging
