,title,wos,clean_abstract
0,Integration in urban climate adaptation: Lessons from Rotterdam on integration between scientific disciplines and integration between scientific and stakeholder knowledge,WOS:000347597200016,based experience acquired bergpolder zuid district city rotterdam netherlands present lesson learned far science policy interaction supporting urban district two type integration issue considered 1 integration within science including integration discipline method model data 2 integration science local stakeholder society involving synthesis scientific practical knowledge linking sector governance arrangement organisation at first sight issue around integration within science beyond science city resemble generally observed science policy integration however relative newness urban pose specific challenge scientist stakeholder involved process rotterdam example discus use multiple mean integration enhancing integration scientific discipline integration scientific stakeholder knowledge
1,The Climate Just City,WOS:000615626000001,city increasingly impacted driving need sustainable development local global economic socio cultural influence also driving city redevelopment fundamentally political development highlight issue pay gain decides valued primarily informed science discourse widened include social science subjecting practice political analysis critique in critically discus city concept context develop city concept describing discussing key theoretical theme politically justice oriented analysis city illustrate argument looking recent case study three different city context port vila baltimore city karlstad conclude social context power asymmetry must given central position understanding distribution risk vulnerability studying city justice perspective
2,City membership in climate change adaptation networks,WOS:000431157100008,by sharing best practice lesson learned among member city professional learning network become prominent actor supporting shaping local i analyze membership 18 highly visible learning network determine city participate network attract similar city i find formation network driven large high capacity city network include member diverse size planning capacity however city similar level social vulnerability concern tend participate network global regional network different pattern membership these pattern membership important implication diffusing city
3,"Social learning can benefit decision-making in landscape planning: Gartow case study on climate change adaptation, Elbe valley biosphere reserve",WOS:000302518000002,us planning experiment empirically investigate possible social learning outcome landscape urban planning benefit decision making building
4,"From shared learning to shared action in building resilience in the city of Bandar Lampung, Indonesia",WOS:000352979200011,describes city bandar lampung began incorporate goal budget plan a series shared learning dialogue supported asian city resilience network acccrn involved staff city government ngo university led formation multi stakeholder city team charged mayor assessing risk vulnerability prioritizing problem programme supporting small scale project functioning advocate within city describes project range factor underpinned better solid waste management flood risk reduction including fiscal reform brought large increase city budget strong leadership better planning challenge barrier also discussed including needed ensure local government continues incorporate work investment
5,Perceptions of urban forestry stakeholders about climate change adaptation - A Q-method application in Serbia,WOS:000367639600036,both public policy maker concerned observed impact anticipated future consequence attention focus reduction vulnerability increase adaptive capacity in order better understand role decision making urban forestry ass perception urban forestry stakeholder towards city belgrade serbia based q method interview view respondent clustered three distinct perspective management oriented perspective b sceptic
6,Supporting urban adaptation to climate change: What role can resilience measurement tools play?,WOS:000732986000005,city emerging leading force resilience many approach tool developed used measure resilience city in explore tool used support decision making building urban resilience applied deep analysis 27 tool developed measuring urban resilience supplemented semi structured interview expert implemented tool 100 city around world our analysis show one third tool designed support implementing resilience action rest mainly focus sharing knowledge raising awareness also observed prevailing focus evaluating coping incremental capacity opposed transformative capacity risk tool tends trigger short term fix rather longterm solution therefore argue urban resilience measurement tool need 1 support action implementation process much assessing outcome 2 consider enabling environment enhancing transformative capacity much coping incremental capacity city finally explore challenge opportunity implementing resilience action drawn end user insight
7,Bologna resilient city: from the adaptation plan to local actions,WOS:000440373600026,possible effect urbanized area evidenced several study led city bologna adopt plan ass potential risk vulner ability basis action prioritizing intervention coordinated local strategy summarizes measure implemented local level collaboration department architecture university bologna particular pilot action urban greening developed within european project h2020 rock proposal intervention included made design project resilient urban community phd kic summer school
8,From Territorial Planning to the Urban Agenda. A gender approach,WOS:000601088100004,it territorial urban planning design sustainable safe resilient participative compact inclusive territory city human focused city everyone it implementation urban agenda become reality present experience basque country integration equality gender policy territorial urban planning basque country pioneer integrating measure action relation gender territorial guideline basque country model relation planning mobility right city it also provided funding city council develop plan bylaw integrate gender perspective already started show positive result
9,Challenges of mainstreaming green infrastructure in built environment professions,WOS:000472318600001,green infrastructure gi identified promising approach help city adapt provision multiple ecosystem service however gi contribution urban resilience realized fully mainstreamed built environment design profession here interrogate five key challenge effective implementation gi 1 design standard 2 regulatory pathway 3 socio economic consideration 4 financeability 5 innovation method include literature case study interview resilience manager propose people centred context dependent approach advance effective implementation gi urban planning highlight two underlying current run across challenge 1 role political pre condition tackling challenge holistically 2 role stakeholder engagement achieving public support harnessing funding maintaining monitoring gi long term
