,title,wos,clean_abstract
0,"Coastal Adaptation Planning in Fairbourne, Wales: lessons for Climate Change Adaptation",WOS:000513893900001,emerging central objective policy frame coastal community examines recent effort uk centring case fairbourne wale village facing long term prospect flooding inundation due impact sea level rise recent shoreline management plan area recommended realignment coast eventual decommissioning fairbourne draw qualitative methodology interview policy observation narrate case provide key insight lesson planner working environmentally vulnerable coastal setting managing process
1,Engaging Communities in Adaptation to Climate Change by Understanding the Dimensions of Social Capital in Atlantic Canada,WOS:000795447600001,examines role social capital influence capacity coastal community atlantic respond adapt especially dealing extreme weather event three element social capital social trust institutional trust social network considered they analyzed based four question targeting social capital semi structured interview 10 rural coastal community located three province quebec new brunswick prince edward island result showed community exhibited strong social capital mainly high level social trust people ambivalent way connected institution especially government they often felt isolated left deal decision conveys difficulty challenge multilevel governance coastal community generally ensure trust within community first trusting higher level government initiative improve public engagement participation decision making supported although would require greater accountability transparency
2,"Improving cross-sectoral climate change adaptation for coastal settlements: insights from South East Queensland, Australia",WOS:000333267700006,impact affecting coastal area sea level rise storm surge event expected significant social economic environmental consequence worldwide ongoing population growth development highly urbanised coastal area exacerbate predicted impact coastal settlement improving potential highly vulnerable coastal community require greater level planning policy integration across sector scale however date little evidence literature demonstrates policy integration achieved contributes gap knowledge drawing example provided process developing cross sectoral policy programme generated three coastal settlement type part south east queensland initiative seqcari 3 year multi sectoral option human settlement south east queensland in first investigate benefit challenge cross sectoral address broadly coastal area describe cross sectoral policy programme generated appraised involving sector urban planning management coastal management emergency management human health physical infrastructure part seqcari concludes discussing key consideration inform development assessment cross sectoral policy programme highly urbanised coastal area
3,Climate Change Adaptation in Coastal Environments: Modeling Challenges for Resource and Environmental Economists,WOS:000424991400004,analysis coastal requires combining environmental resource economics discipline sea level rise ocean warming acidification increased storminess threaten alter intensify biophysical coastal change community respond way neither maximize total economic value apply appropriate spatial scale policy response focusing coastline particularly north carolina synthesize modeling approach empirical study identify needed support coastal policy modeling coastline coupled human natural system explains historical pattern coastline clarifies need empirical estimate provides roadmap interdisciplinary policy analysis despite extensive literature coastal amenity hazard ex post policy evaluation empirical information needed parameterize coupled model complex coastal environment facing extending coupled model coastal incorporate spatial dynamic market nonmarket value highlight fundamental problem current governance structure conclude maximize total economic value coastal zone require governance coordination across multiple level attention intensive extensive margin trade offs across market nonmarket value these finding echo recent advance fishery bioeconomics
4,"Adapting to climate change - implications for transport infrastructure, transport systems and travel behaviour",WOS:000287546000006,review land based transport related issue consideration two main issue sea level rise increased frequency intensity extreme weather event these issue considered it considers risk existing transport infrastructure resulting consideration necessary planning new infrastructure transport system operation changing climatic condition potential change travel behaviour use capability regional rural network emergency evacuation planning emerges one particular area more generally recognition risk associated required better planning new infrastructure mitigating potential damage existing infrastructure pose significant risk infrastructure owner manager operator there need undertake likely impact transport infrastructure establish category infrastructure risk outline opportunity response examine current governance structure then administrative legal issue may impact identified
5,Legal geography and coastal climate change adaptation: the Vaughan litigation,WOS:000386911500007,impact australian coast changing include environmental property damage arising increased frequency severity coastal weather event storm surge coastal erosion coastal flooding coastal management policy planning law often relied upon manage impact competing interest coast existence policy law interpretation court bear weight expectation upon deliver face merit consideration indeed rich field open consider constitution construction law across different place context australian coast unique locally specific context explore relationship law place performed vaughan litigation considers important potential gain expression vaughan litigation
6,Suggestions for marine protected area management in Australia: a review of temperature trends and management plans,WOS:000825723000001,related ocean warming affected marine ecological socioeconomic system worldwide therefore critically important ass performance conservation mechanism particularly marine protected area mpas moderate risk related impact in sea surface temperature trend australian commonwealth mpas assessed management criterion defined adapting guidance protected area manager planner monthly sea surface temperature trend 1993 2017 statistically assessed using mann kendall trend test management plan subject thematic analysis temperature trend showed variable sst change among region northern reserve showing statistically significant increase temperature southwest network least number reserve statistically significant increase temperature thematic analysis show management plan address approximately half criterion several management strategy dynamic mpas replication translocation currently absent suggested necessary tool supporting readiness australian mpas significant help identify synthesize region vulnerable impact ocean warming provides management suggestion make mpas ready
7,A review of decision-making methods for climate change adaptation under deep uncertainty: With a focus on flooding control in coastal cities,WOS:000844557600012,robust decision making deep uncertainty common challenge faced policymakers scientist world in recent year limitation risk assessment planning based prediction result model become increasingly acknowledged uncertainty embodied model specification model parameterizations prediction result decision implementation process context change bring significant risk decision making far beyond general recognition uncertainty drawn historical data such combined future looking uncertainty termed deep uncertainty researcher applied robust decision making rdm theory pathway ap method engineering option analysis eoa method decision making these theory technique help scientist policy maker couple systematic analysis thoughtful deliberation typically coordination stakeholder consider implication choice likely unlikely future condition thus better grasp impact deep uncertainty decision making literature rdm ap eoa huge focus advancement application field coastal flood control main strength interconnection three method rdm method combine traditional control theory modern management decision making theory focus future scenario generation cost benefit comparison multiple measure different future scenario conduct comparative static screening large number scenario measure combination ap method pay attention plausible scenario measure combination time go towards future rather giving full consideration future scenario promotes consideration solution adaptable time eoa method based framework ap method focus specific engineering design a consequence may lack consideration larger scale application implication considers three method integrated serve decision making process characterized multiple decision goal large number plausible future scenario large number feasible mitigation measure a demonstrative case shanghai presented purpose case proposes framework serve mission dynamic planning engineering design combining strength rdm ap eoa expect integration help researcher identify low regret even regret solution beneficial broad set potential future situation because integration must depend continuous effective dialogue among scientist policymakers local expert stakeholder bound co production process decision making knowledge process potential improve public confidence proposed policy solution finally argue integrated application three method process knowledge co creation integration process key direction future development field decision making context deep uncertainty
8,Firms adaptation to climate change through product innovation,WOS:000814826300004,impose high cost different societal actor including firm organization forcing adapt new situation although relevance implementing strategy widely recognized study firm still infancy especially regarding small medium enterprise following multi stage approach analyze small medium enterprise marine food industry could adapt induced ocean acidification product innovation first use co production process firm representative gain insight industry opportunity product innovation arises preferred strategy second using discrete choice experiment test consumer value mussel attribute likely affected ocean acidification sensory nutritional proposed new product developed adapt also analyze preference heterogeneity latent class model our result show consumer value attribute potentially affected ocean acidification found high heterogeneity consumer preference regarding product type disentangled two class non innovative consumer consumer willing innovate suggest industry could base strategy two pillar 1 maintain traditional format thus satisfying 21 market non innovative consumer 2 direct innovation effort towards canned format thus satisfying consumer willing innovate 79 market although consumer willing innovate prone try new format preferred alternative radical innovation
9,A framework for adapting to climate change risk in coastal cities,WOS:000400009900005,disaster management practitioner accustomed dealing changing climate rapid anthropogenic unprecedented problem hazard e g storm coastal flooding sea level rise heat wave combine vulnerability e g socioeconomic disparity rapid urbanization improper land use rigid governance structure increase disaster risk coastal city focus cca increasing part answer problem however cca regularly developed separately relatively established disaster management effort argues cca generally included part disaster management effort utilizing extant social structure funding stream theory avoid duplication effort building conceptual foundation present framework guiding assessing effort reduce risk framework based theory modified case newyork city allowed refinement based real world planning resulting theoretically grounded framework strong focus application key point investigation summarized interesting theme discussed note applying framework presented
