,title,wos,clean_abstract
0,Forests and climate change adaptation policies in Cameroon,WOS:000287147300006,nowadays become key focus scientific policy making community major area discussion multilateral process a projected hit poorest hardest especially important developing country pay particular attention management natural resource agricultural activity in country cameroon forest play important role achieving broader goal however forest generally receives little attention national development programme strategy policy dialogue poverty reduction strategy using qualitative approach data collection content analysis relevant cameroon policy document integration explored level attention given forest analysed result indicate exception first national communication unfccc focused mostly mitigation related issue current policy document cameroon void tangible reference hence failing drawing relevance forest sheltering population many projected impact policy related forest rely generalized concept sustainable forest management identify specific change need incorporated management strategy policy towards achieving strategy recommendation made document serve improve understanding cameroon natural resource add resilience natural system coping anthropogenic stress draw attention need address constraint lack awareness poor flow information potential forest it highlight need integrating forest national development programme strategy recommends existing environmental legislation implication poverty reduction strategy
1,The Impact of Population Growth on Natural Resources and Farmers' Capacity to Adapt to Climate Change in Low-Income Countries,WOS:000629438000001,population growth natural resource intricately linked play role disruption farmer ability adapt especially developing country rapid demographic change economy mostly dependent natural resource although literature exists population issue emphasis given positive role population growth providing incomplete picture stakeholder policy maker constrained mitigation strategy improving food security attaining sustainable development goal reviewed publication low income country emphasis sub saharan africa southeast asia bring forth often sidelined issue population growth decision maker future context achieving sustainable development goal united nation 2015 2030 therefore initiated reveal impact population growth natural resource uncover farmer capacity adapt low income country rapid population growth continues major underlying force environmental degradation threat sustainable use natural resource it reduces quality quantity natural resource overexploitation intensive farming land fragmentation region high population pressure face scarcity arable land lead shortened removed fallow period declining soil fertility farm income due farm subdivision furthermore landless individual operate small farm resettle cultivate marginal land encroach natural forest search vacant land alters carbon source sink dynamic environment low farm income small farm exacerbates food insecurity farmer also constrains ability adopt certain technology all stakeholder take swift action address challenge rapid population growth alter dynamic population natural resource
2,Impact of African Traditional Worldviews on Climate Change Adaptation,WOS:000425184000007,recent study show cultural worldviews key determinant environmental risk perception thus could influence strategy african traditional worldviews encourage harmony human environment complex metaphysical belief system transmitted folklore taboo traditional knowledge however african traditional worldviews hold belief traditional god shown low connectedness nature low willingness in makueni district kenya 45 agropastoralists surveyed believed drought god plan could changed in contrast traditional knowledge shaped african traditional worldviews often used frame adaptive strategy migration changing mode production planting different crop variety furthermore traditional knowledge used complement science area meteorological data unavailable however role african traditional worldviews adaption remains understudied hence need systematically establish influence african traditional worldviews risk perception development adaptive strategy policy formulation implementation in commentary discus potential impact african traditional worldviews
3,The Influence of Gender Relations on Women's Involvement and Experience in Climate Change Adaptation Programs in Bangladesh,WOS:000450097700001,nexus poverty major concern especially country like bangladesh lack resource significant problem rural urban area affect wide demographic population bangladesh among affected woman vulnerable impact evident history induced disaster country increase woman socio economic vulnerability directly impacting family food security water consumption livelihood hence role contribution critical responding nonetheless bangladesh challenge remain incorporate woman distinct actor active agent program considering gender power dynamic exist in context focus woman contribution individual group reveals significant influence practice
4,Privatizing climate adaptation: How insurance weakens solidaristic and collective disaster recovery,WOS:000557860900001,a loss extreme weather event grow many government looking privatize financing incentivization insurance market in pure market approach insurance extreme weather event individual become responsible ensuring adequately covered risk property government longer contribute fund post disaster recovery theoretically insurance premium signal level risk faced household incentivize homeowner invest adaptive action retrofitting drainage work reduce premium where risk considered high insurance market housing devalued theory leading retreat risky area in evaluate suitability private insurance mechanism household community level find mismatch social understanding responsibility risk technocratic market based home insurance product offered private insurance market suggest constructing increasingly individualized technical calculative evaluation risk market based model insurance extreme weather event erode solidaristic collective discourse practice support adaptive behavior categorized vulnerability institution
5,Cultural barriers to climate change adaptation: A case study from Northern Burkina Faso,WOS:000274672500016,human heterogeneous process influenced economic technological development it increasingly acknowledged literature factor class gender culture play large role strategy either chosen rejected local scale explores strategy focusing livelihood diversification face recent recurrent drought sahel it shown fulbe one two main ethnic group small village northern burkina faso studied culture act major barrier embracing four successful livelihood strategy tabour migration working development project gardening engagement woman economic activity
6,"The Indigenous Practices and Climate Change Responses of Ati and Suludnon Farmers in Iloilo, Philippines",WOS:000474479700008,become major threat livelihood many farmer philippine particularly among indigenous group it recognized traditional knowledge important source information embedded coping strategy evolved passed generation documented key informant interview focus group discussion farm visit indigenous knowledge suludnons ati iloilo since 2003 community experienced manifested strong typhoon landslide various form crop human disease their response include biodiversity based cropping system change cropping calendar use indigenous variety consumption non traditional wild food indigenous warning system diversified income source both indigenous group beneficiary government non government project grant agricultural training learned new farming technology traditional practice combined adoption selected agricultural technology helped helped suludnon ati group become become sustainable resilient farming community amidst adverse impact life
7,Effects of Policy Measures and Moderating Factors on Climate Change Adaptation Among Private Forest Owners in Sweden,WOS:000425800500002,threat associated may damage forest to encourage country lot privately owned forest policy measure directed private forest owner may implemented by mean policy scenario present examined effect two hypothetical policy advice economic incentive among private forest owner sweden n 753 n 729 both policy strengthened intention adapt although result also revealed individual variable e forest value contextual variable e encouraging social risk management context important owner response production forest value social risk management context furthermore moderated effect policy intention adapt suggesting economic incentive mainly effective advice among owner strong production value among owner le encouraging social risk management context
8,Women and climate change adaptation behaviour: What's the problem and solution?,WOS:000868442500001,rural woman contribution reacting highly significant largely marginalized due gender role gender discrimination make vulnerable variety threat therefore purpose examine behaviour female rice farmer mazandaran province northern iran toward using protection motivation theory pmt 173 female head household rice farmer mazandaran province selected stratified random sampling according finding perceived vulnerability beta 0 19 perceived severity beta 0 33 self efficacy beta 0 4 response effectiveness beta 0 35 female rice farmer positive noticeable effect responding behaviour however response cost beta 0 61 negative noticeable effect behaviour toward changing finding also show severely damage physical capital woman paddy farmer damage caused crisis greater impact production capacity product quality production cost food security female head household finding help define pattern determining woman public private sector strategic planning action
9,Psychological distance of climate change and mental health risks assessment of smallholder farmers in Northern Ghana: Is habituation a threat to climate change?,WOS:000443214100003,although strong evidence show physical impact human health mental health impact appear unclear aim understand explain dynamic correlate farmer emotional regulation practice given psychological distance using 180 smallholder farmer northern ghana structural equation linear regression analysis showed given psychological distance geographical social different indicator significantly influenced different emotional regulation practice among farmer although study show association practice revealed given psychological distance emotional regulation farmer predicted preference different technique it concluded influence farmer emotional regulation practice seems predispose future mental emotional health problem emotional regulation also appears significant factor mental health interventionists need pay attention
