,title,wos,clean_abstract
0,"Coastal Adaptation Planning in Fairbourne, Wales: lessons for Climate Change Adaptation",WOS:000513893900001,emerging central objective policy frame coastal community examines recent effort uk centring case fairbourne wale village facing long term prospect flooding inundation due impact sea level rise recent shoreline management plan area recommended realignment coast eventual decommissioning fairbourne draw qualitative methodology interview policy observation narrate case provide key insight lesson planner working environmentally vulnerable coastal setting managing process
1,Engaging Communities in Adaptation to Climate Change by Understanding the Dimensions of Social Capital in Atlantic Canada,WOS:000795447600001,examines role social capital influence capacity coastal community atlantic respond adapt especially dealing extreme weather event three element social capital social trust institutional trust social network considered they analyzed based four question targeting social capital semi structured interview 10 rural coastal community located three province quebec new brunswick prince edward island result showed community exhibited strong social capital mainly high level social trust people ambivalent way connected institution especially government they often felt isolated left deal decision conveys difficulty challenge multilevel governance coastal community generally ensure trust within community first trusting higher level government initiative improve public engagement participation decision making supported although would require greater accountability transparency
2,An integrated spatial planning model for climate change adaptation in coastal zones,WOS:000308778600005,highlight spatial planning approach coastal sustainability dilemma spatial planning dynamic complex coastal environment well establishment coastal buffer zone measure elaborated upon in particular outline limitation two traditional approach used spatial planning optimization simulation opportunity present combining model coastal zone planning a result developed integrated modeling framework called mopsd multi objective programming system dynamic used spatial land use planning coastal area case cijin island located next kaohsiung harbor taiwan location demonstrates proposed mopsd modeling approach generates superior result compared two traditional method mainly attributed consideration deterministic dynamic characteristic evaluating risk coastal erosion
3,Doing more with the same: A reality-check on the ability of local government to implement Integrated Coastal Management for climate change adaptation,WOS:000419412200004,many country implementing integrated coastal management icm also known integrated coastal zone management iczm mean promote sustainable use development protection coastal environment it also shown policy institutional relationship icm examines relationship icm preparedness local government reference empirical study conducted two developing nation mozambique south africa using mixed method approach content analysis local government planning document semi structured interview key informant result demonstrate level integration coastal management disaster management local development planning ass state implementation icm selected local government two country make recommendation improve icm development implementation coastal result suggest need closer integration coastal management disaster management framework highlight need enhanced support local government provincial national government greater clarity regard coastal management mandate local government especially mozambique
4,Institutional and Conceptual Barriers to Climate Change Adaptation for Coastal Cultural Heritage,WOS:000461666300003,increasing speed tangible coastal cultural heritage changing character lost weathering erosion inundation damage coastal archeological site loss access historical site alteration cultural landscape force change way researcher site tourist enjoy place descendant community lived particular area time immemorial local community member utilize relate landscape in usa national park service primary coastal cultural resource management organization national park service working cultural resource decade however example park long range plan cultural resource implemented building 20 semi structured interview cultural resource manager three park found institutional structure within national park service well historical conceptual framing specific recreational interpretive value cultural resource act barrier manager ability design implement plan institutional barrier manager discussed include dependence decision partnership project leveraging budgetary staff resource within np may affect capacity found park manager often saw impact park may associated found difficult separate normal maintenance affected deterioration may lead status quo management action rather revised planning changing future regime conceptual barrier manager discussed revealed conflict preservation need versus interpretive us np guidance recommends prioritization cultural resource preservation park level regional manager focused topic park manager a np move forward planning opportunity develop improve cultural resource preservation new technology improved prioritization scheme include public input resource preservation may help coastal manager overcome barrier
5,Considering socio-political framings when analyzing coastal climate change effects can prevent maldevelopment on small islands,WOS:000704983300018,adapting sea level rise challenging small island false lead adverse impact natural societal dynamic therefore interdisciplinary perspective interaction natural dynamic societal demand political decision crucial in sense scrutinizes coastal process socio political dimension erosion reef island fuvahmulah maldives national government fuvahmulah population opposed perception attribution driver process behind fuvahmulah pressing coastal issue coastal erosion to perception natural dynamic recreated process based method discussed regarding present projected marine pressure population survey interview actor coastal development complement physical insight erosion fuvahmulah describe socio political dimension small island interdisciplinary approach demonstrates small island adaptive capacity typically impaired disclose potential local knowledge overcome maldevelopment sea level rise pose challenge natural societal dynamic here author analyse coastal process socio political dimension erosion leading maldevelopment fuvahmulah maldives
6,Game Theory-Based Analysis of Decision Making for Coastal Adaptation under Multilateral Participation,WOS:000444385500004,different impact member society to reduce damage caused activity initiated expanding capacity social infrastructure stakeholder want adaptation work favor therefore methodology needed determine measure beneficial member society in framework proposed producing strategy minimizes conflict stakeholder framework cast process organizing adaptation game defines community member stakeholder measure strategy minimization loss future payoff in case involving sea level rise suncheon bay korea framework used generate optimal plan minimizing conflict considering loss central government local government local community game theoretic result proposed framework enable balanced distribution responsibility among stakeholder achieve infrastructure
7,Linking the management of climate change adaptation in small coastal towns and cities to the Sustainable Development Goals,WOS:000444793600020,a new challenge management small coastal town city linking project program united nation sustainable development goal sdgs these goal provide guidance wide range program achieve sustainable future changing world development goal target indicator described challenge opportunity coastal manager linking project program delineated practical approach linking sdg target indicator proposed in addition perspective provided larger issue relevance related public policy sector challenge national aggregation progress toward sdgs discussion focus numerous small coastal town city world analysis relevant also large wealthy coastal city active
8,"Improving cross-sectoral climate change adaptation for coastal settlements: insights from South East Queensland, Australia",WOS:000333267700006,impact affecting coastal area sea level rise storm surge event expected significant social economic environmental consequence worldwide ongoing population growth development highly urbanised coastal area exacerbate predicted impact coastal settlement improving potential highly vulnerable coastal community require greater level planning policy integration across sector scale however date little evidence literature demonstrates policy integration achieved contributes gap knowledge drawing example provided process developing cross sectoral policy programme generated three coastal settlement type part south east queensland initiative seqcari 3 year multi sectoral option human settlement south east queensland in first investigate benefit challenge cross sectoral address broadly coastal area describe cross sectoral policy programme generated appraised involving sector urban planning management coastal management emergency management human health physical infrastructure part seqcari concludes discussing key consideration inform development assessment cross sectoral policy programme highly urbanised coastal area
9,"Sustainable tourism, climate change and sea level rise adaptation policies in Barbados",WOS:000331463100004,vulnerability tourism dependent community coastal tourism facility beach demand use measure urgently minimise vulnerability long term achieve sustainable development make policy recommendation address sea level rise challenge small island developing state using barbados case found innovation policy project offset past ill mass tourism fortuitously serve pre emptive measure adapting array method combating change includes physical planning policy integrated coastal zone management infrastructure project among key area policy innovation adoption protection accommodation retreat strategy informed rigorous cost benefit analysis stakeholder consultation ecosystem based also necessary especially island coral reef protection urgent moreover policy adjustment required building construction water resource management sewage treatment coastal zone management physical planning land management institutional constraint including lack capacity implement monitor enforce measure must also addressed progress made adapting a major conclusion severity coastal damage importance tourism sustainable development country adaptive capacity play key part selection implementation measure
