,title,wos,clean_abstract
0,"Climate change adaptation, gender, and mainstreaming: the role of gender in Fiji's relocation initiative",WOS:000787728600001,elucidated already existing gender inequality associated unequal access resource decision making process higher exposure environmental shock stressor growing acknowledgment gender differentiated implication recent year placed gender equality focal point international discourse policy perspective gender equality universalized transcribes local project remains elusive using relocation vunidogoloa fiji explores tension compatibility way gender equality discussed implemented project
1,Public Health Adaptation to Climate Change in OECD Countries,WOS:000384695800053,major challenge facing public health national government play key role public health competing view responsibility obligation willor shouldinclude different nation aim 1 examine national level public health occurring organization economic cooperation development oecd country 2 examine role national government taking public health 3 critically appraise three key governance dimension national level health adaptationcross sectoral collaboration vertical coordination national health planningand identify practical example suited different context systematically reviewed publicly available public health document webpage national government ten oecd country using systematic web search assessment self reporting content analysis our finding suggest national government primarily addressing infectious disease heat related risk posed typically emphasizing capacity building information based groundwork initiative find national government taking variety approach public health follow expected convergence divergence governance structure discus practical option incorporating cross sectoral collaboration vertical coordination national health planning variety context identify leader national government look inform public health planning following adoption paris agreement subsequent increased momentum tracking needed define health look like practice reveal insight taken across state sector ensure policy orientated learning
2,A multi-layered governance framework for incorporating social science insights into adapting to the health impacts of climate change,WOS:000324164100001,background addressing associated effect multi dimensional ongoing challenge includes recognizing affect health wellbeing population short longer term albeit varied way intensity that recognition drawn attention need take adaptive action lessen adverse impact next decade unavoidable particularly developing country setting a range sector responsible appropriate adaptive policy measure address health risk including health service water sanitation trade agriculture disaster management development objective to broaden framing governance decision making process using innovative method assessment illustrate multi sectoral nature health related shift sector specific multi level system encompassing sector actor across temporal spatial scale design a synthesis current knowledge area health governance decision making process result a novel framework presented incorporates social science insight formulation implementation activity policy lessen health risk posed conclusion clarification role different sector organization individual occupy relation development health related strategy facilitate inclusion health wellbeing within multi sector policy thereby strengthening overall set response minimize adverse health effect
3,Health system adaptation to climate change: a Peruvian case study,WOS:000637269800005,despite mitigation attempt trajectory remains accelerated path devastating health impact a response united nation framework convention call national plan peru developed national decentralized regional plan purpose understand role priority status health within planning process peru used case analyse policy process creation plan encompassing need address impact health particular focus marginalized people an actor content context policy analysis conducted analyse 17 25 regional plan available national plan 2002 2015 include health priority health strategy in decentralized health care system regional plan demonstrate increased improvement complexity systematization structure time 2009 17 in general health identified priority another area impact there cohesiveness plan format content planning execution limited consideration marginalized population in conclusion regional department peru stand unequal footing regarding adapting health sector finding strategy call question mitigation adaption may achieved lack local health impact due particular focus marginalized people creates policy vacuum peruvian case resembles global challenge put health centre national regional plan in depth cross country analysis still missing urgently needed learn experience
4,A Governing Framework for Climate Change Adaptation in the Built Environment,WOS:000329431700056,developing approach governing severely hampered dictatorship present need future generation inadequately represented current policy making posit problem function attribute policy making including deep uncertainty nonstationarity past observation reliable predictor future outcome our link organizational decision making attribute decision making identifies case action cause spillover free riding distributional impact develop governing framework believe enable policy planning major long term development decision made appropriately level government face deep uncertainty nonstationarity caused our framework requires approval project expected life span 30 year built environment include minimum building standard integrate forecasted impact intergovernmental panel ipcc intermediate scenario intermediate ipcc scenario must downscaled include local regional temperature water availability sea level rise susceptibility forest fire human habitation impact minimize risk built environment minimum standard systematically updated every six year facilitate learning formal informal organization a minimum standard governance framework allows jurisdiction take stronger action increase resilience thus maintain system flexibility
5,Disaster management cycle and its application for flood risk reduction in urban areas of Pakistan,WOS:000679338800002,disaster risk management cycle recognized instrument managing disaster event impact however usefulness cycle become questionable diverse urban setting thus us pragmatic approach identify challenge effectiveness conventional disaster risk management cycle phase context urban flooding pakistan institution involved flood risk management interviewed using semistructured questionnaire three focus group discussion also held understand viewpoint selected community thematic analysis used categorize view response phase analysis reveals despite advent disaster risk reduction strategy local institution still relying reactive approach managing flood risk ad hoc basis weak governance limited corrective measure existing development pattern making difficult manage flood risk there urgent need perform multihazard vulnerability risk assessment develop specific strategy philosophy disaster risk reduction recommends inclusion resilience current management cycle reducing future urban risk
6,Mainstreaming adaptation in developing countries: The case of the Philippines,WOS:000207913900003,philippine archipelago developing country vulnerable current effort address impact exist may sufficient first part review current knowledge mainstreaming development it ass far mainstreamed key development plan programme philippine interview key informant also conducted result show mainstreaming philippine all major development plan policy reviewed contain reference interview key stakeholder reveal similar trend main reason preventing mainstreaming national priority biased towards concern deemed pressing pervasive lack awareness impact sustainable development however massive investment infrastructure project designed adapt weather related hazard project could provide entry point integrating development plan policy philippine
7,"Adapting cultural heritage to climate change impacts in the Netherlands: barriers, interdependencies, and strategies for overcoming them",WOS:000561513100001,currently impacting cultural heritage globally despite advance understanding relationship impact cultural heritage significant barrier hamper cultural heritage current projected risk aim advance empirical understanding barrier adapting cultural heritage related impact netherlands identifying different barrier interdependency possible strategy overcome barrier using web based questionnaire 57 expert find frequently reported barrier lack policy cultural heritage lack vulnerability risk assessment diverse cultural heritage type our find barrier perceived interdependent conjointly constrain adapting cultural heritage six actionable strategy identified navigate barrier
8,A policy content analysis for evaluating urban adaptation justice in ?Istanbul,WOS:000835159800004,disproportionately affecting vulnerable community increasing existing risk leading global inequality drawing concept urban justice evaluated inclusion vulnerable community planning process istanbul european coastal megacity considerable vulnerability for policy content analysis structured around four criterion participation ii capacity enhancement iii governance iv justice integration spatial planning carried supplemented local expert consultation our finding indicate objective incorporating aspect justice planning recognized distinct lack specific action evaluation tool expert consultation largely confirmed finding connected socio historical political context istanbul wider turkish region key con clusions include failure current policy adequately consider vulnerability arising combination urban marginalization interacting neoliberal authoritarianism identify need understanding integrating equitable key dimension urban decision making future policy relevant practice
9,Adapting Conservation Easements to Climate Change,WOS:000350544200008,perpetual conservation easement ce popular restricting development land use fixed term create challenge increasing pace environmental social demand adaptive conservation instrument to examine adaptive potential ce surveyed 269 ce interviewed 73 conservation organization employee although 2 ce mentioned majority employee concerned impact ce share fixed boundary limit typical protected area additional constraint due permanent term private land ce often multiple potentially conflicting purpose protect termination complicate decision principled conservation oriented monitoring critical shaping adaptive response 35 ce allowed organization conduct ecological monitoring in addition ce provided requirement incentive active stewardship private land found four primary option changing land use restriction advantage risk ce amendment management plan revision approval change discretionary consent updating law policy codified ce conservation organization funders internal revenue service promote process principled ce term provide active stewardship ce land consider alternative ce tool
