,title,wos,clean_abstract
0,"Situating climate change adaptation within plural worlds: The role of Indigenous and local knowledge in Pentecost Island, Vanuatu",WOS:000849061100001,scholar practitioner decision maker increasingly recognising indigenous knowledge play significant role facilitating yet theorising practises remain overwhelmingly situated within euromodern ontology remains limited space present plural ontology alternative way knowing in using pacific case present argument inclusion multiple ontology within policymaking pacific policy intervention frequently privilege western scientific knowledge focus addressing individual risk technical fix directed foreign expert funding agency they also rooted policy architecture artefact colonisation region despite obstacle pacific islander response dynamic inclusive multiple competing ontology work within offering insight euromodern pacific islander world view could coalesce build adaptive capacity consolidate community resilience future highlight center dot indigenous knowledge play critical role enabling resilience facilitating part vanuatu center dot ni vanuatu people employ dynamic response risk incorporating multiple knowledge system practises center dot co existence different knowledge system provide insight factor enable adaptive capacity consolidate community resilience center dot diverse worldviews knowledge system practises pacific island culture highlight importance thinking ontological pluralism within center dot principally founded western ontology need consider non western ontology epistemology
1,Moral reasoning in adaptation to climate change,WOS:000399719800001,moral foundation theory argues moral reasoning widely observed fundamental legitimacy relevant governance policy intervention a new analytical framework examine test moral reasoning underpins legitimizes governance practice risk proposed it develops typology eight category vulnerability based system based moral reasoning pertain dilemma around examines prevalence moral category public discourse specific issue framework tested using data impact societal responsibility drawn 14 focus group comprising 148 participant across uk participant consistently use moral reasoning explain view include vulnerability based system based framing these finding explain public response option governance implication direction policy including understanding type reasoning support politically legitimate intervention
2,"Preaching to different choirs: How to motivate dismissive, uncommitted, and alarmed audiences to adapt to climate change?",WOS:000370992100001,people vary considerably term knowledge belief concern thus important challenge communicator effectively engage different type audience aimed identify distinct audience segment vary term value belief response determine segment specific message attribute increased motivation engage a sample 1031 australian resident aged 18 66 year completed online survey assessing value belief behavior related recording response broad range message latent profile analysis identified three distinct audience segment alarmed 34 4 uncommitted 45 2 dismissive 20 3 sixty message coded term presence absence six attribute explicit reference providing specific advice strong negative emotive content emphasis collective responsibility highlighting local impact underscoring financial impact participant viewed random sample six message rated extent message motivated seek information immediately respond threat portrayed message multilevel modeling indicated message included strong negative emotive content provided specific advice increased intention three audience segment omitting mention emphasizing local impact increased intention dismissive audience implication tailoring targeting message discussed
3,Navigating the Roles of the Social Learning Researcher: a critical analysis of a learning approach to guide climate change adaptation,WOS:000348766700002,core theme australian geographical climatic risk socio ecosystem unbounded highly uncertain result require learning based approach generate appropriate response geographical effectively integrate knowledge developed mutual learning researcher stakeholder within place help guide planning role geographer social learning researcher critically analysed within context undertaken support regional natural resource management planning south three role social learning literature used frame analysis organic intellectual advocate social justice contemporary professional academic while social learning helped develop range experimental policy action would proceeded effectively challenge approach initially understood problem emerge social learning including inevitable tension real world academic outcome need acknowledged along success prepare future geographer facilitate learning socio ecological risk
4,The Cultural Theory of Risk for Climate Change Adaptation,WOS:000343068900008,way people perceive risk informed social interaction cultural worldviews comprising fundamental belief society nature therefore perception risk vulnerability along people myth nature group people conceptualize way nature function influence feasibility acceptability planning policy making implementation present analysis cultural worldviews broaden current treatment culture mitigation decision making community author use insight community based engage cultural theory risk conceptual framework situate community understanding response impact look issue manifest socially four case united state tuvalu idea produced institutional cultural context across scale local global approach help u identify local regional priority support development new relationship planning helping diagnose barrier assist improved communication framing reframing issue based shared understanding collective learning help move conflict cooperation better negotiation diverse worldviews
5,Using Social Network Analysis to Evaluate Health-Related Adaptation Decision-Making in Cambodia,WOS:000334436600025,health sector requires decision across sector level government organisation network link different institution relationship among people within network therefore critical influence nature adaptive response health sector us social network identify key organisational player engaged developing health related activity cambodia it find strong partnership reported developing across sector different type organisation relation health risk government ministry influential organisation whereas donor development bank non government organisation appear influential development policy health sector finally highlight importance informal partnership shadow network context policy activity health governance map relation health developed novel way identifying organisation perceived key agent decision making process hold substantial benefit understanding intervening broad range related policy problem collaboration paramount successful outcome
6,Assessing institutional capacities to adapt to climate change: integrating psychological dimensions in the Adaptive Capacity Wheel,WOS:000329062900021,several case study show social factor like institution perception social capital strongly affect social capacity adapt together economic technological development important building social capacity however almost methodology systematic assessment social factor after reviewing existing methodology identify adaptive capacity wheel acw gupta et al 2010 developed assessing adaptive capacity institution comprehensive operationalised framework ass social factor acw differentiates 22 criterion ass 6 dimension variety learning capacity room autonomous leadership availability resource fair governance to include important psychological factor extended acw two dimension motivation refers actor motivation realise support promote belief refers actor perception realisability effectiveness measure applied extended acw ass adaptive capacity four sector water management flood coastal protection civil protection regional planning northwestern assessment motivation belief provided clear added value result also revealed methodological problem applying acw e g overlap dimension propose methodological solution
7,Ground Zero for Climate Crisis: Narratives About Climate Adaptation and Implications for Justice in Coastal Louisiana,WOS:000898183700001,decision informed technical information also shaped social political factor impacted community given reality changing needed examine technically trained practitioner actor describe work relation social political factor contributes knowledge topic analyzing narrative 62 organizational actor coastal louisiana actor include scientist engineer modeler planner project administrator government staff non profit employee working coastal risk reduction project outlined louisiana coastal master plan while scholar critique master plan overly technocratic i show people weave moral value narrative science however i show motivation acting boldly morally urgently face emergency clash justice some individual within organization advocate reforming rethinking master plan project better serve coastal community however individual also face resistance colleague frame work secondary outside organizational purview to conclude i argue connecting technical aspect planning power social justice outcome potential bridge disciplinary divide
8,Behavioral adaptation to climate change: new insights on psychosocial frameworks from the context of managed forests,WOS:000740422500001,growing need people learn live effect spurred great scholarly recently scholar extended psychosocial framework individual behavioral response natural hazard human health risk domain however finding relative influence people appraisal risk potential respond way reduce risk behavior mixed lack consistent finding suggests potential need refine framework context through focus group interview qualitative data analysis investigated influence behavioral among owner small woodland upper midwest usa compared finding published psychosocial framework developed conceptual model behavioral managed forest identifies perceived complexity important element risk appraisal variable connects risk appraisal response appraisal potentially transforming response appraisal variable mediates influence risk appraisal response
9,How do staff motivation and workplace environment affect capacity of governments to adapt to climate change in developing countries?,WOS:000450383100006,government ministry increasingly mainstreaming within policy plan however government staff key implementing ministry need empowered ensure effective delivery policy goal motivation act combined capacity make decision apply resource programme crucial informed theory motivation workplace environment social psychology organisational theory report finding questionnaire government staff 103 respondent malawi tanzania zambia questionnaire designed using self determination theory investigate role external influence institutional structure resource turn affect staff motivation capacity design implement new policy strategy find whilst external influence hierarchical structure recognised strong direct influence staff motivation appear inhibit capacity act result show lack staff limited government allocated budget reduce ability ministry self determined set agenda instead dependent donor determined project may selective aspect plan policy support even divert focus away government priority
