,title,wos,clean_abstract
0,Can community-based governance strengthen citizenship in support of climate change adaptation? Testing insights from Self-Determination Theory,WOS:000401679700001,motivation play powerful role guiding human decision making behaviour including aimed determine whether community based governance would increase behavioural support form donation behaviour trust fund a sample 548 australian randomly assigned view one two governance scenario 1 community based scenario community member afforded high level autonomy designing allocating funding within trust fund help community adapt 2 government centred scenario decision making regarding trust fund remained government official path analysis revealed community based scenario produced significantly higher level perceived autonomy support within participant high level perceived autonomy support predicted higher level autonomous motivation indicating stronger citizenship lower level amotivation motivational pattern turn predicted greater willingness donate trust result interpreted term self determination theory motivational crowding theory crown
1,The role of government interventions in household climate adaptation on the Tibetan Plateau,WOS:000876988900005,a impact intensify role government process received widespread attention effective depends whether household community adopt appropriate strategy also whether government intervene effectively to improve understanding role government intervention household pro ce propose framework take government intervention consideration household level based household survey pumqu river basin tibetan plateau discus impact government intervention household result show govern ment intervention 1 buffered risk shock household livelihood 2 shaped household cognition 3 mediated impact household livelihood cognition strategy 4 directly influenced household livelihood choice strategy our finding emphasize interface government intervention household help government clarify principle planning terventions also important implication better guide household adapt
2,Three roles for education in climate change adaptation,WOS:000503527300001,education appropriately conceived powerful tool enabling effective in identify three distinct overlapping policy us first protecting deploying education infrastructure social material resource education depends reduce vulnerability build resilience second improving general education measured term literacy school attendance overall academic attainment enhance adaptive capacity third based learning support accelerate social policy maximizing learning adaptive decision making although three important unique transformative contribution education lie learning support curricular pedagogical technological resource prepare people complex adaptive decision making help solidify learning work a human society seek balance old social mechanism ensure stability new one facilitate capacity systematically support learning undergirds may limiting factor key policy insight value education policy limited vague definition poor cross field communication education support three distinct overlapping pathway offering concrete policy option education infrastructure general education learning support greatest value education lie transformative potential learning support curricular pedagogical technological resource prepare people complex adaptive decision making help solidify learning work
3,"Data, concepts and methods for large-n comparative climate change adaptation policy research: A systematic literature review",WOS:000447165600005,dominated depth qualitative single small n case study resulted rich depth understanding process decision making specific location recently number comparative policy case increased focusing examining describing explaining country region vulnerable group adapting across larger sample context time there however critical empirical conceptual methodological choice challenge comparative systematically capture ass current state larger n n 20 case comparative policy literature systematically analyze 72 peer reviewed article identify key choice challenge author face conducting find among others almost study use nonprobability sampling method existing comparative datasets exist study use easy accessible data might appropriate question many struggle disentangle rhetoric reality study engage critical reflection conceptual data methodological choice implication finding conclude effort increase data availability use rigorous methodology necessary advance comparative categorized vulnerability learning case analogy
4,Moving beyond description to explore the empirics of adaptation constraints,WOS:000456907400089,concept constraint become well known literature it describes impediment process could principle overcome often many constraint identified described literature across wide range context importance influence clear however study focussed describing constraint rather exploring origin process possible impact a consequence difficult operationalise concept provide information meaningful decision maker demonstrates approach estimating empirically process impact constraint based case farmer new zealand it combine established social scientific method explore process underlying range constraint estimate impact constraint may approach used explore social economic impact constraint information used consider sub optimal fully pave way policy response conscious human element
5,Ready-made oTree applications for the study of climate change adaptation behavior,WOS:000577820800006,intricate decision making process requires balancing cost uncertain benefit setting high stake low probability risk preference shape way individual group adapt setting dependent independent public policy with aim shedding light preference aid policy efficiency develop set application based otree cat set consists eight discrete apps correspond different risk perception bias corrective treatment from scientific perspective cat used better understand decision constraint individual community level policy perspective help policy maker plan improve existing strategy a pilot experiment 75 subject conducted evaluate cat functionality decision making process experiment examined decision different risk level home flood context it successfully explored impact unknown risk various time horizon framing condition group dynamic result show decision strongly correlated risk level rate increase uncertainty introduced collective increase group dynamic although polarization observed uncertainty reinforces collective inaction in addition typical subject characteristic including age gender home ownership significant impact
6,The interplay between social learning and adaptive capacity in climate change adaptation: A systematic review,WOS:000409293300001,successful implementation depends large extent capability individual organization community create mobilize adaptive capacity ac socioecological system creating mobilizing ac continuous process requires social learning sl although rich empirical case literature theorizing empirically investigating relationship ac sl highly fragmented aim critically examine peer reviewed literature focus sl ac context cca special attention paid interplay two understanding interplay help improve understanding cca take place practice advance theoretical debate cca systematic method used analyse 43 paper 1997 2016 our finding reveal three perspective play important role different context ac focused perspective sl focused perspective hybrid perspective these difference conceptualization relationship sl ac may seem trivial first consequence design learning based intervention aimed helping community respond it appears intervention need preceded analysis context order decide whether emphasize ac sl simultaneously
7,Artificial intelligence for climate change adaptation,WOS:000781616900001,although artificial intelligence ai inclusive machine learning gaining traction supporting projection impact limited work used ai address identify gap highlight value ai especially supporting complex choice implementation illustrate ai effectively leverage precise real time information data scarce setting focus supervised learning transfer learning reinforcement learning multimodal learning illustrate innovative ai method enable better informed choice tailor measure heterogenous group generate effective synergy trade offs categorized application area government public sector
8,Place identity and climate change adaptation: a synthesis and framework for understanding,WOS:000304158000003,most emphasizes material objective asset build capacity adapt nonmaterial subjective attribute e g identity belief value difficult quantify area le developed further effort required develop test framework facilitate systematic examination subjective attribute outline contribution place identity theory lens systematically examine personplace bond influence provide working typology three interconnected place identity approach help elucidate relationship each strength weakness depending theoretical practical context within used cognitive behavioral approach important utility addressing place identity shape perception behavior however limited due cognitive complexity lack richness quantitative methodology health well approach address often underemphasized health well impact place identity though subjective nature health must considered approach collective action approach offer important insight using place identity mechanism foster collective opportunity with approach however care must taken ensure inclusive representation subgroup identity conclude reflecting place identity theory foster improved understanding critically important emerging area wire clim 2012 doi 10 1002 wcc 164 for resource related please visit
9,Payments for Ecosystem Services in the Context of Adaptation to Climate Change,WOS:000302713700017,concept payment ecosystem service pe recently emerged promising tool enhancing safeguarding provision ecosystem service e although concept extensively scrutinized term potential positive negative impact poor developing country le attention paid examining role pe context pe potential contribute also risk could undermine effort in order maximize synergy minimize trade offs pe important conceptual link made explicit present present main conceptual link pe suggests way making pe pro poor pro drawing upon concept vulnerability adaptive capacity socioecological system suggested pe potentially contribute three main way enhancement provision ecosystem service enhancing adaptive capacity way pe designed implemented providing incentive mechanism adopt specific measure reflecting lesson pe poverty literature suggests way make pe pro poor pro concludes need area
