,title,wos,clean_abstract
0,"lOpening and closing the future: climate change, adaptation, and scenario planning",WOS:000340768600001,gale blow future open closed in response learn live renewed notion limit novel level uncertainty one emerging governance response turn scenario planning generates narrative multiple future refracted present like scenario planning broader field future study part historically socially positioned belying application mere method tool discus growing turn scenario planning within government initiative light parallel shift governance eg interest efficiency wicked problem effort eg framed risk management resilience shared root ambiguity sustainable development it provides extended introduction theme issue provides overall nested discussion role scenario planning government noting governance scenario planning fold together motif openness closedness engages emerging field future geography critical interest future orientation highlight way society growing engagement expose critique replicates amplifies existing orientation future time politically contested embedded character it point way motif open future progressive conservative political economic interest seek open future closing others name ambivalent goal sustainable development
1,How to Track Adaptation to Climate Change: A Typology of Approaches for National-Level Application,WOS:000325521300034,need track progress increasingly recognized ability tracking constrained complex nature absence measurable outcome indicator judge occurring developed typology approach tracked globally national level on one hand outcome based approach directly measure progress effectiveness reference avoided impact however given full exposure impact happen decade alternative approach focus developing indicator proxy monitored these include systematic measure readiness process undertaken advance policy program implemented adapt measure impact policy program changing vulnerability while approach employ various method data source identify different component progress track national level seek characterize current status progress time monitored however significant challenge operationalizing approach including absence systematically collected data action outcome underlying difficulty defining constitutes disconnect timescale play practical need evaluation inform policy given development new funding stream imperative tool monitoring progress developed validated identifying trend gap response
2,A policy tool for monitoring and evaluation of participation in adaptation projects,WOS:000689657300004,need sustainable development reflected proliferation intervention especially global south however alongside intensified funding flow aimed increased effort planning monitoring evaluating project necessary avoid ineffective intervention maladaptive outcome yet often analytical tool available policy maker capture cognitive affective process leading decision address gap proposing conceptual framework planning monitoring evaluating intervention draw upon decision making literature framework enables tracing extrinsic factor personal external environment characteristic intrinsic factor knowledge attitude influence decision participate intervention outcome provides detailed guideline apply framework demonstrates use depth case tree planting intervention ghana
3,What is adaptation to climate change? Epistemic ambiguity in the climate finance system,WOS:000394315800003,over past decade developed state committed significant public financing much public financing flow international development organization state delegated implementation monitoring existing international organization world bank united nation development programme organisation economic co operation development scholar noted state delegate discretion specialized organization perform task behalf explored uncertainty nature task affect delegation address gap distinguishing concept epistemic ambiguity state uncertain exact nature task strategic ambiguity state reach consensus task due political difference order address question state international organization defined implemented activity question answered case study 1 project administered united nation development programme international organization migration kenya 2 state international organization attempt develop methodology reporting financing case study based primary document published state international organization secondary literature finance interview expert argues state precisely defined substantially due epistemic ambiguity it identifies two consequence epistemic ambiguity proliferation activity labelled difficulty tracking monitoring assistance
4,Identifying the Potential for Climate Compatible Development Efforts and the Missing Links,WOS:000411621200141,those examining compatible development triple win policy effort simultaneously negotiate sustainable development mitigation consideration cutting edge exploring policymakers address complex social problem require balancing consideration multiple interrelated policy issue enhancing understanding factor underlying emergence effort help strengthen incentive action address implementation challenge anticipate inequity us survey response 287 city logistic regression analysis explore condition policy action associated potential compatible development effort economic development sustainability mitigation consideration overlap it find evidence potential compatible development effort present 10 city studied issue likely act missing link issue influenced city policy action mitigation least likely contextual factor associated effort included budget stress leadership policy entrepreneur higher college degree attainment rate environmental department commission area city composed water versus land examining factor associated issue acting missing link revealed contradiction highlight necessity exploration process affecting pursuit compatible development
5,Policy without politics: technocratic control of climate change adaptation policy making in Nepal,WOS:000373905300002,a developing country around world formulate policy address concern remain whether voice exposed risk represented policy developing country face significant challenge contextualizing global scale scientific national political dynamic downscaling global framework sub national level affected presumed live critique way politics representation science framed pursued process policy development contributes understanding relative effectiveness globally framed generic policy mechanism vulnerable politically volatile context based analysis also outline opportunity possibility improving policy process contest technocratic framing generic international solution policy relevance nepal position one country risk himalaya spurred significant international support craft policy response past year focusing national programme action napa policy examines extent internationally scientifically framed policy nepal recognizes unfolding political mobilization around demand representative state equitable risk particularly important nepal political unrest post conflict transition end civil war 2006 focused around struggle representation historically political margin arguing vulnerability risk produced conjunction social political condition everyone locality equally vulnerable demonstrate multi faceted nature politics representation policy making nepal however far policy making primarily shaped technocratic framing avoids political contestation downplays demand inclusive deliberative process based analysis identify need flexible contextually grounded multi scalar approach political representation also emphasizing need downscaling science inform policy development implementation achieve fair effective
6,Post-2012 climate action in the broad framework of sustainable development policies: the role of the EU,WOS:000233839700007,linkage sustainable development multiple profound nonetheless respective policy regime far evolved along parallel competing path what lacking date detailed conceptual understanding practicability integration cross sectoral policy programme propose synergistic adaptive capacity sac framework place adaptive capacity equity centre current policy debate framework based social vulnerability linking element poverty reduction go beyond current attempt mainstream mitigation national development priority outline guideline operationalize sac framework end define role eu promoting implementing synergy within post 2012 policy regime
7,Problematising loss and damage,WOS:000364222000009,in space short year unfccc process given birth new policy regime warsaw international mechanism loss damage prepare adverse consequence vulnerable society justification policy residual domain exists wherein disaster risk reduction public private risk transfer mechanism insufficient people place overwhelmed impact link domain conceptually scientific impact specifically limit normative position academic debate generally oriented toward need transformative aim anticipate challenge warsaw mechanism encounter achieving transformation practice both policy design taking shape implementation face set interrelated conceptual operational problem challenge whether resource address adverse consequence among vulnerable in end loss damage policy may suffer limitation policy concerned reconstitution vulnerable state rather transformation something fundamentally conducive wellbeing development
8,Transnational adaptation governance: An emerging fourth era of adaptation,WOS:000366767100038,previously seen national local matter today systematically addressed international institution unfccc fao wto focused overarching institutional architecture global particularly relates development political economy efficiency equity in contrast transnational dimension mitigation transnationalization governance received scant attention by creating dataset project examine transnational governance term scope institutionalization main function find transnational governance firmly anchored within unfccc recent towards governed transnational constituency identified when non state actor become integral project governing fourth era adaption seems emerging new era replacing form governing emerging alongside complementary fashion in fourth era increasingly governed globally transnationally attention turned toward softer form governance agenda setting information sharing capacity building
9,Addressing the limits to adaptation across four damage-response systems,WOS:000355035600018,our ability adapt boundless previous modeling effort show future policy decision affected limit exceeded limit delineated capacity threshold damage begin overwhelm response net go negative level threshold depend complex interaction different environmental climatic ecological human response technological societal system in interaction among sub system explored four novel archetypical damage response system developed these damage response system described level limit threshold pathway capacity degradation failure recoverability permanence loss limit surpassed policy option upon reaching limit include investment technology implementation new effective transformational allows damage response system become resilient attention drawn need greater understanding uncertainty limit raise effective capacity lifetime range thus delay failure policy option exist limit breached
10,Modeling impacts and adaptation in global IAMs,WOS:000291734800014,integrated assessment model iams combine dynamic description energy economy system system impact support formulation global possibly regional policy originally designed inform mitigation policy applied context policy well review modeling impact global iams including model economic focus model science focus key advance representation impact iams last decade include improved consideration difference impact across region development nonmonetary reduced form impact model coupling global iams regional sectoral impact model ass together sustainability issue further advance include stronger focus probabilistic analysis attempt considering large scale instability received limited attention global iams far mostly due mismatch spatial scale mitigation decision generally made some recent iams attempt identify optimal level sensitive sector include explicitly decision variable main reason consideration global welfare maximizing iams ass sensitivity mitigation target different assumption magnitude effectiveness iams geographically explicit impact model may also provide information useful planning
