,title,wos,clean_abstract
0,"Place-based climate change adaptation: A critical case study of climate change messaging and collective action in Churchill, Manitoba",WOS:000345061100013,framework often emphasize tangible community vulnerability typically fail recognize healthy vibrant resilient community also based many factor experiential nature in response continued undervaluation factor scholar adopting place identity place attachment way explore risk holistic manner draw churchill manitoba unique relationship present early examination place based result community survey suggest citizen sensitivity local impact associated strongly connection social meaning embedded natural landscape result also indicate place driven sensitivity necessarily lead increase action adapt it suggested inaction face persist even citizen strong connection place particularly dominant communication fail produce socially salient message by linking place based emerging value based frame present new pathway help legitimize local value process create frame communication conducive fostering collective action
1,Can community-based governance strengthen citizenship in support of climate change adaptation? Testing insights from Self-Determination Theory,WOS:000401679700001,motivation play powerful role guiding human decision making behaviour including aimed determine whether community based governance would increase behavioural support form donation behaviour trust fund a sample 548 australian randomly assigned view one two governance scenario 1 community based scenario community member afforded high level autonomy designing allocating funding within trust fund help community adapt 2 government centred scenario decision making regarding trust fund remained government official path analysis revealed community based scenario produced significantly higher level perceived autonomy support within participant high level perceived autonomy support predicted higher level autonomous motivation indicating stronger citizenship lower level amotivation motivational pattern turn predicted greater willingness donate trust result interpreted term self determination theory motivational crowding theory crown
2,"Public participation, engagement, and climate change adaptation: A review of the research literature",WOS:000521615300001,there clear need state art public participation considered across academic community rio declaration developed 1992 un conference environment development unced included explicit goal citizen participation engagement action principle 10 nation state given special responsibility facilitate ensuring access information opportunity participate decision making process since need public participation featured prominently call action using text analysis produce corpus abstract drawn web science literature incorporating public participation citizen engagement since 1992 reveals lexical temporal spatial distribution dynamic topic an exponential rise effort since year 2000 demonstrated focus action three substantial theme risk flood risk risk assessment perception communication these critically reviewed three substantive issue considered paradox participation challenge governance transformation need incorporate psycho social behavioral policy process gap current include lack common understanding public participation across discipline incomplete articulation process involving public participation citizen engagement paucity empirical examining understanding usage influential concept risk vulnerability adaptive capacity varies among different discipline stakeholder finally provisional agenda attending gap described categorized vulnerability institution policy governance governing community city region
3,Climate change adaptation in small island developing states: Insights and lessons from a meta-paradigmatic study,WOS:000435049300021,describes earlier novel meta paradigmatic approach used answer two question international significance 1 how small island developing state sids adapting national level 2 what factor affect national level sids a acknowledged 1992 united nation framework convention 2015 paris agreement sids distinct developing country they 58 country spread across three main geographic region disproportionately vulnerable impact require special attention support international community previous study using single theory understand sids limited unable fully grapple totality enormity complexity challenge argues capitalising value distinctiveness different theory approach without integrate one paradigm it catalogue earlier contribution scholarship theory building it seek rationalise earlier justify theoretical perspective instead seek serve incubator new thinking investigating complex geography additionally tease lesson insight national government actor designing implementing policy program disproportionately vulnerable country global south
4,Adaptation to climate change in small German municipalities: Sparse knowledge and weak adaptive capacities,WOS:000863609000001,understanding local critical overall success practice europe around world although becomes urgent day existing literature adequately touch upon topic small municipality address gap it explores whether measure small municipality overlooked focused aspect urban environment whether measure indeed inadequate based large quantitative survey among bavarian municipality n 401 conducted 11 qualitative case study answer following two question first active small municipality bavaria second municipal frontrunners implement measure lesson learn experience our finding confirm small municipality rarely adapt action usually target water related issue most often measure responsive pragmatic instead preventive transformative fact small municipality representative interviewed able distinguish mitigation measure clearly illustrates lack local capacity conclude national funding municipal coordinator network promising way improve local capacity
5,A multicriteria framework for selecting information communication technology alternatives for climate change adaptation,WOS:000883173600001,numerous consequence worldwide precipitated effort realise sustainable development goal 13 sdg 13 sdg 13 recommended mitigation strategy combat many achieved using emerging technology shown efficacy information communication technology icts mitigating adapting however selection ranking ict tool mitigating adapting multicriteria problem present multicriteria framework identifies rank various ict tool ensure mitigation a fuzzy technique order preference similarity ideal solution method used basis model tested using information obtained expert result show ideal ict alternative social medium closeness coefficient 0 62 least preferred alternative intelligent system closeness coefficient 0 17 proposed model used planning strategy developing country finance usually major constraint implementing action
6,Integrating Adaptation to Climate Change into Sustainable Development Policy and Planning,WOS:000822108100001,sustainable development become core element international european national policy strategy at worst trigger negative response maladaptation term raising greenhouse gas emission exacerbating vulnerability specific group people run counter sustainable development principle thus integration sustainable objective sustainable development framework pave way planning scenario resilience intertwines sustainability study concerning issue quite lacking method useful assessing relationship sustainable development scarcely investigated in focus environmental sustainability aim proposing applying method assessing coherence objective sustainable development objective e national strategic goal included italian national plan respectively national sustainable development strategy found objective appear unrelated national strategic goal none clearly hinder environmental sustainability objective inclined promote maladaptation there still plenty room work sustainable objective consistent sustainable development one
7,Adaptation to Climate Change,WOS:000413326600012,review economic analytical challenge risk longer avoided important aspect global response human always adapted changing climatic condition growing still patchy evidence widespread behavior however autonomous sometimes claimed it requires knowledge planning coordination foresight there important knowledge gap behavioral barrier market failure hold back effective require policy intervention identify urgent priority including area delay might lock future vulnerability outline decision making challenge adapting unknown future also highlight strong interlinkages economic development pointing decision industrial strategy urban planning infrastructure investment strong bearing future vulnerability implication link finance literature tell u balance mitigation
8,Climate Change Adaptation Tools at the Community Level: An Integrated Literature Review,WOS:000428567100223,negative impact experienced global regional local level however rural community sub saharan africa face additional socio political cultural economic challenge addition decision support tool developed applied assist rural community cope adapt however poorly planned participatory process lack context specific approach tool obstacle aiming strengthening resilience rural community us integrated literature identify best practice involving rural community effort application context specific culturally sensitive tool these best practice include use livelihood approach engage community explicit acknowledgement local cultural t recognition local champion appointed within local community identification prioritisation vulnerable stakeholder implementation two way risk communication instead one sided information sharing approach
9,Legal culture and climate change adaptation: An agenda for research,WOS:000908133300001,while increasingly focused aspect culture systematic treatment role legal culture community respond risk yet produced despite fact law legal authority implicated way actor seek reduce risk posed community using scoping methodology examines intersection legal culture existing overall find significance legal culture action explored yet also clear focus legal culture hold significant promise understanding set agenda field highlighting way focus legal culture may enrich existing key theme within categorized policy governance governing community city regionsvulnerability institution
