,title,wos,clean_abstract
0,Local institutions and indigenous knowledge in adoption and scaling of climate-smart agricultural innovations among sub-Saharan smallholder farmers,WOS:000509782400001,purpose purpose discus enhancing role local institution li incorporating indigenous knowledge ik planning improve adoption scaling success smart agriculture innovation design methodology approach a relevant literature sub saharan africa used answer question finding embracing ik li project enhance adoption scaling success smart agriculture innovation smallholder farming such effort improve information gathering dissemination mobilization resource establishment useful network relevant stakeholder capacity building farmer various front provision leadership program originality value development intervention aimed taking proven effective smart innovation scale must therefore engage local community indigenous institution active stakeholder designing planning implementation program
1,"SOCIAL NETWORKS, BROKERS, AND CLIMATE CHANGE ADAPTATION: A BANGLADESHI CASE",WOS:000320783700001,social network theory suggested theoretical frame within context two element theory prove useful network broker bridge network diffuse novel information help lead group innovation novel information needed network data bangladeshi community exemplify rural network function non variable variable time actor comprise network broker inside outside network diffuse information possible
2,"Leveraging communities' network strengths to support climate change adaptation information-sharing: a study with coffee farmers in Risaralda, Colombia",WOS:000702391000002,success measure influenced social factor context specific an important social factor influencing outcome communication way information spread group people need support a community unique information sharing potential understood social network analysis a social network perspective view human actor system interconnected relationship approach useful mapping information flow strategy spread within community through coffee farmer risaralda colombia demonstrate community network strength identified order develop tailored communication strategy to measure ego network social relation stemming one unit interest coffee farmer around from identify information attribute preferred way farmer receive send information lastly analyze data broader stakeholder system provide macro level context together provides clear vision strategy may spread community information network for coffee farmer risaralda colombia key institution agent currently acknowledge long term farmer interact subject self organizing association therefore targeting information campaign local association offer potential effective information sharing association also offer person communication farmer indicate prefer
3,Farmers' behaviors and attitudes toward climate change adaptation: evidence from Vietnamese smallholder farmers,WOS:000740643200006,examines wide range social psychological factor including perceived risk belief occurrence consequence belief human ingenuity trust institution could influence farmer decision taking different mitigation strategy found farmer believe occurrence consequence tend adopt mitigation strategy others believe perceived risk associated threat likely positive attitude toward moreover belief human ingenuity tackle lessens farmer decision adopt mitigation measure therefore policymakers improve farmer belief human ingenuity occurrence consequence effectively motivate toward mitigation
4,Traditional knowledge and institutions for sustainable climate change adaptation in Ethiopia,WOS:000903759800015,local value institution knowledge enabled people understand happening change environment local perception knowledge provide crucial foundation community based measure natural resource conservation specifically focused assessment opportunity challenge traditional knowledge institution community sustainable ethiopia used knowledge product form journal article policy document working paper policy brief gray literature in addition two case study conducted central eastern ethiopia interviewing 251 randomly selected household helped determine state art knowledge co product community sustainable natural resource management regardless challenge global cultural erosion transformation traditional knowledge still serve base weather forecasting agricultural natural resource management thereby sustain community livelihood landscape resilience impact variability traditional knowledge institution ethiopia maintained landscape millennium konso cultural landscape gedeo agroforestry system mention knowledge system also contributed large diversity crop livestock breed ethiopia play role community from assessment concluded scientific traditional knowledge gap better integration two give additive impact foster sustainable development build livelihood landscape resilience time
5,Exploring the concept of place in the literature on smallholder farmers and climate change adaptation in Sub-Saharan Africa,WOS:000684746100001,critical expands meaning place it open new narrative geographic concept place conceptualized smallholder farmer literature sub saharan africa suggested place location location geographically connected interdependent illustrate smallholder farmer experience adapting shock interact global effort improving food security eliminating poverty building sustainable rural livelihood through various strategy exhibited different farmer group demonstrated people place agency make choice control destiny irrespective whatever global force overwhelms argues sense place expressed ecological place meaning shape people intuition belief action experience illustrated smallholder perception determinant barrier effective strategy ecological place meaning also influence glocalization impact agroecological based livelihood different location maladaptive outcome perceived place give people identity shaping action experience vice versa there undeviating relationship power place people experience further exploration relationship lifeworld experience people power central understanding meaning place smallholder farmer interaction
6,Rural local institutions and climate change adaptation in forest communities in Cameroon,WOS:000357622800007,survey interview used understand community resilience forest dependent community facing cameroon survey 232 individual showed diversity formal informal institution relate aspect rural life although direct activity related limited activity density membership rural local institution could increase community adaptive capacity twenty six semistructured interview also conducted representative diverse local institution responsibility agriculture forest conservation development local governmental institution received information national level limited knowledge help community respond although limited direct action local nongovernmental organization international institution act bridging institution rural community could facilitate sharing knowledge innovation thereby fostering resilience planning cameroon need build capacity diverse local institution improve relationship local national level planning
7,Geographic Information and Communication Technologies for Supporting Smallholder Agriculture and Climate Resilience,WOS:000455199900020,multiple factor constrain smallholder agriculture farmer adaptive capacity changing climate including access information support context appropriate farm decision making current approach geographic information dissemination smallholder rural extension model limited yet advancement internet communication technology icts could help augment process provision agricultural geographic information agi directly farmer analysed recent ict initiative communicating agriculture related information smallholder improved livelihood through critical analysis initiative identified opportunity success future agi development systematically examined 27 agi initiative reported academic grey literature e g organisational database important factor identified success initiative include affordability language community partnership user collaboration high quality locally relevant information low tech platform organisational trust clear business model adaptability propose initiative better targeted deliver agi region need assistance including se asia pacific caribbean further assessment effective technological approach needed initiative independently assessed evaluation uptake success local community better incorporated development agi initiative
8,Progress in climate change adaptation and mitigation actions in sub-Saharan Africa farming systems,WOS:000743288900002,review progress mitigation action sub saharan africa farming system farmer organization government region developed policy innovation adapt mitigate impact it appears developed implemented innovative adaptive farming system technology culminated resultant overall productivity improvement farming system necessitating scaling order widely strengthen resilience adaptive capacity vulnerable community impact additionally governance instrument aligned ratified international treaty developed related program rolled different country offer hope well coordinated effort intervention mitigation adverse impact environment livelihood observably pressing need scale smart innovation sustainably creation enabling policy environment capacity building conducting related outreach effective dissemination technology information especially remote area region since global issue local initiative action mitigating adapting adverse impact ought well integrated broader international context
9,Rebuilding rural community cooperative institutions and their role in herder adaptation to climate change,WOS:000943728000001,many study emphasized importance community based natural resource management institution adapting responding global shift towards individualized land tenure regime however reported innovative institution developed rural community rebuild community cooperation rural adaptive capacity draw four comparative case tibetan plateau ass locally developed community cooperative institution mediate herder access market resource foster adaptive capacity response snow related catastrophe result demonstrate community cooperative institution effective improving adaptive capacity market based strategy predetermined outcome individualized tenure regime when cooperative institution exist community member able apply household community collective strategy resulting better livelihood outcome community cooperative institution effectively address individual need priority clarifying entitlement market based network they rebuild community collective action cooperative business entity improve herder ability access resource market equally distributing benefit community member concludes following establishment individualized land tenure regime rebuilding community cooperation necessitates hybridization property right arrangement reformed institution social network operating across level governance facilitate interdependent interaction collective individual strategy such community cooperation offer new opportunity improving adaptive capacity pastoral region elsewhere key policy insightsmarket based institution strategy significant component policy pastoral agricultural region though face equity collective action building challenge adaptative capacity understood function cross level interaction among individual community organization external stakeholder these case community cooperative institution offer new insight coordinating interaction individual level community level practice community based natural resource management cbnrm institution restore collective management natural resource stimulate formal economic cooperation build bridging network stakeholder generates opportunity community member broadly access resource market improve adaptive capacity
