,title,wos,clean_abstract
0,Urban Resilience in Climate Change Adaptation: A Conceptual Framework,WOS:000375155800114,present conceptual framework analyzing urban resilience context key conceptual element resilience first identified reorganized focus city cover ecological engineering resilience also resilience sociopolitical process evolutionary perspective conceptual framework center resilience relates city it finding expected shed light future urban planning policy adapting
1,Systematic review of smart cities and climate change adaptation,WOS:000486520200005,purpose understanding policy consequence city important urban setting especially era developing solution grand challenge smart city emerging topic sustainability domain therefore aim achieve better understanding policy consequence exploring synergy smart city valuable practice design methodology approach systematically review synergy smart city application urban literature a systematic literature content analysis carried answer question theoretically based smart city concept matrix synergetic coproduction theory used ass empirical study finding key finding model synergetic coproduction could identify benefit co existing smart city while smart people smart government play fundamental role synergy could co occur smart city dimension smart city application could increase competitiveness city exploiting opportunity well reducing harmful risk originality value combine two emerging topic assessment smart city represents new way assessing literature possibly policy outcome city by using theoretical framework smart city theory coproduction theory based framework developed assessing empirical study city finding systematic literature indicate relation among smart city dimension clear manner also identify synergy smart city
2,Integration in urban climate adaptation: Lessons from Rotterdam on integration between scientific disciplines and integration between scientific and stakeholder knowledge,WOS:000347597200016,based experience acquired bergpolder zuid district city rotterdam netherlands present lesson learned far science policy interaction supporting urban district two type integration issue considered 1 integration within science including integration discipline method model data 2 integration science local stakeholder society involving synthesis scientific practical knowledge linking sector governance arrangement organisation at first sight issue around integration within science beyond science city resemble generally observed science policy integration however relative newness urban pose specific challenge scientist stakeholder involved process rotterdam example discus use multiple mean integration enhancing integration scientific discipline integration scientific stakeholder knowledge
3,The Climate Just City,WOS:000615626000001,city increasingly impacted driving need sustainable development local global economic socio cultural influence also driving city redevelopment fundamentally political development highlight issue pay gain decides valued primarily informed science discourse widened include social science subjecting practice political analysis critique in critically discus city concept context develop city concept describing discussing key theoretical theme politically justice oriented analysis city illustrate argument looking recent case study three different city context port vila baltimore city karlstad conclude social context power asymmetry must given central position understanding distribution risk vulnerability studying city justice perspective
4,City membership in climate change adaptation networks,WOS:000431157100008,by sharing best practice lesson learned among member city professional learning network become prominent actor supporting shaping local i analyze membership 18 highly visible learning network determine city participate network attract similar city i find formation network driven large high capacity city network include member diverse size planning capacity however city similar level social vulnerability concern tend participate network global regional network different pattern membership these pattern membership important implication diffusing city
5,Participatory climate adaptation planning in New York City: Analyzing the role of community-based organizations,WOS:000720348600004,in recognition importance equitable municipality increasingly utilized participatory planning process engage community however planning become open public input process still ensure equitable outcome examined equity concerning planning process new york city focus relationship community based organization participatory planning two planning process studied onenyc comprehensive resilience plan zoning coastal flood resiliency policy 57 organization responded survey investigating awareness participation barrier engagement planning these variable compared characteristic organization issue work demographic local community board provides quantitative qualitative data demonstrating role community based organization played planning new york city result demonstrated existence multiple barrier engagement absence clarity ongoing process low understanding plan may help organization achieve goal demonstrated planning process revised multiple way increase justice proposed change urgently needed without equitable process significant gap city resilience
6,The Role of Non-Climate Data in Equitable Climate Adaptation Planning: Lessons from Small French and American Cities,WOS:000927712100001,there growing consensus effectively adapt city need user friendly tool reliable high resolution biophysical socio economic data analysis mapping modeling visualization examines availability various type information used plan 40 municipality population le 300 000 people united state france probing choice usage relevant information small municipality argue non climatic spatial data population demographic socio economic pattern urban infrastructure environmental data must integrated tool datasets inform effective vulnerability assessment equitable planning goal most plan examined fail address existing structural inequality environmental injustice urban infrastructure land use their challenge include methodological ideological barrier data quality issue lack meaningful community connection methodological approach reassessed context much needed societal transformation lesson learned study offer valuable insight potential development national state level information service city
7,Towards climate resilient urban energy systems: a review,WOS:000864364600009,increased urban population two major concern society moving towards sustainable energy solution urban context integrating renewable energy technology support decarbonizing energy sector mitigation a successful transition also need adequate consideration including extreme event ensure reliable performance energy system long run provides overview insight progress achieved energy sector adapt focusing resilience urban energy system state art methodology ass impact including extreme event uncertainty design performance energy system described discussed resilience emerging concept increasingly used represent durability stable performance energy system extreme event however yet adequately explored widely used definition clearly articulated assessment mostly based qualitative aspect reveals major limitation state art inadequacy approach designing preparing urban energy system satisfactorily address plausible extreme event furthermore complexity energy model mismatch temporal spatial resolution major limitation linking model therefore study focused design operation urban energy infrastructure term resilience considering occurrence extreme event increasing demand implementing strategy highlight importance improving energy system model consider future variation including extreme event identify resilient energy transition pathway
8,Urban water management and climate change adaptation: A self-assessment study by seven midsize cities in the North Sea Region,WOS:000516721000047,city experiencing impact water related disaster sustainable management water resource remains crucial urban resilience accordingly framework integrate urban water management become increasingly relevant water sensitive city wsc framework built three pillar address city role community network water catchment provider ecosystem service a major element framework wsc index applied ass city using multiple indicator pillar with objective adjusting testing wsc index context north sea region transdisciplinary knowledge co production process present result self assessment conducted seven midsize city insight gained comparison self assessment result twofold firstly city need value benefit ecosystem service integrate sector secondly city differ regarding priority even city aspire frontrunners weakness application self assessment process also creates exchange mutual learning platform city increase awareness resilience
9,Towards endogenous disasters and climate adaptation policy making in Indonesia,WOS:000428939200007,purpose purpose understand role exogenous driver seek foster endogenous resilience policy practice developing country it particularly examines role asian city resilience network exogenous driver sought sustain urban resilience agenda secondary city indonesia design methodology approach combine fieldwork desktop primary data collection includes participant observation unstructured interview city stakeholder project manager semi structured interview local community literature review also used ethnographic field approach finding exogenous driver temporarily fostered city level question remains international actor effectively create meaningful transformation toward urban resilience developing country like indonesia exogenous driver play significant role catalyst urban planning including undertaking vulnerability assessment city resilience strategy implementing action facilitates risk management further process mainstreaming disaster reduction depend receptive responsive local actor co facilitate co lead urban resilience building development originality value there still lack documented knowledge local institutional policy making process show challenge opportunity institutionalising urban risk management agenda it show genesis endogenous cannot separated exogenous process well internal dynamic urban governance developing world
