,title,wos,clean_abstract
0,The Most Important Topic Political Scientists Are Not Studying: Adapting to Climate Change,WOS:000339431500012,few political scientist currently even aware large growing interdisciplinary field devoted mitigating greenhouse gas emission reducing vulnerability inevitable impact lack political science expertise represents obstacle adapting fundamentally political technical advance adaptation infrastructure agriculture public health coastal protection conservation field depend political variable implementation effectiveness for example raise question political economy cost money political theory involves question social justice comparative politics country aggressively pursue urban politics city aggressively pursue regime type democracy authoritarian regime may differently pursue federalism different level government may involved several field including political conflict international development bureaucracy migration medium political party election civil society public opinion i field explore tremendous contribution political scientist could make
1,Resilience of Polish cities and their rainwater management policies,WOS:000847900000003,taking account literature intersection study urban study author examine compare rainwater management policy selected polish city there special emphasis urban resilience order define role ensuring safe living condition resident including process adapting aim show rainwater city perceived opportunity problem challenge main question what measure polish city undertake build resilience context water management policy what kind document local level relevant measure are provision contained document implemented remain dead letter answer require examination various document including plan development strategy adopted polish city regard
2,"Climate change adaptation plans: Inclusion of health, equity, and green space",WOS:000859145900001,examined extent city plan u s city broadly shrinking city discus health equity justice including injustice related green space using content analysis 88 city plan coded health equity justice park green space joint usage term made comparison keyword usage shrinking non shrinking city examine shrinking city overlapping vulnerability industrial legacy differ stronger market city although health 97 equity justice 81 common half city discussed health equity justice concurrently overrepresentation shrinking city park green space discussed alongside theme 28 city health equity emerged shrinking city recent plan e g since 2018 suggesting recent shift toward equity many city vaguely described health equity solution necessitating clearer solution injustice including park green space health infrastructure
3,"Improving sustainability of urban drainage systems for climate change adaptation using best management practices: a case study of Tehran, Iran",WOS:000465668200001,although effectiveness best management practice bmps reducing urban flooding widely recognized improved sustainability achieved implementing bmps upstream suburban area reducing downstream urban flood still debated introduces new definition urban drainage system uds sustainability focusing bmp usage enhance system performance three type hydraulic reliability index hri plus robustness improvability index used quantify potential enhanced sustainability system changing together adaptability index ccai sustainability uds safe conveyance storm water runoff investigated different land use scenario no bmp bmp urban area bmp inside upstream urban area considering impact rainfall runoff simulation alongside drainage network modelling conducted using storm water management model u epa swmm determine inundation area base line future climatic condition a new method disaggregating daily rainfall hourly proposed provide finer resolution input rainfall swmm applied semi urbanized catchment whose upstream runoff mountainous area may contribute storm water runoff downstream urban part our finding confirm increase number inundation point reduction sustainability index uds due result present increase uds reliability 4 16 improvement sustainability indicator using bmps upstream suburban area compared implementing urban area
4,Artificial lakes as a climate change adaptation strategy in drylands: evaluating the trade-off on non-target ecosystem services,WOS:000437255400005,drylands susceptible effect due water stress one possible measure construction lake increase water availability drinking irrigation food production decrease fire risk these lake also increase local biodiversity human well however non target service carbon
5,City tourism pre- and post-covid-19 pandemic - Messages to take home for climate change adaptation and mitigation?,WOS:000678032000010,present status quo impact city tourism austria describing impact air travel short stay greenhouse gas emission changing condition city for austrian city depending location topography heavy rainfall event storm heat wave particular could become increasingly relevant tourism context for medium sized large city heat frequently discussed topic connection possible potential analysis challenge show strong overlap target city tourism challenge city planning including connection sub urban surrounding area confront impact covid 19 pandemic additionally offered opportunity discus new start city tourism experience shutdown period spring 2020 argues learn current health crisis coping related extreme event increase achievement mitigation firstly pandemic provides strong ability discus impact city tourism due short term air travel option enhance friendly option hand secondly covid 19 emphasized need reconsider role free space metropolitan area well accessibility herewith synergy likely questioning availability accessibility green blue infrastructure well capacity challenge including crowding impact tourism public free space require joint strategy involving public private institution including local community business responsible maintenance green blue free space thirdly strong interaction urban suburban area became evident also relevant city tourism future e g time heat wave reflection transferability coping crowding effect related adaptive behaviour resident tourist time severe heat wave might relevant city tourism summer tourism destination near metropolitan area finally covid 19 crisis encourages discussion tourism metropolitan destination favour balanced approach particular inner city area around major sightseeing attraction
6,Barriers and Strategies to Boost Soil Carbon Sequestration in Agriculture,WOS:000531625900001,paris agreement call limiting global warming 2 degree
7,Climate adaptation education: embracing reality or abandoning environmental values,WOS:000487522100007,given magnitude immediacy environmental education ee address reducing footprint also whereas approach education consistent ee foundational principle others crucial individual survival address immediate risk way promote longer term environmental quality using literature examine issue education raise field ee describe example program integrate mitigation drawing ee program new york city following devastating flood brought hurricane sandy these program consistent praxis action approach ee learning embedded restoration form action close reflection ee might address manner consistent mitigation education field focus improving environmental quality
8,Urban planning policy must do more to integrate climate change adaptation and mitigation actions,WOS:000606823100007,well designed urban planning policy mitigate greenhouse gas emission adapt anticipated impact however limited analysis extent urban planning policy document address mitigation there need rapidly reduce greenhouse gas emission limit warming 1 5 degree
9,"Land-use, temperature, and single-family residential water use patterns in Portland, Oregon and Phoenix, Arizona",WOS:000313380200015,requires urban water provider develop complex understanding temperature affect water use pattern used geographic information system statistical analysis compare spatial relationship among single family residential water use pattern land use characteristic temperature portland oregon phoenix arizona developed mean water use pattern census block group level using data 2002 2009 portland 2000 2008 phoenix these mean value used estimate localized temperature sensitivity water use census block group ordinary least square regression summer average air temperature taking slope regression estimate dependent variable examined spatial relationship among temperature sensitive water use pattern housing density impervious surface low vegetation tree canopy extent temperature sensitive water use found positively correlated low vegetation negatively correlated impervious surface city tree canopy coverage tends increase sensitivity portland reverse relationship found phoenix regression analysis indicates building density explained variation dependent variable portland whereas phoenix strongest correlation related vegetation pattern a comparative approach highlight complex localized correlation exist among local regime urban landscape water use pattern census block group level water use analysis equips water provider detailed information sensitivity local water use temperature variation could prove valuable developing viable municipal strategy
10,The Recharge Channels of the Sierra Nevada Range (Spain) and the Peruvian Andes as Ancient Nature-Based Solutions for the Ecological Transition,WOS:000867218600001,nature based solution integrated water resource management nb iwrm involve natural nature mimicking process used improve water availability quantity quality sustainably reduce risk water related disaster enhance increase biodiversity social ecological system resilience united nation european commission promote cornerstone changeover ecological transition in sierra nevada range spain andean cordillera paradigmatic ancestral example nb iwrm known careo channel amunas respectively they recharge slope aquifer mountain area consist extensive network channel infiltrate runoff water generated snow thawing rainy season upper part slope passage water aquifer slope used regulate water resource mountain area thus ensure duration water availability downstream local population generate multiple ecosystem service form water management known water sowing harvesting w h a shown work living example resilience tool qualified nature based solution
11,Reprint of: City tourism pre- and post-covid-19 pandemic - Messages to take home for climate change adaptation and mitigation?,WOS:000697164700010,present status quo impact city tourism austria describing impact air travel short stay greenhouse gas emission changing condition city for austrian city depending location topography heavy rainfall event storm heat wave particular could become increasingly relevant tourism context for medium sized large city heat frequently discussed topic connection possible potential analysis challenge show strong overlap target city tourism challenge city planning including connection sub urban surrounding area confront impact covid 19 pandemic additionally offered opportunity discus new start city tourism experience shutdown period spring 2020 argues learn current health crisis coping related extreme event increase achievement mitigation firstly pandemic provides strong ability discus impact city tourism due short term air travel option enhance friendly option hand secondly covid 19 emphasized need reconsider role free space metropolitan area well accessibility herewith synergy likely questioning availability accessibility green blue infrastructure well capacity challenge including crowding impact tourism public free space require joint strategy involving public private institution including local community business responsible maintenance green blue free space thirdly strong interaction urban suburban area became evident also relevant city tourism future e g time heat wave reflection transferability coping crowding effect related adaptive behaviour resident tourist time severe heat wave might relevant city tourism summer tourism destination near metropolitan area finally covid 19 crisis encourages discussion tourism metropolitan destination favour balanced approach particular inner city area around major sightseeing attraction
12,Urban climate change mitigation and adaptation planning: Are Italian cities ready?,WOS:000473840200012,action planning one top priority city order reduce greenhouse gas emission strengthening resilience pointed new urban agenda paris agreement aim assessing development mitigation planning italian city to end analysed availability local plan lcps 76 city included eurostat urban audit ua 2015 database in step analysed content urban mitigation plan available smaller sample 32 italian city 2007 eurostat urban audit database ua 3 looking single action undertaken addressing mitigation result show almost total absence comprehensive stand alone urban plan italy except two city ancona bologna whereas found 61 76 city municipal civil protection plan instrument deal local emergency associated extreme weather event on hand 56 76 urban mitigation plan e sustainable energy action plan developed framework covenant mayor transnational network local government created european union eu 2012 result obtained mitigation side point absence national law imposes italian city develop lcps transnational network effective boost voluntary commitment reach eu energy objective
13,"Identifying Climate Change Adaptation Efforts in the Batutegi Forest Management Unit, Indonesia",WOS:000647288200002,batutegi forest management unit fmu lampung province indonesia beginning observe consequence meanwhile community batutegi also suggesting effect becoming prominent region indicator include rising air temperature increasing regularity extreme weather change study show land cover decreased 95 region a trend intensify prediction note batutegi reservoir productivity surrounding protected forest affected examines fmu effort adapt vulnerability environmental broader objective determine appropriate effort specifically regarding management sustainable forest protection method conducted regression analysis identify significant variable applies analytic hierarchy process ahp identify priority planned intervention fmu based regression result four significant variable e appropriate agroforestry initiative non timber forest product community institutional support local policy engagement also considers various kind technology applied local community examining community effort also present possibility improving fmu institutional planning locally responsive done primarily agroforestry technique community conservation practice based result ahp analysis finding highlight various program related agroforestry technology top priority thereafter priority point institutional development policy together priority form basic consideration developing policy batutegi these policy applied community managing forest agroforestry beginning support high quality seed procurement also support phase cultivation supply chain final product marketing a result forest productivity support local income form robust approach fulfilling community need despite effect environmental batutegi
14,"Contribution of complementary operation in adapting to climate change impacts on a large-scale wind-solar-hydro system: A case study in the Yalong River Basin, China",WOS:000851410000003,operation flexibility hydropower station regulation ability reservoir complement intermittent wind photovoltaic power form stable wind solar hydro complementary system wshcs it acknowledged alteration wind solar water resource might degrade power generation wshcss however comprehensive evaluation potential impact energy production reliability power curtailment wshcss remains lacking furthermore quantification contribution complementary operation wshcs adapting impact represents another vital knowledge gap to address problem constructed top model chain integrating global model hydrological model energy system operation model large scale wshcs yalong river basin china considered case result indicated substantial complementarity among variation monthly streamflow wind speed solar radiation changing total energy production reliability wshcs could guaranteed future scenario power curtailment risk would increase although impact dominate system operation performance complementary operation contribute positive effect certain extent especially higher reliability lower power curtailment finding indicate effectiveness complementary operation adapting impact yalong river wshcs major novelty quantification contribution complementary operation adapting impact wshcss provides valuable insight regarding evaluation complementary system
15,STATIONARITY IS DEAD - LONG LIVE TRANSFORMATION: FIVE PRINCIPLES FOR CLIMATE CHANGE ADAPTATION LAW,WOS:000276134900002,while question successful mitigation strategy remain critical quest avoid worst case scenario passed point mitigation effort alone deal problem creating because committed warming occur regardless mitigation measure result already accumulated greenhouse gas atmosphere happens coupled socio ecological system next decade likely next century largely beyond human control time start preparing change making part national policy american environmental law policy keeping need for example environmental natural resource law currently based assumption ecological stationarity pursue goal preservation restoration neither assumption goal fit world continual unpredictable nonlinear transformation complex ecosystem world creating argues principled flexibility model law pursue goal increasing resilience adaptive capacity socioecological system in lay five principle several subprinciples law environmental regulation natural resource management structurally also strongly suggests law must bimodal must promote informed principled flexibility dealing impact especially impact affect baseline ecological condition temperature hydrology simultaneously embracing unyielding commitment precautionary regulation dealing everything else
16,The Paradox of Acting Globally While Thinking Locally: Discordance in Climate Change Adaption Policy,WOS:000320172200004,paradox motivating california acted globally enacting comprehensive mitigation policy reduce emission greenhouse gas true public good since benefit shared across planet mustered act locally adoption equally comprehensive policy state protect public private asset interest attempt explain paradox identifying differentiates mitigation substantively politically paradox notwithstanding identify several imaginable policy strategy would commensurate individual collective self interested behavior
17,Flood Risk Analysis by Building Use in Urban Planning for Disaster Risk Reduction and Climate Change Adaptation,WOS:000734629800001,in focusing building smallest unit urban space distribution characteristic risk factor examined building use adaptable measure urban flooding disaster flood risk calculated function hazard exposure vulnerability flood risk building classified five class distribution characteristic building examined according england flood risk vulnerability classification system known planning policy statement 25 pps25 after analyzing risk flooding ulsan metropolitan city one korea representative urban area found dong gu district considered relatively safe district jung gu nam gu well ulju gun highly vulnerable building red orange rating include motor vehicle related facility education welfare facility residential facility there evidence prove urban flood disaster affect topography environment addition significant effect adaptability depending facility group resulted urbanization expected serve scientific database disaster risk reduction flood land use planning would eventually allow systematic management high risk building verification location suitability building facility group
18,Energy-efficient building design under climate change adaptation process: a case study of a single-family house,WOS:000794017300001,purpose residential building sector high priority process due significant co2 emission high energy consumption negative environmental impact investigates conversely speaking residential building affected improve existing structure support long term decision design methodology approach dataset created using scenario determined intergovernmental panel ipcc used different building envelope heating ventilating air conditioning hvac system scenario developed simulated then best scenario determined comparative result recommendation developed finding finding reveal future temperature increase significantly impact building cooling heating energy use a outdoor air temperature increase due heating load building decrease cooling load increase significantly while heating energy consumption house calculated 170 85 kwh 2 2020 value shall decrease significantly 115 01 kwh 2 2080 on hand cooling energy doubled 2020 2080 reached 106 95 kwh 2 53 14 kwh 2 measured 2020 originality value single family house constitute significant proportion building stock an depth analysis building type necessary cope devastating consequence developed scrutinised energy performance improvement scenario define process impact proper procedure trying create strategy increase resistance capability building fill gap regard
19,Climate adaptation wedges: a case study of premium wine in the western United States,WOS:000295326800024,design implementation effective activity requires quantitative assessment impact likely occur without well fraction impact avoided activity here present quantitative framework inspired greenhouse gas stabilization wedge pacala socolow in proposed framework damage avoided activity creates wedge relative loss would occur without activity use premium winegrape suitability western united state illustrative case focusing near term period cover year 2000 39 find projected warming period result loss suitable winegrape area throughout much california including county high value north coast central coast region however quantifying wedge individual high value county find large wedge captured increasing severe heat tolerance including elimination 50 loss projected end 2030 9 period north coast region reduction projected loss central coast region 30 le 15 increased severe heat tolerance capture even larger wedge pacific northwest including conversion projected loss 30 columbia valley region washington projected gain 150 also find warming projected near term decade potential alter quality winegrapes produced western u discus potential action could create wedge given potential change quality while present effort represents initial exploration one aspect one industry wedge framework could used quantitatively evaluate opportunity limit within across broad range natural human system
20,Discourse and desalination: Potential impacts of proposed climate change adaptation interventions in the Arizona-Sonora border region,WOS:000304290100005,specter threatens fresh water resource along u s mexico border water manager planner side border promoting desalination conversion seawater brackish groundwater fresh water response help meet growing water demand buffer negative impact regional water supply however uneven distribution cost benefit expensive energy intensive technology likely exacerbate existing social inequality border zone in examine discourse employed construction problem proposed solution focus analysis proposed arizona sonora binational desalination project use insight risk hazard literature analyze effect desalination emerging preferred response our risk analysis show desalination technology reduce vulnerability e g future water supply also introduce new vulnerability compounding water energy nexus increasing greenhouse gas emission inducing urban growth producing brine discharge chemical pollutant shifting geopolitical relation water security increasing water price additionally high tech path dependent response likely result increased reliance technical expertise le opportunity participatory decision making reduced flexibility concludes proposing alternative response offer greater flexibility le path dependent incorporate social learning target poorest vulnerable member community these alternative build greater adaptive capacity ensure equity
21,"Left High and Dry? Climate Change, Common-Pool Resource Theory, and the Adaptability of Western Water Compacts",WOS:000290431100017,effort reduce greenhouse gas emission falling far short consensus scientist argues necessary avoid potentially catastrophic increase mean global temperature increasingly attention devoted understanding vulnerability adaptability social ecological system particular area world in western united state semi arid region world possibly immediate direct impact involve availability water resource scientific evidence suggests west likely become hotter drier experience greater variability precipitation these change affect ten million resident western state nearly every sector economy especially agriculture logic common pool resource theory applied theory practice essay ass vulnerability adaptability interstate river compact er recommendation coping future area critical topic also outlined expert e commentary richard kashmanian roger gorke u s environmental protection agency elisabeth graffy u s geological survey found par website go aspanet org click link par theory practice link
22,Impact of passive climate adaptation measures and building orientation on the energy demand of a detached lightweight semi-portable building,WOS:000451924600007,building energy demand heating cooling changing due adoption measure building scale aim limiting heating cooling demand in previous study measure little attention paid lightweight semi portable building increasingly used temporarily house growing number small household 1 2 person peripheral derelict area in impact passive measure building orientation heating cooling demand assessed detached lightweight semi portable residential building mean building energy simulation be considering two scenario netherlands current future 2050 result show efficient measure consists combination exterior solar shading increase thermal resistance building envelope reduces annual heating cooling demand averaged eight building orientation 11 current 15 future impact building orientation varies according scenario compared average eight orientation considered annual cooling demand single orientation varies 31 22 24 18 current future respectively for case without measure optimizing building orientation lead annual total energy saving 4 current 3 future
23,Decline in the alpine landscape aesthetic value in a national park under climate change,WOS:000758317600001,alpine landscape projected degraded would threaten benefit society previous study however limited aesthetic remains unclear much aesthetic would affect human welfare to address issue gain insight policy conducted choice experiment survey using digitally manipulated image based scenario natural scientific knowledge mountainous national park japan uncovered park visitor appreciate alpine landscape include snow patch mountain type alpine flower analyzing data 445 respondent conversely invasion alpine vegetation dwarf bamboo disappearance snow patch due substantially deteriorated perceived aesthetic benefit alpine landscape economic loss caused induced landscape degradation estimated 100 usd per visitor maximum disappearance snow patch invasion dwarf bamboo reduced benefit approximately 13 usd 101 usd respectively our finding suggest sustaining aesthetic value alpine landscape national park via potentially significant economic benefit by supposing mountain national park attracts 70 000 visitor summer would cause minimum eight million usd economic loss park without appropriate measure annually our finding highlight importance measure considering impact social benefit associated alpine landscape
24,Linear Parks along Urban Rivers: Perceptions of Thermal Comfort and Climate Change Adaptation in Cyprus,WOS:000389314600063,development green space along urban river could mitigate urban heat island effect enhance physical mental well city dweller improve flood resilience a linear park recently created along ephemeral pedieos river urban area nicosia cyprus questionnaire survey micrometeorological measurement conducted explore people perception satisfaction regarding service urban park people main reason visit park physical activity exercise 67 nature 13 cooling 4 micrometeorological measurement near park revealed relatively low cooling effect 0 5 degree
25,The effects of urban development and current green infrastructure policy on future climate change resilience,WOS:000603995100043,government around world beginning plan effect in philadelphia pennsylvania usa city implementing variety green infrastructure practice program green city clean water meet state federal stormwater regulation though current goal program implemented effectively cobenefit green infrastructure increased local resilience potential ecosystem alteration increasing summer temperature heavier precipitation also defined analyzed potential green city clean water plan increase city resilience future consequence three future landcover model philadelphia used analyze green infrastructure near term midcentury end century two scenario green infrastructure overall found locally decrease runoff throughout philadelphia time green infrastructure impact surface temperature showed mixed result impact runoff surface temperature differed type green infrastructure a city forecasted grow warmer wetter urbanized century runoff local temperature increase average throughout city despite planned growth green infrastructure if increased resilience keep pace city government need expand green infrastructure plan consider cobenefit planning new project additionally true resiliency achieved green infrastructure implementation must connected citywide greening effort accelerate continue beyond near term locality function today
26,Modifying agricultural water management to adapt to climate change in California's central valley,WOS:000298757300015,impact potential strategy assessed using application water evaluation planning weap system developed sacramento river basin delta export region san joaquin valley weap integrated rainfall runoff water resource system modeling framework forced directly time series climatic input estimate water supply watershed runoff demand crop evapotranspiration applied model evaluate hydrologic implication 12 scenario well water management ramification implied hydrologic change in addition evaluating impact current operation model also assessed impact changing agricultural management strategy response changing these strategy included improvement irrigation technology shift cropping pattern towards higher valued crop model simulation suggested increasing agricultural demand brought increasing temperature place additional stress water system water user experience decrease water supply reliability indicated strategy may ease burden water management system however offsetting water demand approach enough fully combat impact water management to adequately address impact strategy include fundamental change way water management system operated
27,Climate adaptive urban planning and design with water in Dutch polders,WOS:000293828000023,existing water management dutch polder based independent water system polder these featuring artificial stabilized ground surface water level a result local water level polder continuously constant level to maintain stable water table polder surplus relatively clean rainwater pumped away cold season canal river located higher level during summer relatively polluted water waterway led polder top declining water level procedure lead various problem regarding water quantity water quality described existing system adaptable includes risk flooding particularly torrential rain therefore crucial develop preferably self sufficient rainwater management system polder they allow fluctuation water level inside polder seasonal storage flood control described concept adopted present water policy netherlands well recent urban development project dutch polder
28,"Climate change adaptation and sustainable regional development: a case study for the Federal State of Brandenburg, Germany",WOS:000307534400009,located relatively dry region characterized mainly sandy soil german federal state brandenburg surrounding capital city berlin especially vulnerable impact e g summer drought cascading effect ecological system e g decreasing ground water table water stress fire risk productivity loss socioeconomic implication furthermore complex interplay unemployment rural exodus aging population challenge structurally weak region discus measure either implemented planned well strategy sector forestry agriculture water management well nature conservation light socioeconomic ecological challenge benefit in adopt systemic view brandenburg sector discussed seen subsystem embedded larger regional system least partially holarchical approach enables identification conflict measure also synergy among sector pertain successful insight gained ultimately highlight need cross sectoral adaptive management practice jointly target sustainable regional development
29,Perception of Ecosystem Services and Adaptation to Climate Change: Mirador Sur Park in Santo Domingo,WOS:000786212300001,rapid urbanization city resulted deterioration urban forest loss important benefit green infrastructure removal greenhouse gas ghg carbon sequestration mirador sur park one main green space city santo domingo objective identify citizen participation design management urban forest strategy guiding city towards sustainable resilient model face in change park land use identified 136 park user interviewed find perception benefit forest cover ecosystem service mirador sur park quantified using tree canopy tool it found ecosystem service related removal atmospheric pollutant clearly perceived user park however service could identified relationship user park related benefit human well citizen perception appropriation important element co management park would appropriate become involved design implementation environmental public policy well nature based solution contribute adequate inclusive urban planning aimed adapting
30,"Co-creation, co-evolution and co-governance: understanding green businesses and urban transformations",WOS:000491402200002,green business based economic social technological innovation engine green growth across world however without proper interactive mechanism city green business particularly vulnerable today fast changing socio economic political urban context existing low carbon transition explained crucial component mechanism involved realising sustainable transformation green business city synthesizing latest green innovation urban transformation literature analysis four distinctive urban green business case free floating bike sharing shanghai mobike renewable energy cooperative girona som energia urban agriculture venice green building start ups istanbul based comparative analysis theorize 3 co model explain city green business transformation process consisting first co creation sustainable value green business respective society second co evolution business ecosystem city vision policy third co governance sustainable trade offs business development implementation process
31,"Variation of Hydrothermal Conditions under Climate Change in Naqu Prefecture, Tibet Plateau, China",WOS:000448818100213,analysis suitability hydrothermal condition vegetation growth would benefit ecological barrier construction water resource protection suitability hydrothermal condition naqu prefecture studied based spatial displacement 500 mm precipitation 2000 degree
32,Perceived Importance of Climate Change Adaptation and Mitigation According to Social and Medical Factors Among Residents of Impacted Communities in the United States,WOS:000616286600018,purpose to determine whether perceived importance local mitigation effort differs according social medical factor among resident impacted community method an online survey conducted among resident california los angeles orange florida miami dade broward arizona maricopa county july 2018 n 605 multivariable ordered logistic regression measured association perceived importance mitigation approach income race ethnicity health condition controlling age political party county result lower income associated higher perceived importance improved emergency alert government subsidized cost household air conditioner energy efficient appliance strengthening building extreme weather regulation greenhouse gas emission urban planning using cooling technology expanding community garden local agriculture black respondent perceived evacuation service financial barrier extreme weather government subsidized cost energy efficient appliance communication government agency local impact mitigation significantly important compared non black non hispanic respondent hispanic respondent perceived significantly greater importance improved emergency alert health care access extreme weather evacuation service resident without transportation government subsidized cost energy efficient appliance regulation greenhouse gas emission communication government agency local impact mitigation effort intergovernmental cooperation mitigation compared non hispanic respondent conclusion perception importance specific local action differ according race ethnicity income community engagement recommended help local decision reflect priority affected resident
