,title,wos,clean_abstract
0,Building responsiveness to climate change through community based adaptation in Bangladesh,WOS:000297367200001,explores driver benefit challenge bangladesh it specifically investigates community based coastal afforestation program 5 year 5 million scheme funded implemented part government bangladesh united nation development program global environment facility explores cbacc ca build various type adaptive capacity bangladesh extent design implementation offer lesson program around world first part begin describing method consisting interview site visit literature it summarizes six primary sector vulnerable bangladesh water resource coastal zone infrastructure human settlement agriculture food security forestry biodiversity fishery human health next describes genesis background behind cbacc ca emphasis component promote capacity development demonstration project risk reduction knowledge management concludes technology partial component successful effort multiple integrated measure cut across sector social institutional infrastructural dimension needed truly build resilience effectiveness
1,The role of ad hoc networks in supporting climate change adaptation: a case study from the Southeastern United States,WOS:000327501900009,to examine factor support within regional sectoral context explores five sensitive sector north south carolina forestry government administration tourism water management wildlife management role partnership collaboration network facilitating related activity drawing 117 online questionnaire interview sector leader across carolina highlight several key function network regard supporting intra sector information sharing monitoring data collection education outreach furthermore analysis examines network region facilitated development bonding bridging linking social capital also noting factor constrained growth success intra cross sector collaboration although formal discrete state regional cross sector network exists carolina adaptation capacity building effort supported ad hoc decentralized network emerging collegial partnership within across sector collaborative effort pool expertise resource role different form social capital within network discussed context contentious political environment support activity designed address limited these finding enhance understanding social factor relational process shape influence capacity adapt
2,Growing hope: Island agriculture and refusing catastrophe in climate change adaptation in Fiji,WOS:000755152700008,in medium policy broadly framed promise catastrophe small island state fiji framing often used attract investment island target directive frequently market based oriented toward economic growth development model in fiji take form land tenure policy effort attract investment support agricultural modernization such pattern source scholarly activist critique nothing repackaging neoliberal development seek situate critique alongside parallel attention practice emerging alternative hopeful frame aimed le national development driven effort in center space unsettled struggle asks way practice fiji align conflict dominant framing island vulnerability catastrophe might suggest alternative adaptive intervention renegotiate frame specifically focus effort promote traditional agriculture throughout fiji endogenous hopeful form one consistently opposed effort agricultural modernization strategy
3,"The Role of Perceived Risk, Uncertainty, and Trust on Coastal Climate Change Adaptation Planning",WOS:000373837700003,examines support planning role perceived risk uncertainty trust u s coastal community assessment based analysis web based questionnaire n 137 among state local non government organization ngo planner alaska florida maryland ordinal regression correlation analysis used ass factor related support two planning stage finding suggest influence perceived risk uncertainty trust support cca varies across two stage planning support development plan willingness allocate human financial resource implement plan disaggregation planning entity different area level management revealed significant difference relationship perceived risk uncertainty trust support cca planning these finding implication design communication engagement strategy
4,Bolstering resilience in the coconut kingdom: Improving adaptive capacity to climate change in Vanuatu,WOS:000310405800077,communication discus effort underway vanuatu in particular uncovers community based approach likely bear fruit one driven top national level author make claim based early evidence small scale project support community ownership b provide ongoing technical learning lesson
5,Preferences for coastal adaptation to climate change: evidence from a choice experiment,WOS:000629408400001,essential coastal area add limited evidence trade offs people willing make concerning coastal strategy along entire coast state baltic sea coast mecklenburg western pomerania trade offs conceptualised choice experiment term six attribute extent beach nourishment dyke heightening cliff protection access dune realignment dyke dune cost term coastal protection levy attribute selected designed close cooperation among others governmental decision maker accounting preference heterogeneity identified three latent group among participant nationwide online survey respondent prefer extensive change respondent willing pay increase dyke height respondent unwilling cover additional expense aggregated welfare measure indicate scenario recreation rank highest followed safety nature however scenario represent unequivocal alternative provide essential insight people preference policymakers administration case region
6,"An evolutionary approach to adaptive capacity assessment: A case study of Whitehouse, Jamaica",WOS:000371188100022,ass capacity whitehouse jamaica adapt a community based vulnerability assessment conducted employed semi structured interview community member within related tourism fishery agricultural sector result analysed using local adaptive capacity lac framework characterises adaptive capacity based five element asset base institution entitlement knowledge information innovation flexible forward looking decision making governance contributes literature three way first argues many element lac framework correspond evolutionary perspective adaptive capacity second offer depth case capacity whitehouse adapt third offer critical assessment whether lac framework fully capture important element adaptive capacity
7,Who Should Pay for Climate Adaptation? Public Attitudes and the Financing of Flood Protection in Florida,WOS:000444049000005,an investigation public support coastal option public finance option florida evaluated stakeholder judgment changed participatory engagement process found public finance mechanism imposed fiscal burden directly benefit hazard reduction rated acceptable others significantly visualisation data local economic damage return investment potential option increased acceptability rating question whether development fee public purpose supported private fund legal issue depends test called rational nexus one concern explore option fee cover raise issue potential conflict community wide intergenerational nature long term also explore relevance environmental attitude using new environmental paradigm nep scale political party affiliation result implication infrastructure improvement require public approval financing
8,Sustainable urban planning for a successful energy transition on Reunion Island: From policy intentions to practical achievement,WOS:000453497100001,numerous study investigated small vulnerable territory adapting particularly non interconnected island focus renewable energy source re self sufficiency a key success energy plan appropriate policy tool first present discussion barrier re deployment then present energy situation legislative energy framework reunion island are legislative policy framework sufficient achieve energy transition proposes original view discussing potential territory available tool develop re energy transition also view opportunity
9,Policy considerations for managing wetlands under a changing climate,WOS:000411826800003,drawing experience lesson wetland researcher manager new zealand examined implication wetland policy management identified potential response information needed support first considered wetland vulnerability focusing wetland exposure sensitivity outlined existing policy context dealing emphasis ramsar convention wetland considered objective target wetland management set face management adapted given uncertainty involved monitor evaluate wetland condition face concluded set principle guide wetland conservation management policy
10,"Climate change knowledge, concerns, and behaviors among Caribbean fishers",WOS:000538814700007,caribbean collection small island developing state hotspot many study examined consequence however study examined way marginalized group caribbean view what level knowledge concern behavioral practice among marginalized group caribbean begin explore question using caribbean fisher case survey 241 fisher done one largest fish landing site jamaica fisher asked level knowledge cause concern consequence actual behavior using descriptive inferential statistical test explores actual level knowledge concern specific strategy used adapt however go examining factor drive aforementioned variable begin contribute environmental psychological literature caribbean also help better understand way marginalized community might assisted
11,Perceptions of climate change on the Island of Providencia,WOS:000378171100005,related impact capacity substantially influence small island developing state sids caribbean currently many sids engaged large scale vulnerability assessment aim identify analyse inform solution mitigate related impact many assessment useful place little emphasis local stakeholder perception one caribbean community impacted related providence island colombia using vulnerability assessment framework marshall p a et al 2010 a framework social sustaining tropical coastal community industry gland iucn publication service researcher interviewed island resident n 23 perception impact local environment island community may adapt all interview transcribed analysed using priori open coding identify pattern relationship stakeholder response result indicate local perception linked 1 environmental knowledge 2 environmental awareness attitude belief 3 perception risk implication local adaptive strategy education communication suggestion engagement local level discussed
