,title,wos,clean_abstract
0,Climate change adaptation strategies by smallholder farmers in Nigeria: does non-farm employment play any role?,WOS:000674482300009,non farm employment agrarian community developing country received lot attention however role implementing strategy rarely discussed employ crosssectional data examine whether rural household southwest nigeria increasing extent practice participation non farm employment to account selectivity bias used endogenous treatment effect count data model precisely poisson augmented inverse probability weighted regression adjustment ipwra estimator both estimator found rural non farm job increase smallholder farmer adaptive capacity participant would used le technique participated non farm work effort boost rural development must provide employment opportunity farmer particularly cropping time help farmer improve ability adopt strategy consequently increase farm productivity
1,Exploring Farmers' Climate Change Perceptions and Adaptation Intentions: Empirical Evidence from Austria,WOS:000468237500008,lack timely agriculture may hamper prosperous farm development neglecting risk opportunity emerging understanding farmer perceptual socio cognitive process key order encourage farm aim investigating farmer individual cognition well socio environmental context factor affect agricultural intention avoidance build model private proactive mppacc apply qualitative interview approach two austrian farming region twenty semi structured interview conducted 29 farmer based result qualitative content analysis identified four group farmer differ formation process intention avoidance adaptor ii integrative adaptor iii cost benefit calculator iv fatalist farmer part group iii form intention whereas fatalist intend adapt according analysis intention formed farmer aware effective measure accept personal responsibility farm evaluate cost positively e appraisal farmer appraisal well farm regional characteristic also perceived relevant farmer decision seem le important appraisal therefore conclude engagement strategy outreach effort need address risk opportunity also strengthen farmer self responsibility offer measure tailored regional characteristic farmer need
2,What information do policy makers need to develop climate adaptation plans for smallholder farmers? The case of Central America and Mexico,WOS:000395201500008,scientific technical information increase ability policy maker make strategic decision however policy often formulated without significant input science examine whether availability accessibility information related major barrier policy action smallholder farmer also investigate whether scientific information related available used policy making central america mexico our online survey 105 decision maker indicated lack scientific technical information hinders policy maker developing policy help smallholder farmer adapt specific need include information impact water availability agriculture area prone flooding drought landslide information location farmer vulnerable projected temperature precipitation agricultural area expected impact crop yield animal productivity also needed despite high interest scientific information guide policy making many respondent indicated policy maker rarely use information planning in addition ensuring relevant information available inform policy making technical scientific information must published venue readily accessible policy maker easy understand written format policy relevant it also critical scientific article provide specific recommendation achieving desired policy outcome
3,A guide towards climate change adaptation in the livestock sector: adaptation options and the role of robust decision-making tools for their economic appraisal,WOS:000405800600011,economic appraisal technical effectiveness option key criterion judging investment decision sector yet relatively little methodological guidance exists determining appropriate appraisal technique different option provides option scope relevant appraisal method agriculture focussing livestock production specifically find many option livestock agriculture standard expected cost benefit analysis appropriate tool for option requiring long lead time long lifetime technique incorporating uncertainty robust method suitable including real option analysis portfolio analysis robust decision making from comprehensive list option livestock sector identify appropriate appraisal technique option describe robust appraisal tool could applied heat stress flood risk water management
4,Factors influencing the adaptation of farmers in response to climate change: a review,WOS:000501485400004,aim empirical study regarding factor influencing farmer document factor systematic manner important topic especially agriculture sector reliant sensitive resource several study examined issue identified factor influence adaptive response farmer specific context region however little effort paid collecting categorizing factor whilst number demographic socio economic technological cultural psychological factor resource reported use social cultural psychological factor remains relatively limited provides useful knowledge future factor affecting farmer it highlight importance series factor including socio economic psychological consideration explaining farmer adaptive response it also relevant reference planning effective strategy agricultural sector
5,The Stimuli-Actions-Effects-Responses (SAER)-framework for exploring perceived relationships between private and public climate change adaptation in agriculture,WOS:000425074400029,empirical finding actor role responsibility process rare even though cooperation private public actor perceived important foster agriculture therefore developed framework saer stimulus action effect response investigate perceived relationship private public agriculture regional scale in particular explore agricultural expert perception climatic non climatic factor stimulating private ii farm adaption action iii potential farm farm effect iv relationship private public saer framework built comprehensive literature empirical finding semi structured interview agricultural expert two case region austria find private perceived incremental systemic transformational it typically stimulated mix bio physical socio economic farm farm factor stimulating factor related perceived highest relevance systemic transformational whereas already implemented mostly perceived incremental perceived effect private related environment weather quality quantity agricultural product well human social economic resource our result also show public influence factor stimulating private well effect design development legal policy organizational environment well provision educational informational financial technical infrastructure hence facilitating existing new collaboration private public actor may enable farmer adapt effectively
6,Adoption of climate-smart agriculture among smallholder farmers: Does farmer entrepreneurship matter?,WOS:000702845500009,pose significant challenge agriculture serious impact smallholder farmer food security livelihood smart agriculture csa promoted facilitate mitigation while evidence csa support smallholder adaption rate csa adoption remains low particularly sub saharan africa previous study explained low adoption based generic factor farm farmer institutional location characteristic yet little known role farmer cognitive trait investigates influence farmer entrepreneurial orientation cognitive trait reflecting farmer innovativeness proactiveness propensity take risk use data smallholder potato farmer kenya estimate set multivariate probit model analyse adoption decision result show risk taking positively influence adoption irrigation changing cultivation calendar use certified seed crop rotation soil testing proactiveness positively related use irrigation changing cultivation calendar use certified seed negatively related intercropping contrary hypothesis innovative farmer likely adopt csa practice find negative relation innovativeness use certified seed after categorizing csa practice based main resource required find risk taking positively associated adoption practice require high intensity skilled labour financial resource innovativeness negatively associated practice require high intensity financial resource lastly find proactiveness positively associated adoption finance intensive practice negatively associated unskilled labour intensive practice these finding imply first development practitioner consider interrelation among csa practice farmer entrepreneurial orientation designing development intervention second policymakers need create environment conducive farmer entrepreneurship indirect way support adoption appropriate csa practice
7,What drives diversity in climate change adaptation strategies for African indigenous vegetable production in Kenya?,WOS:000919136800001,smallholder farmer adopted diverse practice lessen effect however context specific information particular strategy adopted remains limited examined factor facilitate choice farm level strategy cc using data collected 269 african indigenous vegetable aiv farmer kenya a multivariate probit mvp regression model used evaluate determinant choice frequently adopted strategy considered analysis manure application increased pesticide use crop rotation irrigation planting date terracing result reveal land ownership group membership access extension service education level key driver adoption implies policy programme designed build ability smallholder aiv farmer adapt focus organising farmer group disseminating timely weather information improving land tenure security increasing farm employment providing greater access extension service
8,The role of climate change adaptation of small-scale farmers on the households food security level in the west of Iran,WOS:000647399900001,undoubtedly among priority development goal country achieving sustainable food security also adapting special importance therefore present conducted analyse role capability small scale farmer household food security level west iran statistical population included small scale farmer west iran ilam kurdistan kermanshah province n 319618 by using krejcie morgan table stratified sampling 404 people selected optimum allocation main data gathering tool questionnaire validity reliability confirmed group expert cronbach alpha coefficient respectively result show poor situation food security rural household also indicates low adaptability also result discriminant analysis showed five component capability financial natural human social physical could differentiate food secure group insecure one 95 accuracy
9,Can farmers' adaptation to climate change be explained by socio-economic household-level variables?,WOS:000300817500020,a better understanding process shape farmer critical identify vulnerable entity develop well targeted policy however currently poorly understood determines farmer measure in develop activity based index aai explore relationship socioeconomic variable farmer behavior mean explanatory factor analysis multiple linear regression model using latent variable model tested six village situated two administrative ward morogoro region tanzania mlali ward represents system relatively high agricultural potential whereas gairo ward represents system low agricultural potential a household survey rapid rural appraisal stakeholder workshop used data collection data analyzed using factor analysis multiple linear regression descriptive statistical method qualitative content analysis empirical result discussed context theoretical concept sustainable livelihood approach found public investment rural infrastructure availability technically efficient use input good education system provides equal chance woman strengthening social capital agricultural extension microcredit service best mean improving farmer six village gairo mlali conclude newly developed aai simple promising way capture complexity process address number shortcoming previous index study
