,title,wos,clean_abstract
0,"Climate Change Adaptation Through Urban Heat Management in Atlanta, Georgia",WOS:000322059800027,explores potential effectiveness metropolitan land cover strategy managing rising temperature large rapidly warming metropolitan region united state through integration mesoscale meteorological model estimated land cover data atlanta georgia region 2010 quantifies influence extensive land cover periphery large metropolitan region temperature within city center first directly model metropolitan scale heat transfer mechanism find enhanced tree canopy impervious cover hi suburban zone atlanta region produce statistically significant cooling warming effect urban core based finding conclude urban heat island management within beyond central developed core large city may provide effective strategy large metropolitan region
1,Adaptable housing design for climate change adaptation,WOS:000410760400003,it predicted result rising sea level frequent extreme weather event hotter drier summer warmer wetter winter significant impact design building kept cool weathered extreme climatic condition residential sector already significant environmental burden high associated operational energy growing population requiring residence potential exacerbate problem seriously new paradigm residential building design required enable low carbon dioxide operation mitigate they must also face reality inevitable adopt strategy cope future scenario however strategy dwelling must also cognisant adapting occupant need influenced ageing population new technology present concept priority changing society design residential building designing a case home analysed context stated aim low energy adaptability a post occupancy evaluation house presented future proofing strategy evaluated using projection data future scenario
2,Making nature-based solutions climate-ready for the 50 degrees C world,WOS:000659872700016,nature based solution nb promise future natural human technical element help solving many issue plaguing city pollution reduction increased human wellbeing challenge targeted nb however warming affecting many world city modern nb highly impacted factor hope mitigate a case extreme temperature altered water availability factor impact cause failure organism technical element governance structure nb rely upon thus decreasing performance reliability sustainability solution in commentary propose critical consideration related designing building managing climateready nb defined local integrated solution able cope adapt highlighting example heat drought stricken area across australian city sit global forefront hotter world discus detail tolerance adaptability nb new climate ii nb design weather extreme safety margin iii nb trialing prototyping iv planning ready nb in highlight caveat limitation propose implementation framework make nb work succeed hotter urban world one see 50 degree
3,Exploring the health context: A qualitative study of local heat and climate change adaptation in Japan,WOS:000378457900001,extreme temperature event global climatic change may put human health risk urban center particularly vulnerable adverse effect japan densely populated highly urbanized island frequently exposed natural hazard heat episode japanese government practitioner design heat strategy protect health reduce risk are strategy implemented local level how policymakers researcher perceive heat measure how strategy evaluated in short happening japan ground critical briefly outline heat solution challenge three japanese prefecture it draw attention implementation evaluation barrier highlight creative approach involving civil society volunteer
4,Municipal Heat Energy of Ukraine - Adaptation to Global Warming,WOS:000729573500039,rising global temperature exacerbated problem various sector economy including municipal energy therefore task develop measure mechanism implementation guarantee cost effective comfortable reliable heat cold supply building structure experimental study heat transfer monitoring thermal regime enclosing structure building element conducted development innovative engineering system energy supply passive house zero energy type experimental development innovative energy efficient greenhouse gas reducing technology equipment energy supply system building performed architectural construction solution optimized in order expand deepen theory practice improving energy efficiency building near future scientific priority subject basic applied identified developed adaptive innovative energy efficient technology equipment engineering system energy supply building use renewable energy source used practice energy supply housing communal service
5,"Support for public safety power shutoffs in California: Wildfire-related perceived exposure and negative outcomes, prior and current health, risk appraisal and worry",WOS:000786607100002,several region world seeing increase chance catastrophic wildfire driven primarily power company place like california enacting public safety power shutoffs psps type indirect policy reduce risk wildfire period favorable wildfire condition while psps may reduce risk wildfire may also impact health normal daily activity e g inability use certain home medical equipment use fan heat wave unable attend school perform work little known californian view psps personal wildfire experience existing vulnerability may relate view in december 2020 representative sample 1 108 californian surveyed online phone address gap moderate level support psps observed more personal wildfire experience term health hazard exposure hazard outcome positively related wildfire risk appraisal hazard worry turn associated support psps however worry possible negative impact psps negatively related support psps improved communication may provide targeted information household exposed vulnerable wildfire impact well way exposure reduced policy informed understanding hazard solution risk public face may reduce unintended consequence also allowing rapid
6,Climate change and trade in agriculture,WOS:000288305400003,agricultural productivity developing developed country improve achieve substantial increase food production 2050 land water resource become le abundant effect introduce much uncertainty already le resilient production area suffer temperature rise tropical semi tropical latitude water scarce region face even drier condition international trade play important role compensating albeit partially regional change productivity induced while well functioning international trade system support related challenge trade policy imperfect instrument induce le emission globally a well functioning international trading system support related challenge hence welfare gain reform trade policy may greater normally measured also reduce ghg emission globally
7,Build Back Better? Effects of Crisis on Climate Change Adaptation Through Solar Power in Japan and the United States,WOS:000611729400005,do community struck disaster build back better recent small medium n study shown mixed effect mixed method test effect disaster adoption solar power key form building back better adapting to test effect applied large n longitudinal matching experiment city affected unaffected disaster paired qualitative case study focusing 2011 triple disaster japan hurricane sandy 2012 united state find disaster hit city adopt solar farm rooftop solar city unaffected crisis social capital disaster hit community shape adoption pattern by clarifying effect disaster build back better phenomenon comparative case aim guide recovery priority large scale shock
8,Planning for Climate Change Implications of High Temperatures and Extreme Heat for Los Angeles County (CA),WOS:000562692500001,problem strategy finding scientist developed high resolution model project local effect however high resolution information widely incorporated plan in analyze high resolution 1 24 x 1 24 mile grid temperature data generated model los angeles county ca data include projected surface air temperature number extreme heat day daily maximum temperature exceeding 95 degree f baseline period 1981 2000 mid 21st century period 2041 2060 data assume human induced greenhouse gas emission continuously increase current level existing built environment find significant geographic heterogeneity term effect los angeles county also given assumption expect inland suburban area urban expansion occurring severe extreme heat effect central coastal area mid century takeaway practice planner engage scientist access use high resolution data use high resolution data need mandated plan making era many region may different spatial pattern extreme heat event require tailored plan in los angeles county example continuing suburbanization inland valley area may need discouraged whereas coastal area least effect may consider denser inclusive redevelopment strategy
9,Heat resilience of apartment buildings in Korea and Germany: comparison of building design and climate,WOS:000751720300002,a major concern enhance heat resilient design residential building however recent scientific literature addressing overheating analysis focussing individual country in discus different design representative apartment building two country influence overheating risk cooling demand conclusion drawn done low rise apartment building located high rise building south korea applying building performance simulation both country located moderate zone regional difference frequency tropical night radiant summer day lead significant difference overheating intensity 800 kh german 5100 kh korean cooling demand 1800 kwh german 1300 kwh korean lower cooling demand much higher overheating intensity korean building compared german mainly caused different solar heat gain due glazed balcony design korean building balcony room actively cooled on contrary common internal facade insulation korean building result higher overheating risk compared german building addition lower potential passive cooling natural ventilation due necessity insect screen korea large effect implementing heat measure overheating risk reduction cooling demand 90 clearly demonstrates building far away heat resilient design heat measure address mitigation
