,title,wos,clean_abstract
0,Value-based adaptation to climate change and divergent developmentalisms in Turkish agriculture,WOS:000369680500014,there increased recognition attention human value respect role shaping policy furthermore recent literature suggests value held policy actor centrally located debate linking development however different value tend give way diverging policy preference often appear dichotomy adjustment incremental versus transformation enquires assumption value policy using q methodology advance value based approach policy empirical case turkey developing country key vulnerability agricultural system by exploring narrative 29 policy actor participated making turkey strategy analysis suggests assumption regarding economic growth driven development agenda often shape concern further analysis 4 emerging discourse productivism techno managerialism eco localism authoritarianism suggests discourse agree ultimate goal safeguarding developmentalist vision agriculture differ mean agent reaching goal i argue divergence enhance transformative potential bringing question back policymaking
1,The dynamics of vulnerability: why adapting to climate variability will not always prepare us for climate change,WOS:000355987400005,recent report scholarship suggest adapting current variability may represent regret strategy adapting addressing deficit approach target existing vulnerability helpful responding current variability argue may sufficient adapting through unique synthesis natural hazard literature identify dynamic vulnerability matter effort draw vulnerability theory natural hazard literature outline variability combined shifting societal landscape sometimes lead unintended consequence increased vulnerability moreover argue public perception risk associated current variability necessarily position community adapt impact suggest decision maker faced adapting must consider dynamic vulnerability connected systemhow choice made one part system might impact valued outcome even create new vulnerability conclude suggesting need greater engagement various public tradeoff involved action improving communication complicated nature dynamic vulnerability wire clim 2015 6 413 425 doi 10 1002 wcc 341 for resource related please visit conflict interest author declared conflict interest
2,The role of local knowledge in adaptation to climate change,WOS:000315466500003,evidence recent suggests local knowledge may contribute number way at time concern relevance future amidst challenge aim shed light key potential challenge application local knowledge drawing recent study well finding semi arid tanzania illustrates role local knowledge local level determined interaction informal formal institution local level it suggests assessment role local knowledge need give consideration local power relation interaction government strategy also addressing structural constraint use local knowledge across scale
3,A survey of decision-making approaches for climate change adaptation: Are robust methods the way forward?,WOS:000369460700009,applying standard decision making process cost benefit analysis area high uncertainty challenging while cost might observable immediate benefit often uncertain limitation traditional decision making process context decision recognised called robust approach increasingly explored literature robust approach select project meet purpose across variety future integrating wide range scenario thus particularly suited deep uncertainty real option analysis portfolio analysis robust decision making low regret option well reduced decision making time horizon describing underlying concept highlighting number application discus limitation robust decision making process identify one may prove promising planning becomes increasingly critical namely provide compromise meaningful analysis simple implementation introduce simple framework identifying method suited application conclude robust decision making method offer potential appraisal applied various degree complexity wide range option
4,A methodology to diagnose the effect of climate change and to identify adaptive strategies to reduce its impacts in conjunctive-use systems at basin scale,WOS:000293429200010,a methodology analyze impact vulnerability conjunctive use system basin scale presented based value obtained various index possible future scenario index obtained result system management model systematic procedure presented identify problem solution adapt effect future hydrological scenario analyzed approached starting historical series available system taking account change expected key statistic series a method predict expected change key statistic using result previous study area developed a downscaling procedure proposed translate climatic variation result basin scale methodology applied case serpis river basin eastern spain
5,"Contemporary Decision Methods for Agricultural, Environmental, and Resource Management and Policy",WOS:000490121800002,traditional top method resource management ask first future condition identify best action take response prediction even acknowledging uncertainty future standard approach characterize uncertainty probabilistically optimize objective expectation b develop small number representative scenario explore variation outcome different policy response leaf planner vulnerable surprise future condition diverge prediction in describe contemporary approach decision support address deep uncertainty future external forcings system response stakeholder preference different outcome many method motivated infrastructure planning natural resource management provide dramatic improvement robustness management strategy outline various method conceptually describe applied range landmark real world planning study
6,Climate modelling for policy-making: how to represent freedom of choice and concern for future generations?,WOS:000257882100005,when modelling conceived mean illuminate policy making field modeller tend increasingly towards integrated assessment model catch interaction natural economic system side ultimately model elicit projected equilibrium achievement match expectation should support tendency set moral limit sake freedom choice generation how view context intergenerational ethic taking stern background suggests use fully integrated model policy making meet ethical difficulty caught paradox consider long term future modelling disentangled split separate scenario it also suggested focus modelling maximisation per caput consumption ecological capacity human capability maintained developed time
7,Communicating future climate projections of precipitation change,WOS:000877481500001,understanding precipitation may future important guiding model primary tool providing information future precipitation though communicating interpreting result different model simulation challenging using online survey completed producer user model information compare evaluate interpretation different approach used summarise visualise future projection result reveal large difference interpretation precipitation arising choice made summarising visualising data respondent interpret significantly smaller range future precipitation provided multi model ensemble mean percentile information commonly used summarise model projection compared information full ensemble ensemble mean found particularly misleading even used information show model agreement sign conclude approach lead distorted interpretation may impact policy decision making to help improve interpretation use projection decision making regular testing visualisation sustained engagement target audience required determine effective appropriate visualisation approach
8,Do we care about sustainability? An analysis of time sensitivity of social preferences under environmental time-persistent effects,WOS:000376805300039,environmental cost benefit analysis traditionally assumed value benefit sensitive timing outcome valued higher sooner time occur following implementation project policy though assumption might important implication especially social desirability intervention aiming counteracting time persistent environmental problem whose impact occur long long term respectively involving present future generation analyzes time sensitivity social preference preservation policy stress result show stated preference time insensitive due sustainability issue individual show insignificant difference benefit experience within lifetime compared occur longer term instead enjoyed future generation whilst result may specific experimental design employed raise interesting question regarding choice time persistent environmental problem particularly term desirability intervention produce longer term benefit
9,Turning points in climate change adaptation,WOS:000367628900001,concerned decision maker increasingly pose question whether current management practice able cope increased variability signifies shift framing asking potential impact asking whether induces policy failure unacceptable in explore background feasibility consequence new framing focus specific situation social political threshold concern likely exceeded result requiring consideration alternative strategy action imperative situation conceivable point becomes particularly relevant decision maker call situation turning point assessment turning point convert uncertainty surrounding extent impact time range likely specific threshold exceeded used take adaptive action despite difficulty identifying turning point relative newness approach experience far suggests assessment generates meaningful dialogue stakeholder scientist discussion revolves around amount acceptable likely unacceptable favorable condition reached pathway need considered circumstance defining renegotiating policy objective important topic governance
