,title,wos,clean_abstract
0,Priority for climate adaptation measures in European crop production systems,WOS:000804941500001,to date assessing adaptive measure effect cropping system generally based data field trial crop model strategy explore restricted number option limited spatial extent therefore designed questionnaire incorporated qualitative quantitative aspect agricultural sector questionnaire distributed expert 15 european country map observed planned adaptive measure general five major crop wheat oilseed rape maize potato grapevine six environmental zone enzs across europe in northern europe changed timing field operation introduction new crop cul tivars already observed main adaptation longer growing season reduced low temperature stress farmer central southern europe mainly changing water soil management well adopting drought tolerant cultivar cope increasing
1,Enhancing Capacity for Short-Term Climate Change Adaptations in Agriculture in Serbia: Development of Integrated Agrometeorological Prediction System,WOS:000846321600001,integrated agrometeorological prediction system iaps two year project development long term forecast lrf agricultural producer using lrf decision making reduce risk seize opportunity represents short term high resolution ensemble forecast 51 forecast made period 7 month initiated first day month for initial testing capacity lrf provide useful information producer 2017 chosen test year hot summer severe drought caused significant impact agricultural production lrf useful predicting variable bear memory longer period growing degree day prediction date phenophases occurrence soil moisture deeper soil layer indicator drought other project activity included field observation communication producer web portal development etc our result showed selected priority forecasting product also identified producer highest weather related risk operational forecast implementation product designed use agricultural production proven urgent necessary decision making required investment affordable total cost full upgrade agrometeorological service meet current need including monitoring seamless forecasting system development development tool information dissemination found three order magnitude lower assessed loss agricultural production two extreme year past decade
2,EVALUATING GREENHOUSE GAS MITIGATION AND CLIMATE CHANGE ADAPTATION IN DAIRY PRODUCTION USING FARM SIMULATION,WOS:000392932500027,process level modeling farm scale provides tool evaluating strategy mitigating greenhouse gas emission adapting integrated farm system model ifsm simulates representative crop beef dairy farm many year weather predict performance economics environmental impact including various emission farm gate life cycle assessment carbon energy water reactive nitrogen footprint feed meat milk produced to illustrate use model representative dairy farm central new york simulated 25 year recent historical weather determine environmental benefit economic cost alternative manure handling strategy use enclosed manure storage flare burn methane produced decreased farm gate carbon footprint milk produced 20 increased annual cost 42 cow 1 using anaerobic digester produce gas electricity used farm reduced carbon footprint 19 reduced profitability 56 cow 1 addition subsurface injection manure along reduction n fertilizer use greatly reduced ammonia emission farm increased annual profit 9 cow 1 projected affect many aspect dairy production including growing season length crop growth process harvest timing loss cattle performance nutrient emission loss ultimately farm profitability projection high low emission scenario downscaled nine general circulation model ifsm used simulate new york dairy farm 25 year period using recent mid century late century projected model simulation done without modified crop variety planting harvest date forage production normally increased projected corn grain yield decreased together feed production maintained warmer temperature increased volatile loss ammonia n change precipitation pattern increased nutrient runoff loss surface water reactive n footprint milk produced increased 2 11 environmental footprint relatively unaffected with appropriate annual farm profitability increased 100 cow 1 however high emission late century projection profit decreased 10 cow 1 risk annual variance profit increased 34 reflecting greater annual variation crop animal productivity whole farm model provide useful tool studying benefit cost greenhouse gas mitigation farm changing
3,Adaptation to climate change: changes in farmland use and stocking rate in the US,WOS:000321569600002,examines possible adaptation term pasture crop land use stocking rate united state u s using agricultural census data statistical model find temperature precipitation increase agricultural commodity producer respond reducing crop land increasing pasture land in addition cattle stocking rate decrease summer temperature humidity index thi increase summer precipitation decrease using statistical model data four general circulation model gcms project land use shift cropping grazing stocking rate decline adaptation pronounced central southeast region u s controlling farm production variable crop land decrease 6 pasture land increase 33 baseline correspondingly associated economic impact due around 14 29 million dollar crop producer pasture producer end century respectively national regional result implication farm program subsidy policy
4,"Soil Properties and Crop Productivity Strategies as a Potential Climate Variability Adaptation Options in Adefwuha Watershed, Ethiopia",WOS:000537419400001,land degradation universal agenda 21st century therefore conducted ass effect watershed management selected soil property wheat grain yield farmer income strategy northwest highland ethiopia two treated untreated watershed selected data collected representative location upper middle lower slope position watershed soil sample collected determine soil physical chemical property wheat grain yield collected field to identify strategy evaluate household income field survey questionnaire administered using random sampling technique result show total nitrogen available phosphorous soil organic matter soil organic carbon soil reaction moisture content significantly affected positively watershed management in treated watershed wheat crop yield increased 33 2 household income increased 13 77 due watershed management intervention community practicing planting multipurpose tree shrub farmland practicing irrigation development implementing different soil water conservation practice farm communal land intensifying crop productivity destocking two watershed adapt in regard watershed management approach scaled area work extended show effect watershed management
5,Modelling phenotypical traits to adapt durum wheat to climate change in a Mediterranean environment,WOS:000324968700003,in water limited environment water main limiting factor crop production especially rainfed crop durum winter wheat triticum durum desf consequently also climatic projection essential recognise characteristic breeding program lead drought tolerance reduce time needed observe variation trait crop yield moreover changing management strategy could improve crop considered approach crop growth model assist breeding identifying trait cropsyst model parameterized durum wheat cultivated southern italy crop characteristic analyzed development grain filling duration phenologic response water stress canopy expansion specific leaf area leaf duration ratio leaf stem water uptake root length model sensitivity evaluated varying one parameter time changing value 5 10 20 calibrated value wheat simulated past real daily climatic data 55 year 1952 2006 future daily climatic data predicted hadcm3 global climatic model 100 year 2000 2100 average air temperature increase 2 degree
6,"Response of Soil Water and Wheat Yield to Rainfall and Temperature Change on the Loess Plateau, China",WOS:000440203900005,understanding influence rainfall temperature soil water grain production winter wheat triticum aestivum l great importance ensure sustainability food production loess plateau china based calibration evaluation environmental policy integrated epic model employed determine response soil water winter wheat rainfall temperature changing last 30 year different region result showed 1 epic model simulated soil water content well 0 2 soil relative root mean square error rrmse value 6 0 14 0 mean value r 2 0 824 similar value me 0 815 2 rainfall decreased 13 6 24 9 2001 2010 1961 2000 minimum maximum temperature increased 1 00 1 55 degree
7,Adaptive irrigation scheduling for winter wheat under drought conditions in North China,WOS:000651077800015,in order relieve water shortage irrigation north china adaptive real time irrigation scheduling based weather forecast drought evaluation developed first drought degree evaluated five rank crop growing season irrigation threshold decided based chosen drought evaluation index finally using field water balance principle soil moisture simulation technology adaptive real time irrigation scheduling established adapt change actual rainfall based winter wheat filed experiment 2011 2014 result showed irrigation water depth 2013 2014 provided traditional irrigation schedule 266 mm much higher provided adaptive real time irrigation schedule 177 mm though yield water productivity provided adaptive real time irrigation highest among different irrigation treatment suitable application adaptive real time irrigation north china cope limited water resource irrigation district
8,Impact of climate change on the performance of canihua production (Chenopodium pallidicaule) in the Region - Puno,WOS:000477568900002,objective quantify impact temperature precipitation average humidity yield production canihua agricultural campaign 1996 1997 2016 2017 to worked statistical information puno regional agrarian directorate agroclimatic variable provided national meteorology hydrology service puno used method multiple linear regression function based ordinary least square explain yield canihua production condition highland region result indicate variation unit maximum temperature yield canihua increase 3 variation unit maximum precipitation yield increase 0 34 variation unit minimum precipitation yield drop 2 16 while variable maximum humidity variation unit influenced yield 0 70 minimum humidity 0 93 in conclusion canihua maintained production yield last 20 year rice corn wheat food grain affected latin american country world canihua tolerated critical negative anomaly agroclimatic variable region high andean grain food plant adaptable highland puno region
9,Building resilience to climate change in rain-fed agricultural enterprises: An integrated property planning tool,WOS:000270738300013,in response drying integrated property planning tool developed three year help landowner make better use available rainfall a sequence identified indicated part property affected soil moisture limitation sequence combined soil property indicate targeted strategy location aimed improve soil moisture availability biomass utilisation long term viability farm ranching enterprise a result training land owner operator use tool 97 participant indicated begun intend make change land management 78 intending make three substantial change 91 felt better prepared impact key success technique identifies critical sustainable production driver simple plan format offer tailored management option address variable condition integrated planning tool application driver agricultural region farm unit contain substantial landscape variation seasonal rainfall frequently limiting production
