,title,wos,clean_abstract
0,"Place-based climate change adaptation: A critical case study of climate change messaging and collective action in Churchill, Manitoba",WOS:000345061100013,framework often emphasize tangible community vulnerability typically fail recognize healthy vibrant resilient community also based many factor experiential nature in response continued undervaluation factor scholar adopting place identity place attachment way explore risk holistic manner draw churchill manitoba unique relationship present early examination place based result community survey suggest citizen sensitivity local impact associated strongly connection social meaning embedded natural landscape result also indicate place driven sensitivity necessarily lead increase action adapt it suggested inaction face persist even citizen strong connection place particularly dominant communication fail produce socially salient message by linking place based emerging value based frame present new pathway help legitimize local value process create frame communication conducive fostering collective action
1,The problem of fit: scenario planning and climate change adaptation in the public sector,WOS:000340768600004,adapting new responsibility state local government yet little clarity involved beyond expectation acting rational informed manner present victoria public servant perception experience using scenario technique it suggests scenario development often positive involved utilising scenario directly inform decision making difficult it seems scenario valuable awkward form evidence contemporary environment evidence based introducing new substantive knowledge unfamiliar form easily dismissed credibility legitimacy salience ground while scenario thinking good fit clash predictive paradigm underlying evidence based decision making model suggests better fit institutional environment alteration latter needed
2,Empowering the Voiceless: Securing the Participation of Marginalised Groups in Climate Change Governance in South Africa,WOS:000816803500001,for many world poor people choice reality existing evidence suggests poor particularly developing world vulnerable change variability using method inspired tradition participatory explore discus community perception governance south africa examine myriad way policy strategy developed systematically discus factor either facilitate hamper involvement stakeholder development intervention measure our finding indicate woman seem group people mostly unaware community initiative policy strategy thus argued although south africa developed good initiative policy strategy implementation policy seems present difficulty developed seem knowledge effectiveness helping build resilience extreme weather event recommends order achieve successful public participation policy development must inclusive system incorporates stakeholder including vulnerable group
3,"Determinants, outcomes, and feedbacks associated with microeconomic adaptation to climate change",WOS:000784558900001,actor across economic sector society need adapt cope accelerating impact however little information currently available microeconomic actor adapting best support adaptation reviewed empirical literature provide overview 1 adaptation undertaken practice microeconomic actor e household firm determinant 2 outcome adaptation manner public policy supported about quarter actor across study included took measure of commonly identified determinant asset predominantly discussed facilitating diversification within livelihood few 14 80 study reviewed described empirical adaptation evaluated outcome adaptation of evidence suggests conflict exist microeconomic outcome adaptation social environmental externality long term resilience different public policy intervention intended support discussed 57 total provision informational support prevalent 33 our analysis suggests microeconomic occurs cycle social ecological feedback positively negatively influence process thus effort facilitate likely effective recognize role feedback potential diversity outcome triggered public policy incentive
4,"Deconstructing institutional roles in climate change adaptation: The case of local public institutions in drought-prone districts of Sidama, Southern Ethiopia",WOS:000471088100006,local institution play pivotal role though le attention given compared component conventional approach local institutional role focus institution support little emphasis institutional dimension thus current deconstructs conventional institutional role reframe broader institutional dimension inspired young 2002 data collected household expert community leader institutional frontier local public local institution used mixed method analyse data finding indicated despite presence institutional set ups national policy provision implemented local level due various reason further even implemented policy limited success lack participation policy making process absence policy implementation guideline limited institutional capacity also revealed weak coordination among institution working a result policy implementation lack continuity monitoring evaluation system failed yield transformative change farmer therefore urgent need participate capacitate synergize local institution establish policy monitoring evaluation system national policy provision yield intended result
5,Public Perceptions concerning Responsibility for Climate Change Adaptation,WOS:000724883800001,for successful distribution responsibility within society important question while literature highlight need involving public private actor little still known citizen perceive others responsibility let alone moral grounding perception in report result survey regarding people attitude towards different way distributing responsibility survey distributed citizen six swedish municipality completed 510 respondent a large number respondent wanted assign responsibility making decision implementing measure local government also property owner whereas national government raised responsible setting decision boundary financial support preferred principle fair distribution responsibility among respondent desert ability efficiency need principle equal share found le support all principle received support indicating necessary consider several principle distributing responsibility compared earlier study show nuanced perception responsible moral ground
6,He who pays the piper calls the tune: Understanding collaborative governance and climate change adaptation in Northern Ghana,WOS:000663363800001,centralized state governance system criticized ineffective inefficient tackling complex challenge consequently governance model integrate collaboration among diverse stakeholder seen crucial increasing effort around world however present little insight mechanic collaborative governance cag local regional national global level drawing collaborative governance theory literature use multiple qualitative method identify explore cag northern ghana examine conceptualization implementation cag project well motivation behind ensuing benefit result show perceived climatic change diminishing agricultural livelihood resource need opportunity largely drive cag local state actor non governmental organization ngo provide leadership cag bridging gap access resource provision agricultural input service infrastructure human capacity development however parallel exist interwoven governance challenge include question trust commitment transparency accountability representation diverse interest demonstrate powerful state actor ngo set agenda frame problem implement rule incentive contrary normative tenet collaborative governance theory ultimately result show cag attempted challenge cag northern ghana large also providing insight extent cag approach facilitate globally
7,Managing private and public adaptation to climate change,WOS:000300817500002,already delivered public private actor yet little analysis relationship provider beneficiary review type actor supplying service motivation focus specific explored case privately provided public good service realization contingent individual management private good private risk following work olson 1965 find benefit privately provided public good necessarily accrue back individual provider characteristic particular form public good pose specific institutional challenge in 1 explore characteristic defining feature privately provided public good 2 argue form provisioning increasingly recognised feature social transformation problem 3 existing case effective ineffective management public good 4 outline institution may required facilitate management public good
8,Culture as a mediator of climate change adaptation: Neither static nor unidirectional,WOS:000583921200001,though increasing recognition cultural dimension shape experience working actor engaged policy practice suggests role culture still tends conceived overly narrow fixed term exemplified portrayal conservative cultural norm stifling positive a growing body across world indicates reality seldom simple culture work complex variable way importantly inherently dynamic drawing especially work vulnerability conducted semi arid region illustrate argument briefly exploring three theme multiple knowledge system farming botswana dynamic pastoralist value livelihood kenya interplay caste livelihood choice india understanding different facet culture operate context help move away viewing culture statically barrier enabler toward plural dynamic appreciation role culture includes recognizing potential factor may construed barrier become enablers critical balanced engagement cultural dimension practice understanding working dynamic social structure essential create meaningful lasting need categorized vulnerability value based approach vulnerability
9,Social Learning for Anticipatory Adaptation to Climate Change: Evidence From a Community of Practice,WOS:000487012500002,literature discussing social learning anticipatory aacc largely developed societal level analysis however private company build resilience reduce damage private good remains underexplored since involves high level uncertainty complexity company seeking proactively adapt required search specific nontraditional knowledge in order contribute discussion investigated community practice promotes social learning aacc access social learning emerging community practice developing framework also applied complex problem faced company found evidence centrality social learning development strategy practice addressing grand corporate challenge aacc result contribute literature social learning practice sustainability management
10,"Identifying Surface Transportation Vulnerabilities and Risk Assessment Opportunities Under Climate Change Case Study in Portland, Oregon",WOS:000299067700006,transportation department beginning recognize must become integral part planning effort however staff member frequently lack adequate local data training guidance needed begin planning assessment a result planning adapting remained generally abstract lack specificity needed identify potential system vulnerability ass risk prioritize response report outline geographic information system based method transportation department ass vulnerability multimodal surface transportation system city portland oregon used illustrative case proposed method allows preliminary vulnerability identification prioritization impact assessment also used basis advanced analysis scenario testing also identifies describes data gap barrier planning surface transportation
