,title,wos,clean_abstract
0,An evaluation on climate change adaptation for tourism sector in the Mekong Delta of Vietnam,WOS:000480532800001,analysis short long term strategy tourism sector vietnam mekong delta arose empirical evaluates approach government authority business tourist manage related threat rising temperature irregular rainfall sea level rise severe storm increasing salinity in addition point main responsibility realizing tourism sector figure difference government authority business tourist perspective recommended approach adapt however current strategy short term operate individual institutional level
1,"Global Aquaculture Productivity, Environmental Sustainability, and Climate Change Adaptability",WOS:000458423900001,to meet demand food growing global population aquaculture production great pressure increase capture fishery stagnated however aquaculture raised range environmental concern increase aquaculture production face widespread environmental challenge effect pose threat global aquaculture production aquaculture often risk combination climatic variable including cyclone drought flood global warming ocean acidification rainfall variation salinity sea level rise for aquaculture growth sustainable environmental impact must reduce significantly also needed produce fish without environmental impact some strategy including integrated aquaculture recirculating aquaculture system ra expansion seafood farming could increase aquaculture productivity environmental sustainability adaptability
2,Urban Drainage System Improvement for Climate Change Adaptation,WOS:000380764800001,recently urban area experienced frequent large scale flooding situation aggravated aim improve urban drainage system facilitate a methodology series mitigation strategy presented efficiently improve urban drainage system light in addition ass impact predict scale potential future flood damage applying methodology mitigation strategy urban area based methodology presented urban flood prevention measure gyeyang gu province incheon korea established validity proposed alternative verified assessing economic feasibility project reduce flood damage expect methodology presented aid decision making process assist development reasonable strategy improve urban drainage system
3,A scalable flood-resilience-index for measuring climate change adaptation: Munich city,WOS:000523569000009,affecting frequency intensity rainfall extreme event worldwide despite growing global awareness developing flood resilient city proven major challenge investigates application event based scalable flood resilience index fri assessing flood resilience represented three dimension physical social economic a household adopted consisting combination flood proof gate indoor tank submersible pump system implemented house related impact high emission scenario rcp8 5 analysed munich crcm5 large ensemble result show munich extreme heavy rainfall event increasing fri successfully identify household district mostly affected heavy rainfall b benefit
4,Cities in Asia: how are they adapting to climate change?,WOS:000538863000002,asian city forefront impact given size city economy economic loss caused induced extreme weather quite significant together city guangzhou mumbai shenzen tianjin ho chi minh city kolkata jakarta incurred 1520 million usd annual loss due coastal flooding 2005 alone by 2050 annual loss incurred result coastal flooding city projected increase 32 079 million in light projected increase induced extreme weather event associated loss important understand asian city term planning governance i use publicly available data information published 2004 2014 capture urban activity implemented asian city sectoral distribution nature find asian city early stage planning governance country larger number city implementing urban activity one central government provide policy directive support required urban planning governance there two major flaw way urban planning governance carried asian city first majority urban activity concentrated one sector disaster risk management second approximately two third urban activity reactive nature what city asia need optimal mix proactive reactive without proactive action city asia able address full range hazard strategic cost effective manner
5,Climate Change Adaptation Strategies Vary With Climatic Stress: Evidence From Three Regions of Vietnam,WOS:000726206200001,vietnam face several adverse climatic stress increase temperature drought flooding saltwater intrusion sea level rise past vietnam highlighted climatic stress challenge faced population vary across country in interested know autonomous response also vary depending stress individual responding to answer question use primary collected data 1 306 individual mekong river delta central vietnam red river delta choice individual analyzed two level household level agricultural level estimate multivariate probit model geweke hajivassilou keane ghk simulated maximum likelihood method our result show adaptation vary depending stress individual responding at household level drought flood strongest effect however adaptation agricultural level depend impact stress le climatic strss understanding climatic stress already eliciting response adaptation used individual invaluable designing successful policy understanding also help policymakers identify gap exist individual adaptation fill gap public response
6,Blue-Green Water Nexus in Aquaculture for Resilience to Climate Change,WOS:000428059800001,in order meet demand food growing global population aquaculture production must increased capture fishery stagnated rapid population growth competition land water could affect aquaculture production although aquaculture us non consumptive water significant water footprint aquaculture due water lost water required fish feed production moreover affect water availability demand aquaculture pose threat global fish production nevertheless efficient use blue water surface groundwater green water rain inland coastal marine aquaculture could make significant contribution global fish production sustainable intensification freshwater aquaculture mangrove restoration brackish water fish production expansion mariculture could increase global fish production institutional support technical financial assistance needed implement proposed strategy
7,Strategic retreat for resilient and equitable climate adaptation: the roles for conservation organizations,WOS:000649211700001,a accelerates frequency intensity natural disaster damage public private property also increasing putting exorbitant strain government community society across world working adapt currently inadequate meet need people left increasingly vulnerable place risk irreversibly changed destroyed one tactic strategic retreat sometimes referred managed retreat strategic retreat process government another entity purchase buy developed property risk destruction destroyed natural disaster structure often demolished land placed permanent easement prevent future development what happens next dependent entity involved buyout range derelict vacant lot full restoration ecosystem ability mitigate flood damage sometimes recreational amenity trail park infrastructure prioritized funded well conservation organization leverage expertise conservation planning land acquisition restoration policy advocacy partnership development improve implementation strategic retreat nature people thrive long term in policy way conservation organization continue engage buyout process ensure positive outcome community nature conservation organization must also evolve approach integrate equity redress historical injustice land use contribute towards improving strategic retreat resilient future across disaster prone community work focus context disaster usa though many principle presented applicable around world
8,The constraints on climate change adaptation in a city with a large development deficit: the case of Dar es Salaam,WOS:000325803000003,city dar e salaam population four million plan it also large development deficit lack adequate provision infrastructure service piped water sewer drain solid waste collection addressing deficit building institutional financial capacity also important building resilience impact eighty per cent city population life informal settlement little effective land use management number settlement site flood regularly impact include sea level rise rising temperature increased occurrence extreme weather including rainstorm drought present challenge city municipal government struggling reduce development deficit discus measure taken address deficit measure accompanied improved disaster risk reduction
9,Vulnerability reduction and adaptation to climate change through watershed management in St. Vincent and the Grenadines,WOS:000476495300018,st vincent grenadine archipelagic state caribbean regularly suffers natural disaster increasing frequency intense hurricane storm southernmost watershed st vincent rugged topography favour flash flooding rainy event great damage area concentrate country population infrastructure to deal problem government developed study engineering work watershed management plan land use management effective way controlling hydrological impact plan divide watershed three us nature conservation 46 agriculture agroforestry 24 urban 30 category establishing permitted prohibited restricted activity area close limit urban development expansion essential done increasing density lower flatter area many house usually low income settlement flooding landslide risk area decolonized changing land use it also necessary avoid hillside arable crop land use management essential although unfortunately le socially politically appreciated engineering work
