,title,wos,clean_abstract
0,Spatial Planning in the Climate Change Adaptation and Turkey in the Framework of Smart Governance,WOS:000672708700011,aim examine smart governance order increase effectiveness spatial planning city one domain discus current situation smart governance turkey within framework for purpose firstly effect defined two stage literature conducted in first stage order understand relationship spatial planning indicator spatial planning evaluated examined prominent issue spatial identified including spatial policy governance model implementation level participation role technology in second stage literature reviewed prominent issue smart governance obtained then scope smart governance approach spatial turkey discussed spatial planning principle participation local level technology content analysis method allows descriptive evaluation literature used method a result spatial planning principle relevant actor identified local level deficiency use technology determined therefore asserted smart governance spatial turkey potential open development yet reached sufficient scope
1,"Climate Change, Adaptation Planning and Institutional Integration: A Literature Review and Framework",WOS:000755778000001,scale scope triggered widespread acknowledgement need adapt out recent work attempting understand define contribute family concept related effort considerable contribution emerged yet field constantly grapple complex idea whose relational interplay always clear similarly understanding applied effort unfold planning process embedded broader institutional setting difficult apprehend present important theory theme term evident literature spatial planning integrate synthesize conceptual framework illustrating dynamic interplay lead consideration institution urban governance practice planning involved evolving shaping effort while examining practice planning useful framing core concept related role institutional process shaping defining concept planning remains complex our framework present useful tool approaching improving understanding interactive relationship central concept implication future work focused within domain planning institution addressing challenge era
2,Climate change adaptation under a social capital approach - An analytical framework for small islands,WOS:000356755700005,small island vulnerable impact continental region however island also feature high degree resilience resource dense social network collective action norm reciprocity relation trust therefore argue resource generally defined social capital particularly relevant small island current role social capital community cover many different aspect local knowledge economic development political capacity but effective relies understanding role social capital aspect connection specific impact holistic approach needed based empirical case study developed analytical framework provides step step approach help analyse potential social capital island specific case study these step among others include assessment social capital hazard mapping analysis political economic capacity moreover framework suggests method analyse step
3,Brief communication: Strengthening coherence between climate change adaptation and disaster risk reduction,WOS:000451028100001,reducing disaster risk adapting ever important policy goal europe worldwide commitment 2030 agenda sustainable development complementary multilateral framework including sendai framework disaster risk reduction 2015 2030 paris agreement galvanized pursuit policy coherence report disaster risk reduction europe enhancing coherence knowledge base policy practice european environment agency identified several way coherence silience built knowledge sharing collaboration investment
4,A framework for assessing community adaptation to climate change in a fisheries context,WOS:000457509100003,there rapidly growing body scholarship diverse context globally despite community level received adequate conceptual attention limited number analytical framework available assessing place specific adaptation particularly fishery context use conceptual material social ecological system s resilience human development resilience build integrated framework evaluating community adaptation fishery setting framework defines resilience combined result coping adapting transforming recognizing resilience system capacity process understanding resilience integrates three development resilience concept resistance rootedness resourcefulness develop place based element refer collective action institution agency indigenous local knowledge system proposed framework capture local setting place specific attribute relating well individual household community integration s human development conceptualization address key critique notion resilience proposed framework application context specific environment including fishery mean assessing community adaptation
5,"Governmentalities, hydrosocial territories & recognition politics: The making of objects and subjects for climate change adaptation in Ecuador",WOS:000561343700009,become major policy project focus donor government globally in provide insight project mobilize distinct imaginary knowledge claim create territory intervention object well targeted population subject sustain drawing two emblematic project ecuador show object subject created knowledge production process creates discursive rationale b sidestep uncertainty related impact
6,"Multilevel Climate Governance, Anticipatory Adaptation, and the Vulnerability-Readiness Nexus",WOS:000630524100001,adapting social economic environmental health threat resulting requires successful multilevel governance improved decision making process in evaluate explanatory relationship support based existing literature develop apply mixed method approach examine refined driver vulnerability readiness nexus examines context multilevel governance role anticipatory coping risk county level u s mississippi river basin 1990 2010 our focus within context multilevel governance our result suggest anticipatory higher level regional capacity particularly effective adapting
7,Role-play simulations for climate change adaptation education and engagement,WOS:000382134800010,in order effectively adapt public official stakeholder need rapidly enhance understanding local risk ability collaboratively adaptively respond argue science based role play simulation exercise type serious game involving face face mock decision making considerable potential education engagement tool enhancing readiness adapt prior suggests role play simulation serious game foster public learning encourage collective action public policy making context however effectiveness exercise context education engagement heretofore underexplored share result two project demonstrate effectiveness role play simulation cultivating literacy enhancing collaborative capacity facilitating social learning based finding suggest exercise widely embraced part professional education engagement toolkits
8,An activity theoretic analysis of the mediating role of information systems in tackling climate change adaptation,WOS:000400273000003,demonstrates information system is researcher practitioner make significant contribution grand challenge sustainability light global in take novel perspective going beyond dominant emphasis green is literature mitigation focus to demonstrate is researcher practitioner engage grand challenge sustainability report finding investigation role is programme government new south wale canonical action informed activity theory proved appropriate methodology investigation combining iterative collaborative engagement rigorous scholarly reflection activity theory previously successfully used is framework inquiry description prediction raised question addressed whether activity theory could used guide intervention make sense impact finding reveal activity theory provides appropriate balance scope detail accommodate complex process planning implementing programme conclude complex activity theory specifically five dynamic dimension deep sense making inform intervention project most significantly demonstrate is expert make positive contribution addressing one important grand challenge time
9,"Understandings, Practices and Human-Environment Relationships-A Meta-Ethnographic Analysis of Local and Indigenous Climate Change Adaptation and Mitigation Strategies in Selected Pacific Island States",WOS:000606374300001,local indigenous knowledge system worldwide indicate mitigation strategy particularly region massively affected climatic change pacific island state need increased combined role knowledge system play internationally for reason provides synthesis empirical result approach local indigenous mitigation strategy selected south pacific island state using meta ethnographic approach reviewed literature associated sub disciplinary perspective anthropology result meta ethnographic analysis discussed based three thematic focal point first empirical ground local understanding theoretical conceptualization constituted second result practice synthesized presented detail throughout one example third synthesis mitigation practice outlined specific focus human environment relationship
