,title,wos,clean_abstract
0,Urban Resilience in Climate Change Adaptation: A Conceptual Framework,WOS:000375155800114,present conceptual framework analyzing urban resilience context key conceptual element resilience first identified reorganized focus city cover ecological engineering resilience also resilience sociopolitical process evolutionary perspective conceptual framework center resilience relates city it finding expected shed light future urban planning policy adapting
1,Adopting public values and climate change adaptation strategies in urban forest management: A review and analysis of the relevant literature,WOS:000363823700026,urban tree dominant natural element city provide important ecosystem service urban citizen help urban area adapt many rationale proposed provide purpose urban forest management ineffective addressing important ecological social management theme among rationale find value based perspective see management process desire urban dweller met another perspective see management process urban forest vulnerability reduced resilience enhanced both rationale advantage complementing enhancing broadening urban forest management objective a critical analysis literature public value related urban forest context urban forest undertaken discus mean adopt two issue urban forest management analysis suggests seeing urban forest management process public value satisfied urban forest vulnerability reduced place issue naturalization adaptive management engaging people management centre urban forest management focusing urban forest management issue may help ensure success program focused planting tree increasing citizen participation urban forest management
2,Systematic review of smart cities and climate change adaptation,WOS:000486520200005,purpose understanding policy consequence city important urban setting especially era developing solution grand challenge smart city emerging topic sustainability domain therefore aim achieve better understanding policy consequence exploring synergy smart city valuable practice design methodology approach systematically review synergy smart city application urban literature a systematic literature content analysis carried answer question theoretically based smart city concept matrix synergetic coproduction theory used ass empirical study finding key finding model synergetic coproduction could identify benefit co existing smart city while smart people smart government play fundamental role synergy could co occur smart city dimension smart city application could increase competitiveness city exploiting opportunity well reducing harmful risk originality value combine two emerging topic assessment smart city represents new way assessing literature possibly policy outcome city by using theoretical framework smart city theory coproduction theory based framework developed assessing empirical study city finding systematic literature indicate relation among smart city dimension clear manner also identify synergy smart city
3,"Re-thinking Biomanizales: addressing climate change adaptation in Manizales, Colombia",WOS:000335653200004,reflects city manizales colombia incorporating plan build foundation city long established urban environmental policy biomanizales local environmental action plan bioplan guided urban development developed incorporating disaster risk reduction local development policy local land use plan success rooted coherent multi level governance including capacity integrate disaster risk reduction land use territorial planning within holistic view development includes view capacity multiple stakeholder a process matures acknowledgment weakness lead improved way addressing related risk challenge
4,Integration in urban climate adaptation: Lessons from Rotterdam on integration between scientific disciplines and integration between scientific and stakeholder knowledge,WOS:000347597200016,based experience acquired bergpolder zuid district city rotterdam netherlands present lesson learned far science policy interaction supporting urban district two type integration issue considered 1 integration within science including integration discipline method model data 2 integration science local stakeholder society involving synthesis scientific practical knowledge linking sector governance arrangement organisation at first sight issue around integration within science beyond science city resemble generally observed science policy integration however relative newness urban pose specific challenge scientist stakeholder involved process rotterdam example discus use multiple mean integration enhancing integration scientific discipline integration scientific stakeholder knowledge
5,Knowledge Management for Climate Change Adaptation to Enhance Urban Agriculture Among Selected Organisations in Zimbabwe,WOS:000541808900008,just like country world zimbabwe vulnerable position semi arid exposed temperature variation among vulnerability draw various definition study policy framework knowledge management basis recommending knowledge management strategy enhance urban farming harare it seek build existing knowledge management strategy enhance urban farming harare currently knowledge management strategy among selected environmental organisation library zimbabwe leveraged actualise national development goal however seek examine strategy order support urban farming a well coordinated national knowledge management strategy contribute towards sustainable urban farming seek recommend knowledge management strategy among urban farmer harare
6,The Climate Just City,WOS:000615626000001,city increasingly impacted driving need sustainable development local global economic socio cultural influence also driving city redevelopment fundamentally political development highlight issue pay gain decides valued primarily informed science discourse widened include social science subjecting practice political analysis critique in critically discus city concept context develop city concept describing discussing key theoretical theme politically justice oriented analysis city illustrate argument looking recent case study three different city context port vila baltimore city karlstad conclude social context power asymmetry must given central position understanding distribution risk vulnerability studying city justice perspective
7,City membership in climate change adaptation networks,WOS:000431157100008,by sharing best practice lesson learned among member city professional learning network become prominent actor supporting shaping local i analyze membership 18 highly visible learning network determine city participate network attract similar city i find formation network driven large high capacity city network include member diverse size planning capacity however city similar level social vulnerability concern tend participate network global regional network different pattern membership these pattern membership important implication diffusing city
8,A conceptual framework for addressing complexity and unfolding transition dynamics when developing sustainable adaptation strategies in urban water management,WOS:000312239400017,to achieve successful sustainable need transform way think much water management focused technical innovation range new solution developed achieve sustainable integrated urban water management cycle but danish municipality utility company struggling bring solution practice green infrastructure example requires consideration larger range aspect related urban context traditional urban water system optimization there need standardized method guideline organize transdisciplinary process different type knowledge perspective taken account on basis macro meso micro pattern inspired complexity science transition theory developed conceptual framework organize process addressing complexity characterizing urban water management context in framework used organize process aiming understanding unfolding urban dynamic sustainable transition final goal enable local authority utility create basis managing catalysing technical organizational innovation necessary sustainable transition towards urban area
9,Urban climate change adaptation: Exploring the implications of future land cover scenarios,WOS:000433269800010,different land cover future contrasting implication city working adapt changing explores issue reporting application scenario based land use modelling case focused greater manchester north west england it highlight interplay varied driver potential generate contrasting land cover future city region turn influence prospect case pay specific attention green infrastructure cover enhance capacity urban area adapt providing function evaporative cooling rainwater infiltration two scenario analysed within connect broadly contrasting process expansion shrinkage shaping city worldwide where city expanding stimulated economic growth increase population danger associated land use pressure existing green infrastructure resource detrimental impact adaptive capacity city shrinking experiencing relative decline comparison city face different set issue here emergence vacant land provides opportunity secure adaptive capacity benefit associated green infrastructure with process expansion shrinkage projected continue influence global landscape city highlight strategy needed protect enhance green infrastructure context order maintain build adaptive capacity moderate related risk
10,Business Strategies and the Transition to Low-carbon Cities,WOS:000289734700004,city key driver global majority greenhouse gas ghg emission tied urban life local action mitigate adapt essential stabilization global also help address urban ecological problem pollution decreasing biodiversity etc company important urban actor development low carbon city provide multitude good service city population directly influence urban carbon dioxide co2 emission new area while study corporate sustainability numerous little existing examines role company mitigation within specific urban area urban ecologist also examined corporate activity affect urban system taking multi disciplinary system approach present conceptual model role company managing urban interaction system also present empirical finding illustrating one company partner city rotterdam test electric vehicle pilot project urban mitigation
11,Spatial planning and climate change adaptation assessment: Perspectives from Mdantsane Township dwellers in South Africa,WOS:000480668800004,spatial planning play significant role enhancing especially within urban area improving resilience despite city especially developing country still experience effect adopted mixed method approach examine township spatial planning identifying potentiality integrated approach mdantsane case one largest township south africa assessed unique landscape reminiscent apartheid legacy improve people urban poverty lack basic facility environmental challenge in keeping case design collected data making use pretested open close ended survey form interplay gi remote sensing technique reveals mdantsane extremely susceptible impact due built natural environment set well existing interrelation thus comprehensive integration spatial planning essential proofing health wellbeing resilience consequently recommendation seek strategic intervention planning made sustain resident future specific focus reduce environmental risk mdantsane township
12,Fukuoka: Adapting to climate change through urban green space and the built environment?,WOS:000488142900024,profile fukuoka city kyushu japan focus city local policy particular role urban greenspace planning facilitating action within fukuoka fukuoka humid subtropical city currently experiencing significant population economic growth it also made comparatively rigorous advance country context local government criticised focusing mitigation fukuoka hence may yield lesson rapidly urbanising subtropical asian city illustrate fukuoka long tradition science policy connection towards creation liveable urban environment creates favourable policy infrastructure particular mitigation heat risk evidenced consideration issue within city greenspace plan since 1990s extensive body underpinning applied local institution urban thermal environment particular fukuoka green terraced acros building come symbolise via built environment followed emergence green roof citizen private sector involvement smaller scale greening action caution challenge remain around connecting different section local government maintaining environmental imperative face ongoing development expansion pressure
13,Participatory climate adaptation planning in New York City: Analyzing the role of community-based organizations,WOS:000720348600004,in recognition importance equitable municipality increasingly utilized participatory planning process engage community however planning become open public input process still ensure equitable outcome examined equity concerning planning process new york city focus relationship community based organization participatory planning two planning process studied onenyc comprehensive resilience plan zoning coastal flood resiliency policy 57 organization responded survey investigating awareness participation barrier engagement planning these variable compared characteristic organization issue work demographic local community board provides quantitative qualitative data demonstrating role community based organization played planning new york city result demonstrated existence multiple barrier engagement absence clarity ongoing process low understanding plan may help organization achieve goal demonstrated planning process revised multiple way increase justice proposed change urgently needed without equitable process significant gap city resilience
14,The Role of Non-Climate Data in Equitable Climate Adaptation Planning: Lessons from Small French and American Cities,WOS:000927712100001,there growing consensus effectively adapt city need user friendly tool reliable high resolution biophysical socio economic data analysis mapping modeling visualization examines availability various type information used plan 40 municipality population le 300 000 people united state france probing choice usage relevant information small municipality argue non climatic spatial data population demographic socio economic pattern urban infrastructure environmental data must integrated tool datasets inform effective vulnerability assessment equitable planning goal most plan examined fail address existing structural inequality environmental injustice urban infrastructure land use their challenge include methodological ideological barrier data quality issue lack meaningful community connection methodological approach reassessed context much needed societal transformation lesson learned study offer valuable insight potential development national state level information service city
15,Towards climate resilient urban energy systems: a review,WOS:000864364600009,increased urban population two major concern society moving towards sustainable energy solution urban context integrating renewable energy technology support decarbonizing energy sector mitigation a successful transition also need adequate consideration including extreme event ensure reliable performance energy system long run provides overview insight progress achieved energy sector adapt focusing resilience urban energy system state art methodology ass impact including extreme event uncertainty design performance energy system described discussed resilience emerging concept increasingly used represent durability stable performance energy system extreme event however yet adequately explored widely used definition clearly articulated assessment mostly based qualitative aspect reveals major limitation state art inadequacy approach designing preparing urban energy system satisfactorily address plausible extreme event furthermore complexity energy model mismatch temporal spatial resolution major limitation linking model therefore study focused design operation urban energy infrastructure term resilience considering occurrence extreme event increasing demand implementing strategy highlight importance improving energy system model consider future variation including extreme event identify resilient energy transition pathway
16,Urban water management and climate change adaptation: A self-assessment study by seven midsize cities in the North Sea Region,WOS:000516721000047,city experiencing impact water related disaster sustainable management water resource remains crucial urban resilience accordingly framework integrate urban water management become increasingly relevant water sensitive city wsc framework built three pillar address city role community network water catchment provider ecosystem service a major element framework wsc index applied ass city using multiple indicator pillar with objective adjusting testing wsc index context north sea region transdisciplinary knowledge co production process present result self assessment conducted seven midsize city insight gained comparison self assessment result twofold firstly city need value benefit ecosystem service integrate sector secondly city differ regarding priority even city aspire frontrunners weakness application self assessment process also creates exchange mutual learning platform city increase awareness resilience
17,"Institutional Capacity, Climate Change Adaptation and the Urban Poor",WOS:000261277600009,urban poor frequently live hazardous urban location risk many environmental hazard extreme event vulnerable effect reducing vulnerability requires effective urban governance involving municipal authority national government utility provider civil society organisation considers role stakeholder combining support improving social physical economic wellbeing low income urban resident in particular argues development application specific tool method approach deliver pro poor relevant case study example used show requires solution based improved institutional capacity better urban governance properly applied help meet broader need urban poor
