,title,wos,clean_abstract
0,Adopting public values and climate change adaptation strategies in urban forest management: A review and analysis of the relevant literature,WOS:000363823700026,urban tree dominant natural element city provide important ecosystem service urban citizen help urban area adapt many rationale proposed provide purpose urban forest management ineffective addressing important ecological social management theme among rationale find value based perspective see management process desire urban dweller met another perspective see management process urban forest vulnerability reduced resilience enhanced both rationale advantage complementing enhancing broadening urban forest management objective a critical analysis literature public value related urban forest context urban forest undertaken discus mean adopt two issue urban forest management analysis suggests seeing urban forest management process public value satisfied urban forest vulnerability reduced place issue naturalization adaptive management engaging people management centre urban forest management focusing urban forest management issue may help ensure success program focused planting tree increasing citizen participation urban forest management
1,"Re-thinking Biomanizales: addressing climate change adaptation in Manizales, Colombia",WOS:000335653200004,reflects city manizales colombia incorporating plan build foundation city long established urban environmental policy biomanizales local environmental action plan bioplan guided urban development developed incorporating disaster risk reduction local development policy local land use plan success rooted coherent multi level governance including capacity integrate disaster risk reduction land use territorial planning within holistic view development includes view capacity multiple stakeholder a process matures acknowledgment weakness lead improved way addressing related risk challenge
2,Knowledge Management for Climate Change Adaptation to Enhance Urban Agriculture Among Selected Organisations in Zimbabwe,WOS:000541808900008,just like country world zimbabwe vulnerable position semi arid exposed temperature variation among vulnerability draw various definition study policy framework knowledge management basis recommending knowledge management strategy enhance urban farming harare it seek build existing knowledge management strategy enhance urban farming harare currently knowledge management strategy among selected environmental organisation library zimbabwe leveraged actualise national development goal however seek examine strategy order support urban farming a well coordinated national knowledge management strategy contribute towards sustainable urban farming seek recommend knowledge management strategy among urban farmer harare
3,A conceptual framework for addressing complexity and unfolding transition dynamics when developing sustainable adaptation strategies in urban water management,WOS:000312239400017,to achieve successful sustainable need transform way think much water management focused technical innovation range new solution developed achieve sustainable integrated urban water management cycle but danish municipality utility company struggling bring solution practice green infrastructure example requires consideration larger range aspect related urban context traditional urban water system optimization there need standardized method guideline organize transdisciplinary process different type knowledge perspective taken account on basis macro meso micro pattern inspired complexity science transition theory developed conceptual framework organize process addressing complexity characterizing urban water management context in framework used organize process aiming understanding unfolding urban dynamic sustainable transition final goal enable local authority utility create basis managing catalysing technical organizational innovation necessary sustainable transition towards urban area
4,Urban climate change adaptation: Exploring the implications of future land cover scenarios,WOS:000433269800010,different land cover future contrasting implication city working adapt changing explores issue reporting application scenario based land use modelling case focused greater manchester north west england it highlight interplay varied driver potential generate contrasting land cover future city region turn influence prospect case pay specific attention green infrastructure cover enhance capacity urban area adapt providing function evaporative cooling rainwater infiltration two scenario analysed within connect broadly contrasting process expansion shrinkage shaping city worldwide where city expanding stimulated economic growth increase population danger associated land use pressure existing green infrastructure resource detrimental impact adaptive capacity city shrinking experiencing relative decline comparison city face different set issue here emergence vacant land provides opportunity secure adaptive capacity benefit associated green infrastructure with process expansion shrinkage projected continue influence global landscape city highlight strategy needed protect enhance green infrastructure context order maintain build adaptive capacity moderate related risk
5,Business Strategies and the Transition to Low-carbon Cities,WOS:000289734700004,city key driver global majority greenhouse gas ghg emission tied urban life local action mitigate adapt essential stabilization global also help address urban ecological problem pollution decreasing biodiversity etc company important urban actor development low carbon city provide multitude good service city population directly influence urban carbon dioxide co2 emission new area while study corporate sustainability numerous little existing examines role company mitigation within specific urban area urban ecologist also examined corporate activity affect urban system taking multi disciplinary system approach present conceptual model role company managing urban interaction system also present empirical finding illustrating one company partner city rotterdam test electric vehicle pilot project urban mitigation
6,Spatial planning and climate change adaptation assessment: Perspectives from Mdantsane Township dwellers in South Africa,WOS:000480668800004,spatial planning play significant role enhancing especially within urban area improving resilience despite city especially developing country still experience effect adopted mixed method approach examine township spatial planning identifying potentiality integrated approach mdantsane case one largest township south africa assessed unique landscape reminiscent apartheid legacy improve people urban poverty lack basic facility environmental challenge in keeping case design collected data making use pretested open close ended survey form interplay gi remote sensing technique reveals mdantsane extremely susceptible impact due built natural environment set well existing interrelation thus comprehensive integration spatial planning essential proofing health wellbeing resilience consequently recommendation seek strategic intervention planning made sustain resident future specific focus reduce environmental risk mdantsane township
7,Fukuoka: Adapting to climate change through urban green space and the built environment?,WOS:000488142900024,profile fukuoka city kyushu japan focus city local policy particular role urban greenspace planning facilitating action within fukuoka fukuoka humid subtropical city currently experiencing significant population economic growth it also made comparatively rigorous advance country context local government criticised focusing mitigation fukuoka hence may yield lesson rapidly urbanising subtropical asian city illustrate fukuoka long tradition science policy connection towards creation liveable urban environment creates favourable policy infrastructure particular mitigation heat risk evidenced consideration issue within city greenspace plan since 1990s extensive body underpinning applied local institution urban thermal environment particular fukuoka green terraced acros building come symbolise via built environment followed emergence green roof citizen private sector involvement smaller scale greening action caution challenge remain around connecting different section local government maintaining environmental imperative face ongoing development expansion pressure
8,"Institutional Capacity, Climate Change Adaptation and the Urban Poor",WOS:000261277600009,urban poor frequently live hazardous urban location risk many environmental hazard extreme event vulnerable effect reducing vulnerability requires effective urban governance involving municipal authority national government utility provider civil society organisation considers role stakeholder combining support improving social physical economic wellbeing low income urban resident in particular argues development application specific tool method approach deliver pro poor relevant case study example used show requires solution based improved institutional capacity better urban governance properly applied help meet broader need urban poor
9,"Integrating climate change adaptation into community planning using a participatory process: The case of Saebat Maeul community in Busan, Korea",WOS:000434995600008,certain given sufficient evidence thus need integrated process spatial community planning empower community adapt address critical gap literature community planning adaptation creating planning methodology based participatory method simulating application process saebat maeul community busan korea in saebat maeul community area people struggled urban flooding related poor sewer system heat wave green infrastructure used main tool mitigate negative impact suggested community plan includes physical socioeconomic measure new parking structure green roof pervious pavement drainage facility reduce flooding repair home cool roof installation rainwater harvesting facility lower impact heat wave if planner proper knowledge guide participatory planning process thus reflecting local knowledge suggestion concluded possible consider adaptation within context spatial community planning
10,Developing Strategic Principles of Intervention in Urban Green Infrastructure to Create and Enhance Climate Resilience in Cities-Case Study: Yousef Abad in Tehran,WOS:000460125200008,currently city world facing wide range hazard these risk arc exacerbated factor increasing urban population urbanism closely interlinked meanwhile concept urban resilience introduced recent year reduce negative impact resilience ability system absorb abnormality basic structure maintained risk resilience focus reducing vulnerability change current focus urban ecological resilience subsection resilience also strategy urban green infrastructure also effective reducing impact enhancing resilience city in face danger resilience approach used framework intervention existing suggested urban green infrastructure vice versa attempt answer question how intervention urban green infrastructure quality quantity maintaining enhancing location lead developing strategic principle ensure urban resilient city time drought extreme heat low annual precipitation water shortage purpose develop strategic principle using green infrastructure capability enhance urban resilience dry country a qualitative method used using aerial photo producing gi base analytical map yousef abad neighbourhood tehran capital city iran lead producing mentioned principle
11,Mapping supply of and demand for ecosystem services to assess environmental justice in New York City,WOS:000678867200001,livability resilience justice city challenged historical legacy together create disproportionate impact human community urban green infrastructure emerged important tool resilience given capacity provide ecosystem service local temperature regulation stormwater mitigation air purification however realizing benefit ecosystem service depend locally supplied few study examined potential spatial mismatch supply demand urban ecosystem service even fewer examined supply demand mismatch potential environmental justice issue supply demand mismatch disproportionately overlap certain socio demographic group spatially analyzed demand ecosystem service relevant combined result recent analysis supply ecosystem service new york city nyc by quantifying relative mismatch supply demand ecosystem service across city able identify spatial hot coldspots supply demand mismatch hotspot spatial cluster census block higher mismatch coldspots cluster lower mismatch value surrounding block distribution mismatch hot coldspots compared spatial distribution socio demographic group result reveal distributional environmental injustice access regulating benefit ecosystem service provided urban green infrastructure nyc analysis show area lower supply demand mismatch tend populated larger proportion white resident higher median income area high mismatch value lower income higher proportion people color suggest urban policy planning ensure investment nature based solution urban green infrastructure reinforce exacerbate potentially existing environmental injustice
