,title,wos,clean_abstract
0,CLIMATE CHANGE ADAPTATION POLICIES OF VIETNAM IN THE MEKONG DELTA,WOS:000576833700004,if alarming sea level rise scenario occurs without coping solution greatly affect socio economic development environment mekong river delta region recognizing government soon developed policy action plan adapt region however policy program cope still inadequate limited in order complete policy mekong delta current context government locality region need implement comprehensive practical solution
1,Potential of existing policies of the Tokyo Metropolitan Government for implementing adaptation to climate change,WOS:000373310600005,impact apparent various region world even though may positive effect anticipated many severely negative effect human natural resource future therefore addition need stronger promotion mitigation policy urgently necessary implement policy longer term prepare possible negative impact to implement measure rapidly japan would seem practical effective make good use various countermeasure already promoted national local government many sector disaster prevention environmental management food production protection nation health these countermeasure considered potential effecting focusing negative impact investigates extent existing policy tokyo metropolitan government could contribute based comprehensive examination targeted field indicator policy could pursued result showed many existing policy could useful many sector furthermore le half policy need take future account order contribute proposes three basic step consider future local governmental proposition rapid implementation policy japan
2,The nexus approach to water-energy-food security: an option for adaptation to climate change,WOS:000381519200003,developing country face difficult challenge meeting growing demand food water energy compounded effective requires efficient use land water energy vital resource coordinated effort minimize trade offs maximize synergy however many developing country policy process south asia generally follows sectoral approach take account interconnection interdependence among three sector although concept water energy food nexus gaining currency become urgent need little effort made far understand linkage nexus perspective using hindu kush himalayan region example seek increase understanding interlinkages water energy food nexus explains important consider nexus context response argues focusing trade offs synergy using nexus approach could facilitate greater help ensure food water energy security enhancing resource use efficiency encouraging greater policy coherence it concludes nexus based adaption approach integrates nexus perspective plan perspective development plan crucial effective provides conceptual framework considering nexus approach relation discus potential synergy trade offs offer broader framework making response effective policy relevancethis draw attention importance interlinkages water energy food nexus implication sustainable development potential synergy complementarity among sector used guide formulation effective option issue highlight need shift policy approach sectoral focus result competing counterproductive action integrated approach policy coherence among sector us knowledge interlinkages maximize gain optimize trade offs avoid negative impact
3,THE MULTILEVEL PATH TO CLIMATE CHANGE ADAPTATION,WOS:000914652100012,much neglected urgent matter society frequent extreme weather event fire rising sea level event expected effect organization must prepare adapt present systematic literature analyzes factor influence organization strategic decision making finding lead model elaborated explain role factor considering level influence individual organizational institutional contributes literature proposing model explains relationship internal external factor multilevel context model identifies risk perception one main contingent factor adapting other contingent factor organizational resource capability stakeholder partnership finally demonstrates public policy value individual experience cognitive capacity important antecedent process
4,Adaptation to Climate Change in Developing Countries,WOS:000265440700001,given increasing international attention confidence projection getting higher developing country specific need due high vulnerability way carry great part global cost although rising atmospheric greenhouse gas concentration mainly responsibility industrialized country provides status developing country an overview observed projected given recent literature impact vulnerability reviewed including emerging focus mainstreaming development plan program also serf introduction seven article special issue developing country it concluded although many useful step taken direction ensuring adequate developing country much work still remains fully understand driver past effort need future mainstream general development policy
5,The multilevel path to climate change adaptation,WOS:000914652100004,much neglected urgent matter society frequent extreme weather event fire rising sea level event expected effect organization must prepare adapt present systematic literature analyzes factor influence organization strategic decision making finding lead model elaborated explain role factor considering level influence individual organizational institutional contributes literature proposing model explains relationship internal external factor multilevel context model identifies risk perception one main contingent factor adapting other contingent factor organizational resource capability stakeholder partnership finally demonstrates public policy value individual experience cognitive capacity important antecedent process
6,"Incremental, transitional and transformational adaptation to climate change in resource extraction regions",WOS:000769810800017,non technical summary mining region affected supply energy water required operation become hazardous adverse weather event adapting take three form incrementally improving resilience mining operation transitioning inclusive governance institutional policy innovation profound transformation shift balance power including profit sharing localized control cessation mining entirely clarifying pathway help identify priority inform policy fairer sustainable future mining region take place technical summary mining region strategically important response given advance global governance shifting risk extraction site there sustainability justice consideration offer critical lesson design region systematically review evaluates social interdisciplinary science literature mining region order identify goal scale proposed solution shortcoming possible learning opportunity employ framework pathway distinguishes incremental transitional transformational in way contributes growing literature resource extraction providing understanding mining region occur find lack clarity adaptive response behaviour framed conceptual lens need multi scalar dynamic polycentric empirical practical work identify enable mining region deploying technology also better governance practice egalitarian power structure
7,Strengthening climate change adaptation capacity in Africa-case studies from six major African cities and policy implications,WOS:000435052500004,africa one vulnerable region respect a african continent struggle adapt variety measure pursued alleviate resultant pressure people property livelihood several african city collectively show africa hopeless widely claimed promising prospect literature show deficiency study examine extent pursued african city address need outline important threat e g increasing temperature drought sea level rise sea river flooding synergic non factor well recent progress made in respect implementing african city rather adopt general description trend focus concrete case study six major city across central western eastern region african continent douala lagos city dar e salaam accra addis ababa mombasa vulnerability adaptive capacity status studied city discussed difficulty challenge encountered implementing policy area also highlighted furthermore successful example initiative surveyed city provided finally outline policy measure implemented towards strengthening capacity african city adapt changing
8,Public Health Aspects of Climate Change Adaptation in Three Cities: A Qualitative Study,WOS:000845801800001,present unprecedented public health challenge great impact population health outcome across global population key addressing health challenge carried city collaboration institution including public health one through semi structured interview n 16 investigated experience perception public health aspect considered urban public health planner researcher planning coastal city soderhamn sweden porto portugal navotas philippine result thematic analysis indicated participating stakeholder aware main risk threatening city rising water level flooding extreme temperature air pollution in addition interviewee talked collaboration sector including public health sector implementing plan however inclusion public health sector partner process identified two city navotas porto furthermore found aspect pertaining public health water sanitation prevention heat related water borne disease prevention consequence associated heat wave vulnerable group child elderly person latest plan posted city website moreover participant pointed different difficulty insufficient financial resource limited intersectoral collaboration lack involvement public health sector process especially one city solely responsibility urban planner study using larger sample stakeholder larger city needed better understand public health sector still almost absent effort adapt
9,Behavioral adaptation to climate change in wildfire-prone forests,WOS:000447165600008,link increased wildfire risk highlight need wildfire prone landscape while extensive focused level community policy governance system limited understanding level individual behavioral response individual directly experience adverse effect wildfire also shape exposure wildfire risk mitigation practice without knowledge whether behavior adaptive decision maker limited ability design ass policy improve outcome wildfire prone region likewise greater understanding process behavioral occurs improve theory behavior risk specifically psychological social factor mediate effect hazard condition behavior review scholarship biophysical psychological social factor shape behavioral wildfire prone forest our highlight opportunity improve theory assist risk mitigation policy intervention focusing greater attention dynamic feedback involving hazard behavior outcome well accounting variation behavior wildfire hazard condition categorized vulnerability institution
10,Climate Change Adaption between Governance and Government-Collaborative Arrangements in the City of Munich,WOS:000873169700001,growing city face severe land use conflict urban expansion densification existing built area increasing pressure green space key planning procedure embroiled land use conflict often complicated slow due increasing complexity planning process involve multitude stakeholder decision maker whose responsibility always entirely clear governance oriented form decision making horizontal structure often required also entail challenge in ask urban green space integrated planning process based methodological combination including document analysis qualitative interview administrative staff city munich rapidly growing german city serf case result show different collaborative arrangement four planning arena demonstrate structure support hinder mainstreaming conclude hierarchical structure impede horizontal collaborative arrangement shed light mechanism reinforcing structure for large administration informal meeting coordinating unit effective fostering interdepartmental cooperation
11,Community Perception and Adaptation to Climate Change in Coastal Areas of Mexico,WOS:000702075500001,increasingly important topic addressed face current expected future impact social economic ecological system experiencing worldwide despite advance reported literature still considered challenge move planning practical implementation successful intervention in regard identifying international key barrier exchange experience lesson learned may facilitate progress coast sustainable resilient future coast mexico excellent area high population density occur along coastal zone whose main economic activity related primary tertiary sector additionally great diversity coastal ecosystem exists threatened anthropogenic hydrometeorological impact under circumstance population becoming aware urgent need adapt consequence in sense review contribution concerning population perception strategy mexico coastal zone finding highlight critical institutional difficulty social barrier impeded effective implementation strategy mexico consider step address however strategy show prevention culture coastal community found also result successful project carried especially mangrove forest coral reef restoration essential importance consider progress path successful mexico
12,CLIMATE CHANGE ADAPTATION IN SERBIA: THE ROLE OF INFORMATION NETWORKS,WOS:000386355900004,importance problem caused global warming increased ghg emission recognised international community responded challenge growing number study agreement policy dealing prevention mitigation shift green economy confirmed highest development aim establishing balanced relationship environmental policy economic efficiency technological upgrading behavioural transition one main global assignment epoch importance knowledge innovation also emphasised availability diffusion exchange represent key reinforcement green transition especially society facing severe economic social environmental problem caused sensitive local circumstance case serbia focus present one possible path towards conditioned two turbulent decade recent history country since democratic change 2000 environmental issue become visible institutional governmental level introduction new environmental law funding preparation implementation specific document strategy non institutional non governmental level different environmentally focused initiative usually supported international regional local fund however level information network represent inevitable structural ingredient enables sustainable locally adjusted approach following global trend information network serbia mainly used domain public communication change covering three major thematic area adaptability human behaviour ecological awareness general efficiency considering specificity provides detected practice related use information network global local level stressing possible benefit limitation context serbia first part introduces global background problem summarising major environmental trend problem policy response emphasising relation urban ised environment second part dedicated case serbia focusing three aspect general condition environment legal framework perception recognition urban context environmental effect recent development document third part focused relation information network built environment city change providing overview global trend serbian practice possible improvement detected local weakness given concluding part
