,title,wos,clean_abstract
0,Spatial Planning in the Climate Change Adaptation and Turkey in the Framework of Smart Governance,WOS:000672708700011,aim examine smart governance order increase effectiveness spatial planning city one domain discus current situation smart governance turkey within framework for purpose firstly effect defined two stage literature conducted in first stage order understand relationship spatial planning indicator spatial planning evaluated examined prominent issue spatial identified including spatial policy governance model implementation level participation role technology in second stage literature reviewed prominent issue smart governance obtained then scope smart governance approach spatial turkey discussed spatial planning principle participation local level technology content analysis method allows descriptive evaluation literature used method a result spatial planning principle relevant actor identified local level deficiency use technology determined therefore asserted smart governance spatial turkey potential open development yet reached sufficient scope
1,The relative importance of subjective and structural factors for individual adaptation to climate change by forest owners in Sweden,WOS:000424643300018,a growing body literature argues subjective factor accurately explain individual objective measurer adaptive capacity recent study shown personal belief affect much better explaining awareness action income education gender focus process individual it ass compare influence cognitive experiential structural factor individual view intention regarding data come survey 836 forest owner sweden ordinal binary logistic regression used test hypothesis different factor result show cognitive factor namely personal level trust science belief salience risk assessment statistically significant factor directly explain individual intention adapt sense urgency finding also suggest structural socio demographic factor statistically significant influence decision making among swedish forest owner also offer valuable insight communication intervention promote finding strongly suggest communication intervention focus strongly building trust addressing stakeholder individual need experience
2,"Climate Change, Adaptation Planning and Institutional Integration: A Literature Review and Framework",WOS:000755778000001,scale scope triggered widespread acknowledgement need adapt out recent work attempting understand define contribute family concept related effort considerable contribution emerged yet field constantly grapple complex idea whose relational interplay always clear similarly understanding applied effort unfold planning process embedded broader institutional setting difficult apprehend present important theory theme term evident literature spatial planning integrate synthesize conceptual framework illustrating dynamic interplay lead consideration institution urban governance practice planning involved evolving shaping effort while examining practice planning useful framing core concept related role institutional process shaping defining concept planning remains complex our framework present useful tool approaching improving understanding interactive relationship central concept implication future work focused within domain planning institution addressing challenge era
3,Benefit transfer of climate change adaptation policies in island tourist destinations,WOS:000805327700010,benefit transfer non market valuation method offer quick cost effective alternative costly valuation method assessing economic value environmental good policy tourism ass validity benefit transfer method policy adapt impact across tourist destination to discrete choice experiment designed conducted simultaneously across seven island destination similar sociological environmental characteristic result show policy valued others tourist destination attract higher preference environmental action test give significant support validity transfer benefit policy across destination thereby providing alternative economic assessment benefit non market good policy tourism worldwide information cost benefit involved tourism policy decision making become increasingly available
4,Climate change adaptation under a social capital approach - An analytical framework for small islands,WOS:000356755700005,small island vulnerable impact continental region however island also feature high degree resilience resource dense social network collective action norm reciprocity relation trust therefore argue resource generally defined social capital particularly relevant small island current role social capital community cover many different aspect local knowledge economic development political capacity but effective relies understanding role social capital aspect connection specific impact holistic approach needed based empirical case study developed analytical framework provides step step approach help analyse potential social capital island specific case study these step among others include assessment social capital hazard mapping analysis political economic capacity moreover framework suggests method analyse step
5,"Climate Change Adaptation, Food Security, and Attitudes toward Risk among Smallholder Coffee Farmers in Nicaragua",WOS:000570349600001,farmer livelihood uniquely vulnerable taking adaptive measure changing environmental condition constitutes one important pathway protecting their willingness capacity adopt improved practice technology cognitive behavioural preference institutional response mechanism go long way determining success present result analysis vulnerability smallholder coffee producer nicaragua i use descriptive analysis experimental risk game evaluate preference attitude coffee producer context i show food insecure household risk averse food secure household much work needed sector ensure equity improve institutional capacity for household chronic poverty conventional risk management strategy simply may enough institutional arrangement must put place enable coffee growing household engage practice result improved capacity
6,Brief communication: Strengthening coherence between climate change adaptation and disaster risk reduction,WOS:000451028100001,reducing disaster risk adapting ever important policy goal europe worldwide commitment 2030 agenda sustainable development complementary multilateral framework including sendai framework disaster risk reduction 2015 2030 paris agreement galvanized pursuit policy coherence report disaster risk reduction europe enhancing coherence knowledge base policy practice european environment agency identified several way coherence silience built knowledge sharing collaboration investment
7,A framework for assessing community adaptation to climate change in a fisheries context,WOS:000457509100003,there rapidly growing body scholarship diverse context globally despite community level received adequate conceptual attention limited number analytical framework available assessing place specific adaptation particularly fishery context use conceptual material social ecological system s resilience human development resilience build integrated framework evaluating community adaptation fishery setting framework defines resilience combined result coping adapting transforming recognizing resilience system capacity process understanding resilience integrates three development resilience concept resistance rootedness resourcefulness develop place based element refer collective action institution agency indigenous local knowledge system proposed framework capture local setting place specific attribute relating well individual household community integration s human development conceptualization address key critique notion resilience proposed framework application context specific environment including fishery mean assessing community adaptation
8,"Governmentalities, hydrosocial territories & recognition politics: The making of objects and subjects for climate change adaptation in Ecuador",WOS:000561343700009,become major policy project focus donor government globally in provide insight project mobilize distinct imaginary knowledge claim create territory intervention object well targeted population subject sustain drawing two emblematic project ecuador show object subject created knowledge production process creates discursive rationale b sidestep uncertainty related impact
9,INDIGENOUS CLIMATE CHANGE ADAPTATION PLANNING USING A VALUES-FOCUSED APPROACH: A CASE STUDY WITH THE GITGA'AT NATION,WOS:000346193200008,local value knowledge important component creating robust strategy marginalized community incorporating local value planning process structured way effectively using local knowledge improves identification priority action also support successful implementation much planning recent year identifies action derived expert driven vulnerability assessment action yet value community influence impact perceived action locally acceptable local buy implementation thus important planning incorporates local value goal successful provides one approach addressing participatory value based process planning approach contextualized case gitga nation located northern coastal british columbia key value found culturally important food source culture environmental resource self sufficiency health infrastructure enable u live well gitga pride cooperation these value used throughout planning process contextualize impact gitga member way life develop evaluate action it hoped case provides proof utility value based planning context planning marginalized community
