,title,wos,clean_abstract
0,A role for strategies in urban climate change adaptation planning: Lessons from London,WOS:000405800600019,global city taking leadership role increasing number city creating plan strategy wide range international organization developing tool program promote support planning despite fact study date evaluated planning found ineffective focused broad vision specific action to understand city continue engage planning benefit planner anticipate whether benefit achieved vision oriented strategy well action based plan report qualitative case creation adoption 2011 london united kingdom strategy result interview participant stakeholder indicate london strategy consciously developed vision setting strategy successful raising awareness cross sectoral risk coordinating pre existing effort validating stakeholder engagement providing political authorization use resource personnel creating continuity purpose across changing political administration to accurately capture benefit urban planning effort require new evaluation approach based london case proposes future strategy evaluated according well build adaptive capacity city institution enable ongoing
1,Adaptation to Climate Change through Spatial Planning in Compact Urban Areas: A Case Study in the City of Thessaloniki,WOS:000395590500113,one problem urban area facing coupled effect urban heat island uhi effect attempt demonstrate potential spatial planning reduce uhi effect hence contribute compact urban area after brief relevant literature focus one case within compact urban area city thessaloniki geographical socio economic urban form data area subsequent vulnerability uhi initially assessed based feature local spatial planning strategy proposed proceeds detailed amendment land use plan within part vulnerable zone take account existing urban form lack resource availability spatial planning tool within greek spatial planning system main purpose highlight fact even urban area potential intervention seems marginal existing form complexity local planning system resource limitation improvement uhi effect achieved better land use planning urban design
2,The 'resilience trap': exploring the practical utility of resilience for climate change adaptation in UK city-regions,WOS:000410953000008,resilience trap exploring practical utility resilience uk city region regional study examines interpreted across different uk city region governance policy actor finding discourse giving way resilience explained value resilience discursive construct mobilizing coordinating policy action resilience greater appeal framing device actor given potential enable buy wider city regional governance network however also highlight resilience trap danger adopting short term strategy badging existing strategy widening governance network obfuscate sub national mobilization around it reflects governance actor may act avoid resilience trap
3,Ranking local climate policy: assessing the mitigation and adaptation activities of 104 German cities,WOS:000671383000001,mitigation crucial task urban area involve synergy well trade offs however study examined mitigation effort relate large number differently sized city therefore know little whether forerunner mitigation also leading city tend focus one policy field develops internationally applicable approach rank city policy incorporates multiple indicator related 1 local commitment mitigation 2 urban mitigation plan 3 mitigation ambition apply method rank 104 differently sized german city identify six cluster policy leader leader mitigation leader policy follower policy latecomer policy laggard seek explanation particular city position show coping balanced way high level depends structural factor particular city size pathway local policy since 1990s funding programme mitigation
4,Integrating the ecosystem-based approach into municipal climate adaptation strategies: The case of Germany,WOS:000414879300087,impact key challenge sustainable urban development to address challenge ecosystem based eba e use ecosystem service biodiversity help people adapt increasingly considered alternative complement traditional engineering based approach increasingly also known nature based solution however little ecosystem based carried urban area empirical evidence effectiveness uptake strategic planning particularly lacking against background investigates implementation urban eba strategic planning based comparative analysis german municipality 100 000 inhabitant examines integration eba municipal strategy result show far comprehensive uptake eba concept while current strategy differ significantly type structure scope maturity content overall eba concept remains implicit 76 assessed strategy include kind ecosystem based measure focus enhancing conservation restoration creation sustainable management ecosystem 25 strategy highlight multiple benefit measure however comprehensive approach missing conclude better policy support comprehensive mainstreaming eba e g distributed urban governance science policy integration combined top policy bottom activity urgently needed foster sustainable urban development
5,"How Vulnerable Are Urban Regeneration Sites to Climate Change in Busan, South Korea?",WOS:000543421400090,risk urban regeneration project insufficient date therefore aim compare analyze degree risk impact area without urban regeneration project eup myeon dong regional unit busan south korea in 1 risk indicator extracted based concept risk hazard vulnerability exposure 2 spatial analysis performed using graphic information system gi 3 primary influencing factor derived logistic regression analysis principal result show urban regeneration area higher risk impact area result indicate urban regeneration area higher population density per area impermeable flooded area increase risk impact also discus strategy develop resilient city policy future urban regeneration project
6,Stimuli for climate adaptation in cities: insights from Philadelphia - an early adapter,WOS:000369992200003,purpose purpose identify stimulus city specifically explore whether different stimulus inspire different governance approach e g dedicated new policy field mainstreaming integrating existing policy field design methodology approach for explorative case early adapter selected philadelphia usa by reconstructing organization two program author identified stimulus whether influence city governance approach reconstruction based data triangulation consists semi structured interview actor involved program policy document newspaper article finding illustrates importance stimulus strategically framing within wider urban agenda political leadership institutional entrepreneur moreover reveals often combination stimulus trigger governance approach possible link specific stimulus governance approach proposing stimulus trigger dedicated approach others initiate mainstreaming approach originality value an depth understanding stimulus currently lacking literature study focused barrier moreover still little known explains certain governance approach emerge
7,The climate justice pillars vis-`a-vis urban form adaptation to climate change: A review,WOS:000701987300005,indication point exacerbated socio economic inequality emergence new one adaptive intervention urban form green blue infrastructure gbi adaptive land us urban design measure combine systematic content analysis 136 peer reviewed article published 2008 2020 urban justice order 1 emergence discourse justice pillar e distributive procedural recognitional justice vi vi urban 2 investigate correlation justice adaptive urban form intervention gbi adaptive land us urban design measure 3 identify spatial scalar connection justice pillar adaptive urban form intervention finding reveal several trend including deficit empirical study deploy justice pillar assessing adaptive urban form intervention overemphasis normative suggestion critique without clarifying advance justice dearth urban design discussion justice particular lack connection recognitional justice urban form last dearth study investigate justice outcome adaptive urban form intervention across multiple spatial temporal scale
8,Urban Planning and Sustainable Storm Water Management: Gaps and Potential for Integration for Climate Adaptation Strategies,WOS:000902738600001,while urge city define appropriate strategy urban planning practice still unable encompass broader understanding hydraulic hazard exploit mitigation potential nature based solution nb stormwater management inability particularly deep italian context integration strategy within urban planning limited thus one planner overriding need determine nb effective objective identify key driver tool introduction hydrological resilience assessment sustainable storm water management urban planning practice contribution strategy through case city bari proposes method identifying suitable urban area implementing nb e area nb able intercept runoff on hand approach allows one evaluate advance impact urban planning choice rather planned land use finally planning tool may favor adoption nb approach urban planning analyzed particular reference territorial landscape plan apulia region urban regeneration plan
9,The role of scale in integrating climate change adaptation and mitigation in cities,WOS:000472973000001,by using scale framework examine cross scale interaction influence implementation mitigation action different urban sector based stakeholder interview content analysis strategy project relevant mitigation city copenhagen helsinki present empirical example synergy conflict trade offs mitigation driven cross scale interaction these example show jurisdictional institutional scale shape implementation mitigation strategy project task management scale creating benefit integrated solution also challenge investigating linkage mitigation scale framework provides new knowledge urban planning decision making result increase understanding mitigation sometimes handled two separate policy area also attempt integrate two policy may fail
