,title,wos,clean_abstract
0,Are we adapting to climate change? A catchment-based adaptation assessment tool for freshwater ecosystems,WOS:000383615200020,freshwater ecosystem many part world severely affected past management practice altered volume timing quality water flow caused decline ecological health some system also experiencing negative impact continual need address existing ecological damage pose ongoing challenge freshwater manager in propose discus catchment assessment framework caf used evaluate existing potential freshwater management action riparian revegetation habitat connectivity potential caf developed tool prioritizing low risk option australian catchment management caf enables catchment manager technical expert ass management action seven inter related criterion provide holistic assessment relevance catchment potential including potential maladaptation benefit different scenario ecosystem service benefit compatibility action implementation constraint socio economic consequence risk assessment it developed applied assessing nine management option stakeholder three catchment within murray darling basin south eastern found management option undertaken response existing degradation used building block strategy considers range different complementary measure better manage related risk caf enables practitioner ass advantage range option subject wider decision making management planning
1,Performing and orchestrating governance learning for systemic transformation in practice for climate change adaptation,WOS:000389706500004,barrier might lie much gap scientific technical understanding rather complexity social institutional cultural transition governance effective response complex environmental issue seem require co learning systemic governance transformation however process remains poorly understood analysis performance orchestration governance learning systemic transformation practice drawing example international water governance cadwago project show example interplay separating connecting central transforming governance european water management landscape concludes orientation boundary work co production knowledge contributes scientific narrative inspire meaningful connective action move complex socioecological system sustainable trajectory
2,Multidimensional assessment of European agricultural sector adaptation to climate change,WOS:000660972000002,agricultural sector relates today emerging central subject debate critique heavily impacted time primary contributor intertwined complex relationship sector among unprecedented challenge facing european union eu complexity relationship call establishment sustainable future proof adapted resilient sector strong adaptive capacity argues past decade strong emphasis placed mitigate negative effect across sector causing fall behind term although part sector development agenda sectoral performance across member state remains low in order justify accelerated process across sector develops relative adaption index rccai sector based eurostat data analysis show single member state across eu whose agricultural sector considered fully adapted resilient thus validates hypothesis adaption effort must stepped across sector to ensure continued sectoral adaptive capacity improvement recommends coherent integration accelerated implementation practice policy alongside common agricultural policy cap sake private public interest
3,Climate change adaptation in the world's best places: A wicked problem in need of immediate attention,WOS:000346540600001,natural world heritage wh site globally recognized universal value providing society critical ecosystem service like biodiversity clean water recreational opportunity every natural wh site risk scope nature risk varies widely wicked problem clear cut solution stakeholder site disagree value norm first step making difficult yet delaying action pose risk taking action uncertainty i synthesize refereed literature relevant natural wh site i argue ecosystem based it begin understanding linkage among site attribute surrounding landscape asking site site practice might reduce risk negative effect attribute response tiered fine scale site response le expensive easier le impact coarse scale response involving surrounding community cannot precisely predict future condition must act adaptively designing response acting evaluating result designing trying action constrained institutional mandate focused preserving existing condition rather recognizing dynamic future natural wh site adaptive participatory transformative deployed clumsy solution such solution require strong leadership excellent communication drawing together widely disparate view iterative practice focusing resilience that requirement establishes need capacity development
4,Strategies for climate change adaptation: lessons learnt from long-term planning in the Netherlands and Bangladesh,WOS:000650476100001,evaluates long term strategy netherlands bangladesh using organisation economic co operation development oecd principle good water governance delta face complex challenge adequate long term planning essential region however experience long term planning effort linkage theoretical framework water related policy strategy development remain limited both country politically approved significant investment portfolio durable adaptive strategy highlight similarity difference resulting strategy using learning assessment methodology propose add risk based approach long term strategic perspective additional oecd principle conclusion
5,Adaptation in the Tisza: innovation and tribulation at the sub-basin level,WOS:000384225500002,explores element limiting adaptive governance tisza sub basin considers policy option available sub basin concludes attention must paid framework governing transboundary sub basin resource limited tisza largest sub basin danube river basin face increasing water management pressure exacerbated tisza country experienced challenge managing nested consistent effective manner pursuant eu water framework directive due inefficiency weakened vertical coordination
6,Adaptation to climate change in international river basins in Africa: a review,WOS:000270947700001,review current knowledge potential impact water resource africa possible limit barrier opportunity internationally shared river basin africa face significant challenge water resource management form high variability regional scarcity set within context generally weak institutional capacity management challenged transboundary nature many river basin despite uncertainty detail impact water resource likely exacerbate many challenge river basin riparian state share differ capacity adapt without appropriate cooperation may limited uneven further examine factor process important cooperation lead positive outcome increased adaptive capacity water management institution suggested
7,Some rationales for risk sharing and financing adaptation,WOS:000229464400014,current variability anticipated challenge water system financial resource sharing economic loss due weather related hazard sharing cost result protecting life property take place different form currently insufficient in discus three different rationale financing disaster loss public private arrangement well option financing special focus water management propose financial arrangement risk sharing reconsidered structured approach able deal disaster loss cost arise e g water management developing developed country
8,Climate advice and extension practice,WOS:000313497900010,unpacks problematic relationship emerging norm change underway agricultural extension it increasingly recognised order apply new knowledge rural development practice institutional perspective needed clear consensus implies look agricultural extension example meso level institution frequently assumed major potential implementing partner effort time also often portrayed worst case example obstacle encountered changing focus path dependent bureaucracy contrast perspective normative framework exemplified 2011 world resource report known prevailing extension trend reality it suggested long list recommended task technology may distract understanding institutional process underway within meso level institution wherein agenda would need merged agenda related pluralistic pragmatic accountable sustainable market oriented rural development
9,Framework for Climate Change Adaptation of Agriculture and Forestry in Mediterranean Climate Regions,WOS:000622692900001,planning agriculture forestry landscape remains challenging due need integrating substantial amount information information range scenario geographical site information socio economic data several possible measure thus urgent need framework capable organizing strategy measure agriculture forestry sector mediterranean climatic region additionally framework provide cause effect relation vulnerability adequately support development planning municipal local farm level in context propose test evaluate framework agriculture forestry sector based local causal effect relation strategy measure level vulnerability reduction achieved mediterranean area framework developed based combination dpsir driving force pressure state impact response vulnerability framework reviewed 162 practical measure organized strategy complemented set efficacy indicator framework tested 70 stakeholder six stakeholder workshop planning two farm one municipal actual implementation monitoring framework composed set eight strategy measure clustered assessed using efficacy indicator in evaluation framework 96 stakeholder considered content good good 89 considered final outcome good good finally framework also used ass compare strategy measure presented plan three case study on average 52 2 measure selected three case study dedicated ecosystem resilience 30 9 adaptive capacity 9 1 microclimates 7 4 protection 0 3 mitigation strategy framework considered effective supporting planning farm municipal level useful ass compare plan frame vulnerability reduction future study contribute support planning sector using developing streamlining framework additional different socio ecological context
