,title,wos,clean_abstract
0,"Governmentalities, hydrosocial territories & recognition politics: The making of objects and subjects for climate change adaptation in Ecuador",WOS:000561343700009,become major policy project focus donor government globally in provide insight project mobilize distinct imaginary knowledge claim create territory intervention object well targeted population subject sustain drawing two emblematic project ecuador show object subject created knowledge production process creates discursive rationale b sidestep uncertainty related impact
1,Climate adaptation from a poverty perspective,WOS:000255767100008,already discernible change particularly increase extreme event urgent task nation argues urgent priority especially developing world build resilient society for poor nation poverty alleviation main policy driver although change livelihood strategy driven range factor using case direct indirect examined reference specific livelihood chagga people kilimanjaro tanzania evidence suggests coping strategy maintain livelihood system work long term unless linkage poverty alleviation linking project development notion additionality carry sufficient leverage simultaneously address poverty alleviation it suggested rather micro economic project management broader macro economic frame established a right based approach argued vital driver informing financial institutional political technological policy instrument
2,Progress on integrating climate change adaptation and disaster risk reduction for sustainable development pathways in South Asia: Evidence from six research projects,WOS:000446353300011,due natural vulnerability human factor loss damage natural disaster continue rise south asia there also growing evidence link disaster risk in response call bringing together cca disaster risk reduction drr policy development order address risk efficiently promote sustainable development pathway however progress toward convergence policy arena uneven report group six project awarded three country south asia examine progress need potential mechanism improving implementation cca drr some significant localized improvement cca drr generated primarily facilitating communication across administrative scale local community observed common tendency toward weak institutional coordination agency charged disaster response charged planning well development planning broadly idea sustainable development requires addressing combined natural anthropogenic hazard yet appear penetrated institutional level disaster response planning commonly take place close identifying knowledge need proposing recommendation step toward convergence disaster risk reduction
3,"Toward a Political Ecology of Migration: Land, Labor Migration, and Climate Change in Northwestern Nicaragua",WOS:000433272600021,smallholder labor migration relationship received increasing attention migration often represented either part successful adaptive livelihood diversification symptomatic lack place adaptive capacity using case focus relationship labor migration agrarian livelihood diversification nuanced understanding migration implied simple dichotomy success versus failure smallholder diversification farm largely framed risk spreading practice lower vulnerability but decade advocating livelihood diversification labor migration increasingly part smallholder livelihood activity urgent pose number question why smallholder migrate how labor migration unfold outcome our primary goal explore nature relationship labor migration through empirical fieldwork northwestern nicaragua explore role labor migration smallholder household production reproduction family confront increasingly difficult climatic condition agricultural production relative absence state within neoliberal political economy our analysis draw household survey qualitative interview focus group carried municipality somotillo northwestern nicaragua three year 2013 15 our finding demonstrate household labor migration neither facilitates reflects failure adapt rather reflects weak position smallholder interlocking relation power relative land scarcity experienced many argue labor migration barely maintains semi subsistence agricultural production reinforces existing social inequality raising question regarding conceptualization migration benefit type livelihood diversification
4,What role for local organisations in climate change adaptation? Insights from South Africa,WOS:000394991000006,with increasing funding directed towards cca developing country growing need understand support landing ground impacting targeted vulnerable community due failure top approach international organisation fund demanding direct involvement local actor funding action direct access mechanism developed facilitate channelling fund international local level at level civil society public private organisation key role play assist among vulnerable group but local organisation ready play role developing country in develop apply framework measure adaptive capacity among local organisation through extensive fieldwork south africa assessed capacity local organisation develop implement cca project thus access international fund result highlight key determinant adaptive capacity identify area prioritise capacity building intervention key finding include strengthening local organisation effectiveness e g resource project management capacity flexibility raising awareness link socio economic development promoting partnership knowledge network pathway build adaptive capacity among local organisation south africa
5,Allocation of aid for adaptation to climate change: Do vulnerable countries receive more support?,WOS:000394315800002,wealthy country spend increasing amount aid support developing country committed un framework convention prioritize aid particularly vulnerable while started track aid yet examined allocation across donor recipient country thus know extent vulnerable country indeed receive support address gap ask commitment prioritizing particularly vulnerable country translate actual aid allocation to extent vulnerable country receive aid address question though quantitative analysis data organization economic cooperation development bilateral aid 2011 2014 in contrast study find vulnerability precisely vulnerability indicator matter aid allocation country exposed risk extreme weather event sea level rise receive aid per caput basis percentage aid these result indicate collectively even level individual donor donor align bilateral aid allocation global promise
6,Understanding national barriers to climate change adaptation for public health: a mixed-methods survey of national public health representatives,WOS:000576308300001,purpose to uncover major government constraint enactment implementation public health targeted cca strategy order equip public health stakeholder health advocate knowledge resource necessary effectively mobilize support cca public health response national level design methodology approach a mixed method online survey distributed representative national public health association society 82 country survey comprised 15 question assessing national progress cca public health effect various institutional economic financial technical sociopolitical barrier national adaptive capacity finding survey response 11 country indicated national commitment cca public health increased markedly since prior assessment significant shortcoming remain largest apparent barrier progress domain poor government coordination lack political inadequate finance originality value unique relation prior literature topic effectively capture array country specific yet cross cutting constraint across diverse national context with deepened understanding major determinant national adaptive capacity international actor devise effective evidence informed strategy support national government responding health impact
7,Community-based responses to climate hazards: typology and global analysis,WOS:000462907000002,severity frequency hazard increasing around world because impact acutely felt local community critical improve understanding response option available chosen community conducted mixed method analysis case study reporting community based response hazard based content analysis published case study generated emergent evidence based typology response according nature goal using typology quantitatively analysed 1500 response example determined pattern community level disaster mitigation strategy vary across world region across economic governance condition specifically diversity response lower developing country implementation local level policy planning response le frequent country characterised low governance quality our result confirm although much local community respond challenge also need increased support local activity by synthesising data many local study provides first global evidence base local level policy
8,Using Government Resettlement Projects as a Sustainable Adaptation Strategy for Climate Change,WOS:000408861800088,given increasing migration addressed major consequence growing number scholar suggest planned relocation people government resettlement project grps included review status environmentally induced migration china present empirical case shangnan county northwest china specific grp called massive southern shaanxi migration program mssmp initiated response related impact result showed mssmp helped local resident adapt better reducing exposure risk enabling mobility providing financial incentive raising living standard improving emotional status furthermore mssmp added additional benefit migrant compared traditional grps respecting voluntary participation preparing future risk reducing social isolation via short relocation distance however grps could also seen maladaptation disproportionately increase burden vulnerable community member financially disadvantaged new migrant people left behind suggests grps designed involving multiple strategy supplement grps broadening political scheme consider special need vulnerable group contributes understanding role grps sustainable thereby facilitating design organization implication future similar program
9,"Meeting at the crossroads? Developing national strategies for disaster risk reduction and resilience: Relevance, scope for, and challenges to, integration",WOS:000546981000022,increasing impact disaster hazard prompted international effort promote development national disaster risk reduction resilience drrr strategy intended reduce mortality loss development strategy subject target e sendai framework disaster risk reduction 2015 2030 furthermore increasing understanding need address root cause risk led call greater coherence strategy focus drrr dedicated sustainable development goal purpose increase knowledge associated decision making general sweden particular analyze relevance scope swedish drrr strategy identify driver barrier integrated development implementation based document review interview group discussion representative sweden six european country result highlight growing awareness much remains learnt shared domain order progress towards integrated drrr proof sustainable development in practice strategy developed independently related actor work silo leading power struggle negative impact national local capacity at time window opportunity appearing development national drrr strategy increased policy coherence discus present policy recommendation
