,title,wos,clean_abstract
0,Financing for the climate change adaptation of organic export agriculture in Peru,WOS:000917976000001,objective analyse financing organic export agriculture using method correlation logarithmic regression well exploring source funding in context high international demand find peruvian organic agro export grow direct relation increase land area used organic crop from 2000 2020 export organic product achieved continuous rise 2020 accounted 7 agro export however far little financing found internationally organic agriculture among main financier international level green fund idb invest finance agro export fruit vegetable company peru fao fund yachachiq kamayoq network woman led bio business action adapt peru ifad finance agricultural project avanzar rural peruvian highland amazonia peruvian national institute agrarian innovation fund association farmer piura region improve export organic banana netherlands it recommended policymakers peru implement option among increase land area used organic production promote food security well accessible inno vative financing small organic producer
1,Determinants of climate change adaption among cocoa farmers in southwest Nigeria,WOS:000312098800001,cocoa production nigeria vulnerable analyzed factor influencing different choice cocoa farmer southwest nigeria sampled 515 farmer three cocoa producing state using multistage sampling procedure analyzed cocoa farmer choice probit regression all farmer noticed 78 72 noted excessive rainfall 2011 year education age farmer cocoa land area significantly reduces p 0 10 probability engaging crop diversification it however increase male headship household size member sick age cocoa ownership radio bicycle also year education number cocoa farm cocoa farm distance reduces chance noting weather p 0 10 it also increase member sick ownership radio car mobile phone extension contact chance adequately spraying cocoa pod significantly reduces p 0 10 number cocoa farm increase farming primary occupation member sick age cocoa tree ownership radio motorcycle car mobile phone recommended effort address among cocoa farmer gender sensitive among others
2,Smallholder farmers' preference for climate change adaptation for lowland rain-fed rice production in Lao PDR,WOS:000708648200001,in lao pdr people democratic republic rice one major staple crop planted 80 cultivated area attempted evaluate preference farmer lao survey approach eight adaptation including irrigation nitrogen fertilizer application rate transplanting date shifting first assessed cere rice model two rice cultivar tdk8 tdk11 these adaptation projected rice yield used design survey investigate farmer preference one hundred smallholder farmer dongbung napork nakhaow hardvieng parlai vientiane province lao interviewed for rice yield projection representative concentration pathway rcp 4 5 rcp 8 5 collected coordinated regional downscaling experiment south asia simulation result showed two adaptation irrigation nitrogen fertilizer application rate beneficial reduce negative impact rice yield rcp 4 5 8 5 scenario on hand effect shifting transplanting date inconsistent revealing transplanting date shifting may sufficient adaption region cope result survey investigate rice farmer preference vientiane capital showed farmer preferred installing irrigation system applying doubling nitrogen fertilizer application rate 120 kg n ha 1 however many farmer replied still indifferent adverse impact rice yield reduced implementing technology suggesting raise farmer awareness it concluded useful enhance food security lao pdr providing efficacious agricultural management reflect farmer preference
3,"Changing the planting date as a climate change adaptation strategy for rice production in Kurunegala district, Sri Lanka",WOS:000328861300008,effect changing planting date dry season rice yield simulated using software decision support system agrotechnology transfer dssat 4 5 four rice variety grown kurunegala district sri lanka expected daily weather data year 2090 downscaled district global model output emission scenario a2 b2 published intergovernmental panel using statistical downscaling model sdsm 4 2 dssat model applied simulate future rice yield four rice variety grown district three different planting date 1 planting may base condition 2 advancing planting date 1 month e june 3 planting 1 month earlier e april result show seasonally averaged dry season rice yield would increase compared base condition planting date advanced 1 month hand seasonally averaged rice yield would decrease compared base condition planting date delayed 1 month four variety a2 b2 scenario advancing rice planting date 1 month four rice variety identified non cost strategy rice production kurunegala district
4,"Assessment of Indigenous Climate Change Adaptation Strategies and Its Impacts on Food Crop Yields in Osun State, Southwestern Nigeria",WOS:000535374100010,investigated effect indigenous strategy food crop yield osun state southwestern nigeria it assessed change future 2031 2055 relative baseline period 1992 2016 impact yield 3 staple food crop maize rice cassava robustness identified option adopted local farmer examined view evaluating opportunity integrating indigenous option smart agriculture csa a regional crop modeling system regcm dssat structured questionnaire used a warmer wetter future projected higher frequency occurrence false start rainfall result also suggested future rise yield cassava 8 2 decline maize 9 2 rice 3 6 use organic fertilizer irrigation fadama farming system planting date ranked highly efficient indigenous strategy improved crop yield model simulation projected 3 9 increase cassava yield irrigation farming system adopted approach found offset negative impact future warming yield maize rice increased yield 6 53 1 31 respectively combined use fertilizer planting date found significantly enhance yield maize 27 53 rice 21 49 concludes integrated approach indigenous strategy required csa could significantly reduce negative effect future warming food crop yield
5,Extending grassland age for climate change mitigation and adaptation on clay soils,WOS:000656709800001,permanent grassland soil act sink carbon may therefore positively contribute mitigation compared young 5 15 year since latest grassland renewal old 20 year since latest grassland renewal permanent grassland soil term carbon stock carbon sequestration drought tolerance flood resistance carried marine clay soil 10 dairy farm young old permanent grassland a hypothesized carbon stock larger old grassland 62 mg
6,"Factoring water harvesting into climate change adaptation: Endogenous responses by smallholder farmers in Gwanda district, Zimbabwe",WOS:000546781300001,form temperature increase rainfall variability intensified last three decade recent study southern africa zimbabwe part indicated extreme vulnerability smallholder farmer impact recommended appropriate measure put place in field rainwater harvesting one strategy adopted smallholder farmer drought prone region examines effectiveness field rainwater harvesting strategy smallholder farmer gwanda district zimbabwe data collected semi structured questionnaire administered 45 smallholder farmer five key informant find respondent adopted pit planting mulching field rainwater harvesting technique a respondent practised deep tillage dead level contour ephemeral stream diversion ridge furrow hillside sheet runoff in field rainwater harvesting technique increase time required crop moisture set resulting improved crop yield however farmer reluctant adopt field rainwater harvesting technique labour intensive require technical expertise recommend implementation programme enhance capacity smallholder farmer implement various strategy
7,Matching policy and science: Rationale for the '4 per 1000-soils for food security and climate' initiative,WOS:000459520700002,at 21st session united nation framework convention unfccc cop21 voluntary action plan 4 per 1000 initiative soil food security proposed agenda action initiative underline role soil organic matter som addressing three fold challenge food nutritional security mitigation human induced greenhouse gas ghgs emission it set ambitious aspirational target 4 per 1000 e 0 4 rate annual increase global soil organic carbon soc stock focus agricultural land farmer would ensure carbon stewardship soil like manage day day multipurpose production system changing environment in opportunity challenge 4 per 1000 initiative discussed show 4 per 1000 target calculated relative global top soil soc stock consistent literature estimate technical potential soc sequestration though achievable potential likely substantially lower given socio economic constraint calculate land based negative emission additional soc sequestration could significantly contribute reducing anthropogenic co2 equivalent emission gap identified nationally determined contribution pledged country stabilize global warming level 2 degree
8,The role of community-based watershed development in reducing farmers' vulnerability to climate change and variability in the northwestern highlands of Ethiopia,WOS:000450402500006,community based watershed development cbwd implemented ethiopia since last three decade however benefit watershed development intervention well documented therefore ass contribution cbwd reducing farmer vulnerability impact variability northwestern highland ethiopia data collected systematically selected 157 household using questionnaire questionnaire consists question ecosystem household livelihood capital livelihood vulnerability index lvi inter governmental panel livelihood vulnerability index ipcc lvi method used generate vulnerability index vulnerability index computed three conserved watershed compared one non conserved watershed using one way anova test lvi score ecosystem related indicator significantly low adef wuha compared non conserved watershed similarly lvi score generated agriculture wealth social indicator low tija baji guansa watershed on hand ipcc lvi result show significant difference exposure however sensitivity score conserved watershed significantly lower compared non conserved adaptive capacity two conserved watershed guansa tija baji also significantly lower compared non conserved overall composite vulnerability watershed generated method lvi ipcc lvi showed conserved watershed le vulnerable compared non conserved finding suggest cbwd important strategy reduce vulnerability smallholder farmer ongoing future
9,"Climate, Birth Weight, and Agricultural Livelihoods in Kenya and Mali",WOS:000440270700028,objective to examine association variability birth weight mali kenya relation local agricultural specialization method combined health sociodemographic data demographic health survey kenya 2008 2014 mali 2006 2012 detailed data precipitation temperature vegetation analyzed association variability birth weight using multilevel regression model common agricultural specialization food cropping cash cropping pastoralism result there difference sensitivity among different agricultural community an additional 100 millimeter rainfall 12 month period birth associated 47 gram p 001 89 gram p 10 increase birth weight food cropper kenya mali respectively every additional hot month food cropping community kenya associated 71 gram decrease birth weight p 030 likely food cropper limited use modern agricultural technique overall cash cropper least sensitive variability country conclusion effective strategy essential protecting improving health outcome tailored local household livelihood strategy
