,title,wos,clean_abstract
0,Climate change vulnerability and adaptation in Vietnam from a gender perspective: a case study of Northern province of Vietnam,WOS:000556878000001,purpose analysis vulnerability northern province vietnam gender perspective design methodology approach a survey questionnaire used collect data livelihood vulnerability index lvi calculated 134 female 239 male headed household descriptive statistic synthesized investigate gender perspective finding result show lvi female headed household higher male headed household variation negligible in addition female male farmer area use different method adapt female farmer critically contributed family workforce nevertheless female farmer le accessibility agricultural service training credit limitation implication suggests gendered intervention improvement livelihood adapt developed aspect livelihood furthermore enhancement service woman recognition woman role responding would contribute active originality value study gender perspective vietnam conducted limited scale particularly limited study association gender issue north vietnam thus provide insight gender dimension vulnerability gender based strategy developed
1,Analyzing socio-ecological transformations - a relational approach to gender and climate adaptation,WOS:000435218300003,role gender relation still underdeveloped social science thus fall significantly short reflective power various feminist regarding role gender many available study gender blind reproduce essentialist discourse female vulnerability victimization seek narrow gap broadening perspective relational analysis gender vulnerability it therefore draw classical sociologist approach gender relation inter sectionality debate perspective feminist political ecology on one hand argument identification structural political economic mechanism hierarchization lead differing option among woman men includes international national political economic state civil societal mechanism regulation shape individual collective scope action gender race class specific effect on hand argue stronger analytical focus subject level order capture identity political dynamic contribute unequal option among men woman
2,"A gendered perspective on climate change adaptation strategies: a case study from Yunnan, China",WOS:000866073800001,impact distributed unequally despite affecting entire world inhabitant economically socially culturally deprived group vulnerable impact woman comprise majority among vulnerable group therefore crucial stress gendered perspective strategy promote gender equality sustainable development to end document strategy employed farmer examines gender difference practice yunnan province china a random sampling technique used select 1520 household head survey used descriptive statistic multivariate probit model document four category measure set household feature social network financial asset perception variable discovered female male respondent significantly differ knowledge perception female male headed household respondent differ adopting measure measure female male headed household influenced different set factor significant determinant female male headed household perception drought event last 20 year followed access loan income non farm based work positive significant impact male headed household finding help elucidate determinant decision female male headed household farming community strategic intervention necessary effective
3,Climate change perceptions and challenges to adaptation among smallholder farmers in semi-arid Ghana: A gender analysis,WOS:000564509500005,gender sensitive strategy improve gender equality woman development agrarian community used qualitative quantitative method focus group discussion key informant interview household survey explore perspective men woman including impact farming activity household well challenge faced mitigating impact empirical data showed similarity perception men woman rising temperature shortened cropping season increasing erratic rainfall main climatic stressor lack money inadequate access labor among woman inadequate access extension old age poor health among men major constraint mitigating impact integrating gender need planning intervention development help build resilient farm household
4,Who Would Watch the Animals?: Gendered Knowledge and Expert Performance Among Andean Pastoralists,WOS:000617913900001,in recent decade global regional pastoralist development initiative articulated project goal within broader objective development program high andes sought diminish pastoralist vulnerability impact shifting seasonal weather pattern glacial retreat despite increase attention gendered distribution risk strategy globally woman alpaca herder andes continue sidelined discussion around animal health pasture management i argue woman marginalization reflects way pastoralist expertise ascribed reproduced interactional encounter andean woman herder lack access social political economic resource necessary perform expertise ratified way consequence left critical decision making process around an attention woman herding work yield insight pastoralist knowledge skill distributive relational embedded within social network increasing risk fragmentation
5,"Gendered climate change adaptation practices in fragmented farm fields of Gamo Highlands, Ethiopia",WOS:000526701100003,objective ass existence gendered practice smallholder farmer gamo highland ethiopia hypothesized smallholder practice gendered land fragmentation gendered division labour to explore considered sustainable land management practice tool sustainable assessed effect land management practice deployed land fragmentation intra household time allocation result indicate although land fragmentation increased hour worked men woman significantly fragmentation increased working hour men woman application larger number sustainable land management practice increase mean working hour woman leaf unaffected working hour men implying practice gender biased therefore guide land management decision pointing fragmentation result long working hour practice may disproportionately affect woman
6,"Gender and Adaptation to Climate Change: Perspectives from a Pastoral Community in Gujarat, India",WOS:000450017500009,rural community garnered much attention recently within body knowledge two omission notable first coping response agricultural community variability extreme discussed extensively rural planning pastoral agro pastoral community neglected homogenized considered ancillary sedentarized agriculture mechanism used community confront socio economic institutional limitation remain relatively unexamined second much known pastoral woman perception coping examines socially situated perspective woman maldhari pastoral community gujarat western india finding reveal pathway traditionally utilized maldharis constrained institutional policy social context community placed specific impact woman lack recourse traditional pathway face vulnerability trigger coping response survival livelihood food security produce gendered burden especially term woman work local perspective thus shed light constraint impact woman marginalized pastoral community
7,"Adaptation strategies employed by rural women in the face of climate change impacts in Vhembe district, Limpopo province, South Africa",WOS:000773928500001,purpose documented strategy employed rural woman vhembe district reel impact woman heavily plagued impact gender worldwide attributed high dependence natural resource survival low adaptive capacity illiteracy social ascribed role limit participation initiative like men high poverty level despite daunting fact woman vulnerability vagary impact woman agent social remained passive victim impact design methodology approach adopted qualitative methodology guided multi case design a sample 25 participant selected simple random purposive sampling technique data collected using focus group discussion individual interview analysed thematically rural woman traditional leader served key informant participated finding established effect rural woman real however cocktail strategy employed woman vhembe district response effect strategy include livelihood crop diversification use indigenous knowledge system harnessing social capital among household based strategy originality value recommends best way assisting rural woman adapting amelioration poverty enhancing capacity building woman elimination system serve barrier effective
8,Gendered vulnerabilities and grassroots adaptation initiatives in home gardens and small orchards in Northwest Mexico,WOS:000392285000008,with retreat state neoliberalism lack negligible government non governmental support reasserts grassroots initiative global strategy a feminist political ecology approach concept adverse inclusion used facilitate analysis social difference shaping local level adaptive response adaptive response small farmer border village san ignacio sonora mexico increasingly vulnerable water scarcity changing labor market studied gender difference production site translate diverse vulnerability adaptive strategy local capacity initiative focus policy avoid viewing woman men passive face global dynamic strategy san ignacio woman men home garden small orchard hold lesson region particularly related via agrobiodiversity water resource management diversified agricultural livelihood
9,"People Who Once Had 40 Cattle Are Left Only with Fences: Coping with Persistent Drought in Awash, Ethiopia",WOS:000560437100005,how support responding environmental resource constrained environment central literature adaption our explores gap literature relating negotiation intra household relation resource access across different type household context social environmental transition using example semi arid awash region north eastern ethiopia experienced drought alien plant invasion past decade explore men woman use change household structure relationship adapt effectively draw evidence life history 35 pastoralists across three rural peri urban urban community using dorward et al taxonomy find afar people stepping also stepping shifting pastoralism agriculture salaried employment a often involves splitting household across multiple location look reconfigured household support pastoralists wellbeing
10,"Gender, social capital and adaptive capacity to climate variability A case of pastoralists in arid and semi-arid regions in Kenya",WOS:000487285800010,purpose purpose investigate relationship gender social capital adapting variability arid semi arid region turkana kenya design methodology approach undertook literature secondary data source conducted focus group discussion fgds key informant interview kiis statistical package social science spss used analyze data quantitative part finding vulnerability influenced age gender education disability elderly woman considered vulnerable variability poorest community followed elderly men disabled female headed household married woman men finally youth le 30 per cent woman men katilu loima able read write cross tabulation result show statistical significant relationship gender age education level vulnerability implies gender age education level significant effect vulnerability social implication draw several effort show critical relationship gender social capital they tracking measuring development framework ending drought emergency common programme framework feminist evaluation approach originality value important identifying link gender social capital
11,"Unravelling local adaptive capacity to climate change in the Bolivian Amazon: the interlinkages between assets, conservation and markets",WOS:000392425900010,examines household adaptive capacity deal climatic among tsimane indigenous society bolivian amazon explores exposure conservation policy access market shape capacity surveyed tsimane adult 77 men 34 woman living four community different accessibility regional market four community located indigenous territory two overlapped co managed biosphere reserve compared household capacity indicator access social financial natural asset entrepreneurial skill human resource also assessed conservation market condition capacity our result show across community household clustered four group differentiated adaptive capacity profile commoner typically participating community meeting vulnerable characterized low share adaptive capacity indicator leader typically holding community position subsidized mostly relying government remittance overlap biosphere reserve significantly associated adaptive capacity profile vulnerable household in contrast access market seem related household adaptive capacity discus relevant behavioral structural factor current climatic change priority measure foster local adaptive capacity indigenous territory overlapping protected area
12,A gender approach to understanding the differentiated impact of barriers to adaptation: responses to climate change in rural Ethiopia,WOS:000381212500013,while received fair amount attention debate barrier focus specific recent discussion in discussion barrier generally treated uniform negative impact actor however argue precise nature impact barrier different actor far largely overlooked our two drought prone community rural ethiopia set examine female male headed household adapt particularly focusing variety barrier influence choice measure varying extent to purpose built conceptual framework based sustainable livelihood approach data collected using semi structured interview focus group discussion male female headed household community leader local extension worker our finding suggest gender based difference choice measure household level driven cultural social financial institutional barrier barrier particularly interacting differentiated impact upon different actor outcome hint need donor policymakers develop intervention strategy sensitive fact
13,"Gendered perception and vulnerability to climate change in urban slum communities in Accra, Ghana",WOS:000457941000002,known differential impact global south gender poverty determining factor in ghana factor come play woman living slum bear brunt impact in spite majority gender focused rural community detriment poor urban counterpart using critical feminist intersectional approach investigates interplay gender socio economic institutional place based factor shape vulnerability three slum urban accra ghana result demonstrate pose serious environmental hazard resident slum perception knowledge regarding cause impact hazard differentiated gender age educational status place based variable woman generally showing lower level awareness male counterpart result indicate irrespective age educational attainment people live woman found overall vulnerable despite experiencing similar level exposure men virtue limited access productive resource poor condition housing low participation decision making well heavy domestic responsibility placed conclude imperative policy maker formulate implement appropriate adaptive measure gender sensitive context specific manner respond different vulnerability faced different category social group community city global south
14,Gender and climate change linkages in the semi-arid region of Ghana,WOS:000549660500001,projected serious impact sector world agriculture sector one vulnerable sector implication smallholder farmer semi arid region africa term poverty food security several research carried perception little investigation unpack gender difference influence strategy investigates gender difference gender specific strategy variability a household survey conducted august december 2014 using pre tested questionnaire 150 male 150 female farmer randomly sampled 14 community within bolgatanga municipality bongo district result show existence gender difference strategy both gender group perceived climatic variability 49 male 40 female headed household hh adopted strategy cope increasing temperature 56 male 49 female adapted decreasing precipitation on hand 62 male 60 female hh adapted increasing drought spell main difference male female strategy male prefer migrate seek employment part country whereas female prefer engage farm job trading basketry shea butter processing age farmer access extension service credit perceived loss soil fertility among factor influenced farmer strategy policy decision promote variability take factor consideration
15,Intersections of Gender and Marital Status in Accessing Climate Change Adaptation: Evidence from Rural Tanzania,WOS:000368869000004,scholar increasingly recognizing importance gender vulnerability often either dichotomize men woman homogeneous category limit comparing male female headed household use intersectionality framework examine adaptive strategy tanzanian farmer mediated gender marital status drawing focus group discussion using logistic regression analyze questionnaire data compare relative adoption different adaptive strategy single married divorced widowed men woman our show woman marital status vital factor determining access adaptive strategy le important factor case men show compared woman widow female divorcee disadvantaged field agricultural water management divorced woman assume relatively income earning activity outside farming sector finally find evidence livelihood diversification household level specialization individual household member based empirical evidence develop typology synthesize linkage gender marital status adaptive strategy subsequently emphasize importance intersectionality approach gender policy practice
16,"Examining the Interplay between Economic Development and Local Women Vulnerability to Flood Impacts in Selected Local Areas in Durban, South Africa",WOS:000749400600001,probe rural economic development approach selected informal settlement durban approach affect vulnerability local black woman flood impact within area qualitative data gathered semi structured interview focus group discussion 25 local black woman inanda ntuzuma kwamashu umlazi five key informant ethekwini durban metropolitan municipality also interviewed finding showed although improved economic development selected settlement constitute informal settlement designated black south african apartheid era economic development approach significantly improved livelihood adaptive capacity local woman suggests multidimensional approach development practical inclusive equitable address local woman challenge associated sustainable livelihood
17,"Seasonality, climate change, and food security during pregnancy among indigenous and non-indigenous women in rural Uganda: Implications for maternal-infant health",WOS:000633030400027,background expected decrease food security globally many indigenous community heightened sensitivity food insecurity multifactorial reason including close relationship local environment socioeconomic inequity increase exposure challenge pregnant woman additional sensitivity food insecurity antenatal undernutrition linked poor maternal infant health examined pathway influenced food security pregnancy among indigenous non indigenous woman rural uganda specific objective characterize 1 sensitivity associated decline food security pregnant indigenous woman 2 woman perception impact food security pregnancy 3 change food security maternal infant health time observed woman method using community based approach conducted eight focus group discussion four indigenous batwa community four non indigenous community kanungu district uganda subject food security pregnancy thirty six woman 1 pregnancy participated data analysed using constant comparative method thematic analysis result woman indicated food insecurity common pregnancy bidirectional relationship antenatal health issue food security thought decreasing due weather change including extended drought unpredictable season harming agriculture woman linked food insecurity decline maternal infant health time despite improved antenatal healthcare while community described food security struggle challenge indigenous woman identified described severe conclusion program promoting woman adaptive capacity required improve food security pregnant woman maternal infant health these intervention particularly needed indigenous community often face underlying health inequity however resiliency among mother strong support reduce food security challenge changing
