,title,wos,clean_abstract
0,THE MULTILEVEL PATH TO CLIMATE CHANGE ADAPTATION,WOS:000914652100012,much neglected urgent matter society frequent extreme weather event fire rising sea level event expected effect organization must prepare adapt present systematic literature analyzes factor influence organization strategic decision making finding lead model elaborated explain role factor considering level influence individual organizational institutional contributes literature proposing model explains relationship internal external factor multilevel context model identifies risk perception one main contingent factor adapting other contingent factor organizational resource capability stakeholder partnership finally demonstrates public policy value individual experience cognitive capacity important antecedent process
1,Adaptation to Climate Change in Developing Countries,WOS:000265440700001,given increasing international attention confidence projection getting higher developing country specific need due high vulnerability way carry great part global cost although rising atmospheric greenhouse gas concentration mainly responsibility industrialized country provides status developing country an overview observed projected given recent literature impact vulnerability reviewed including emerging focus mainstreaming development plan program also serf introduction seven article special issue developing country it concluded although many useful step taken direction ensuring adequate developing country much work still remains fully understand driver past effort need future mainstream general development policy
2,The multilevel path to climate change adaptation,WOS:000914652100004,much neglected urgent matter society frequent extreme weather event fire rising sea level event expected effect organization must prepare adapt present systematic literature analyzes factor influence organization strategic decision making finding lead model elaborated explain role factor considering level influence individual organizational institutional contributes literature proposing model explains relationship internal external factor multilevel context model identifies risk perception one main contingent factor adapting other contingent factor organizational resource capability stakeholder partnership finally demonstrates public policy value individual experience cognitive capacity important antecedent process
3,"Incremental, transitional and transformational adaptation to climate change in resource extraction regions",WOS:000769810800017,non technical summary mining region affected supply energy water required operation become hazardous adverse weather event adapting take three form incrementally improving resilience mining operation transitioning inclusive governance institutional policy innovation profound transformation shift balance power including profit sharing localized control cessation mining entirely clarifying pathway help identify priority inform policy fairer sustainable future mining region take place technical summary mining region strategically important response given advance global governance shifting risk extraction site there sustainability justice consideration offer critical lesson design region systematically review evaluates social interdisciplinary science literature mining region order identify goal scale proposed solution shortcoming possible learning opportunity employ framework pathway distinguishes incremental transitional transformational in way contributes growing literature resource extraction providing understanding mining region occur find lack clarity adaptive response behaviour framed conceptual lens need multi scalar dynamic polycentric empirical practical work identify enable mining region deploying technology also better governance practice egalitarian power structure
4,Behavioral adaptation to climate change in wildfire-prone forests,WOS:000447165600008,link increased wildfire risk highlight need wildfire prone landscape while extensive focused level community policy governance system limited understanding level individual behavioral response individual directly experience adverse effect wildfire also shape exposure wildfire risk mitigation practice without knowledge whether behavior adaptive decision maker limited ability design ass policy improve outcome wildfire prone region likewise greater understanding process behavioral occurs improve theory behavior risk specifically psychological social factor mediate effect hazard condition behavior review scholarship biophysical psychological social factor shape behavioral wildfire prone forest our highlight opportunity improve theory assist risk mitigation policy intervention focusing greater attention dynamic feedback involving hazard behavior outcome well accounting variation behavior wildfire hazard condition categorized vulnerability institution
5,CLIMATE CHANGE ADAPTATION IN SERBIA: THE ROLE OF INFORMATION NETWORKS,WOS:000386355900004,importance problem caused global warming increased ghg emission recognised international community responded challenge growing number study agreement policy dealing prevention mitigation shift green economy confirmed highest development aim establishing balanced relationship environmental policy economic efficiency technological upgrading behavioural transition one main global assignment epoch importance knowledge innovation also emphasised availability diffusion exchange represent key reinforcement green transition especially society facing severe economic social environmental problem caused sensitive local circumstance case serbia focus present one possible path towards conditioned two turbulent decade recent history country since democratic change 2000 environmental issue become visible institutional governmental level introduction new environmental law funding preparation implementation specific document strategy non institutional non governmental level different environmentally focused initiative usually supported international regional local fund however level information network represent inevitable structural ingredient enables sustainable locally adjusted approach following global trend information network serbia mainly used domain public communication change covering three major thematic area adaptability human behaviour ecological awareness general efficiency considering specificity provides detected practice related use information network global local level stressing possible benefit limitation context serbia first part introduces global background problem summarising major environmental trend problem policy response emphasising relation urban ised environment second part dedicated case serbia focusing three aspect general condition environment legal framework perception recognition urban context environmental effect recent development document third part focused relation information network built environment city change providing overview global trend serbian practice possible improvement detected local weakness given concluding part
6,Climate-Change Adaptation Framework for Multiple Urban Areas in Northern Portugal,WOS:000539970400002,increasingly exerting pressure intensified impact short medium long term city highly vulnerable impact recognized play significant role european strategy intends develop framework identify effective measure evaluated using multi urban area located north portugal case framework developed following urban support tool ast adapted portuguese reality weather forecasting wrf model used provide future projection high level spatial resolution area increasing accuracy identification future climatic vulnerability result show tendency increase extreme weather event associated increase temperature annual accumulated precipitation variable a set urban rural measure promote sustainable development path adaptability increase city resilience presented discussed
7,Investment needs for climate change adaptation measures of electricity power plants in the EU,WOS:000361780600002,expected impact power sector leading among others need measure sector near future analysis need adapt impact power generation technology europe 2100 europe broadly divided four geographic zone regional impact quantified help ensemble rt2b data european future technology mix based two eurelectric energy scenario baseline 2009 power choice a risk assessment model formulated ass cost power plant adapting analysis show thermal generation unit urgently need measure flood whereas shore wind power plant would need take investment sea level rise furthermore electricity grid need adapt increased incidence storm finally hydro generation mediterranean region need adapt lower level precipitation
8,European island Outermost Regions and climate change adaptation: a new role for regional planning,WOS:000495924400003,some european region experiencing unprecedented impact due island outermost region also affected phenomenon when island higher level functional complexity increase difficulty defining urban regional planning tool a comparative analysis characteristic island comparing land use demographic density efficacy planning tool incorporating developed order understand transformation produced regulatory framework through case study gran canaria spain reunion island france show high level urban peri urban land use pressure focus analysing degree mainstreaming strategy key element land use planning context result show dysfunction need incorporation climatic issue land use management insular planning tool generally consider excessive top management observed decision making process contributes new case study literature comparing two non sovereign european island review regulatory framework insular context related
9,Decision Support for Integrated Management of Local-Level Adaptation to Climate Changes: The Case of Serbia,WOS:000655823200001,projected change additionally increase already significant risk natural hazard related disaster serbia west balkan region whole serbia introduce strategy mitigation however national decision support system implementation law strategy yet developed contributes implementation policy subnational level development decision support model local level management process explores potential synergetic application multicriteria decision making analysis probabilistic reasoning method focusing bayesian network analytical hierarchy process geographic information system selection priority measure based formation causal chain enable linking management decision socioeconomic biophysical consequence articulated sequence conditional relationship a model tested forestry sector clearly pointed development early warning system planning water intake basin priority measure since result shown probability distribution alternative solution model assist decision maker prompt evaluation various scenario
