,title,wos,clean_abstract
0,Can we use crop modelling for identifying climate change adaptation options?,WOS:000437060700005,model projection coupled process based crop model advocated assessing impact crop yield informing crop level adaptation however reported study vague choice global circulation model gcms projection corresponding uncertainty type model simulation here investigated whether crop modelling used identifying crop management level option focused analysis case maize southern africa using apsim crop growth model projection 17 individual model period 2017 2060 contrasting representative concentration pathway 2 6 8 5 intensification nitrogen fertiliser use 30 90 kg n ha 1 simulated example crop management level uncertainty crop yield prediction 30 60 e larger expected crop response management level intervention adaptation variation simulated yield caused inter seasonal rainfall variability uncertainty model some gcms resulted significantly different maize yield prediction without clear pattern across site given high uncertainty argue crop modeller cautious informing future crop management strategy based crop model ensemble a better use crop model simulation crop response current weather variability aiming identification crop management practice coping variability promising practice evaluated farmer feasibility range plausible future biophysical socio economic farming condition
1,Climate change impact and adaptation for wheat protein,WOS:000453370700014,wheat grain protein concentration important determinant wheat quality human nutrition often overlooked effort improve crop production tested applied 32 multi model ensemble simulate global wheat yield quality changing potential benefit elevated atmospheric co2 concentration 2050 global wheat grain protein yield likely negated impact rising temperature change rainfall considerable disparity region grain protein yield expected lower variable low rainfall region nitrogen availability limiting growth stimulus elevated co2 introducing genotype adapted warmer temperature also considering change co2 rainfall could boost global wheat yield 7 protein yield 2 grain protein concentration would reduced 1 1 percentage point representing relative 8 6 adaptation benefit grain yield always positive grain quality putting additional pressure global wheat production
2,The Impact of Climate Change on Agricultural Productivity in Tanzania,WOS:000728473500001,investigates impact agricultural productivity tanzania focusing maize paddy staple food crop use tanzania national panel survey np data 2008 9 2010 11 2012 13 result suggest significant impact weather variable temperature rainfall shock agricultural productivity tanzania also farmer education appears reduce impact temperature shock productivity these finding imply need policy intervention ensure farmer equipped well use modern farming technology input
3,"Modelling impacts of climate change on arable crop diseases: progress, challenges and applications",WOS:000382348400015,combining crop growth crop disease model predict impact crop disease guide planning strategy ensure future food security summarises recent development modelling impact crop disease emphasis major challenge highlight recent trend use multi model ensemble modelling crop modelling contributing towards measure uncertainty impact projection aspect uncertainty remain largely unexplored impact assessment still concentrated crop disease beginning investigate arable crop disease dynamic landscape level
4,Land management strategies for improving water quality in biomass production under changing climate,WOS:000413801700001,corn belt state largest corn production area united state fertile land ideal attribute particularly important region also play key role production bioenergy feedstock focus potential streamflow sediment nitrogen phosphorus due land management practice south fork iowa river sfir watershed iowa watershed covered primarily annual crop corn soybean with cropland conversion switchgrass stover harvest implementation best management practice bmps establishing riparian buffer applying cover crop significant reduction nutrient observed sfir watershed historical future scenario under historical scenario suspended sediment s total nitrogen n phosphorus p outlet point sfir watershed could decrease 56 7 32 0 16 5 respectively compared current land use portion cropland converted switchgrass cover crop place could cause increase 9 7 s 4 1 n 7 2 p compared current land use under future scenario nutrient including s n p reduced land management practice bmps 54 0 s 30 4 n 7 1 p water footprint analysis revealed change green water highly dependent land management scenario highlight versatile approach landscape management available address acknowledged complex nature different perspective water sustainability further involving implementing landscape design management using long term monitoring data field watershed necessary verify finding move toward watershed specific regional program
5,Greater Sensitivity to Drought Accompanies Maize Yield Increase in the US Midwest,WOS:000335157700043,a key question whether existing cropping system become le sensitive variation use field level data set maize soybean yield central united state 1995 2012 examine change drought sensitivity although yield increased absolute value level stress crop sensitivity maize yield drought stress associated high vapor pressure deficit increased greater sensitivity occurred despite cultivar improvement increased carbon dioxide reflects agronomic trend toward higher sowing density result suggest agronomic change tend translate improved drought tolerance plant higher average yield decreasing drought sensitivity yield field scale
6,Estimating first-grade rice production due to high temperature after heading date utilizing the statistical data,WOS:000489903500006,several eco physiological process based crop model used combination model predict agricultural yield ass impact however quality degradation rice caused influence prevailing problem although extensive elucidation mechanism occurrence white immature grain high temperature resulting quality degradation fewer study incorporate prediction model in statistical model estimate first grade rice ratio developed three major rice cultivar japan parameter heat dose index estimated employing particle swarm optimization method parameter statistical model estimated maximum likelihood method parameter statistical model varied depending cultivar variety it observed statistical model showed varied prediction accuracy first grade rice ratio based temperature incorporated model daily mean maximum minimum temperature our result generate accurate prediction impact rice production incorporating farmer choice including shift transplanting day
7,Impact of Climate Change on Crop Yield: A Case Study of Rainfed Corn in Central Illinois,WOS:000270009300010,ass effect crop yield soil water balance perspective uncertainty regional scale model local scale variability emission scenario crop growth model combined explore possible range effect rainfed corn yield central illinois 2055 result show drier warmer summer corn growth season wetter warmer precrop postcrop season likely occur greater temperature precipitation variability may lead variable soil moisture crop yield larger soil moisture deficit crop yield reduction likely occur frequently increased water stress likely pronounced flowering yield formation stage expected rainfed corn yield 2055 likely decline 23 34 probability yield may reach 50 potential yield range 32 70 measure instituted among multiple uncertainty source greenhouse gas emission projection may strongest effect risk estimate crop yield reduction effect various uncertainty offset degree uncertainty considered jointly an ensemble gcms equal weight may overestimate risk soil moisture deficit crop yield reduction comparison ensemble gcms different weight determined root mean square error minimization method risk estimate presented implies needed avoid reduced corn yield resulting profit loss central illinois
8,Agronomic and ecophysiological evaluation of an early establishment of perennial wheat lines in Central Italy,WOS:000676086300001,perennial crop emerging effective strategy adapting also mitigating net greenhouse gas emission agriculture aim investigate agronomic physiological performance selected perennial wheat genotype derived cross triticum aestivum l thinopyrum spp evaluate could give contribute face change restore soil health four perennial wheat genotype grown central italy compared term agronomic trait root development biomass length ecophysiological parameter annual common wheat cultivar plant average taller perennial wheat genotype annual wheat well number tiller per plant 49 root length 43 root biomass 31 year whereas perennial wheat kernel smaller 15 post harvest regrowth occurred different amount perennial wheat genotype in term ecophysiological response perennial wheat line revealed higher soil respiration lower stomatal conductance annual wheat on contrary transpiration rate water use efficiency photosynthesis higher annual genotype perennial one environmental benefit adopting perennial grain discussed together suggestion optimal field management future breeding strategy
9,Dataset of historic and modern bread and durum wheat cultivar performance under conventional and reduced tillage with full and reduced irrigation,WOS:000828066500011,conservation agriculture ca agronomic management system based zero tillage residue retention due potential reduction soil erosion improved water availability ca becoming important many region world however increased bulk density large amount crop residue may constraint early plant establishment hold especially true irrigated production area high yield potential genotype x tillage effect yield well understood unclear whether tillage evaluation factor breeding program fourteen cimmyt bread triticum aestivum thirteen durum triticum turgidum wheat genotype created 1964 2011 tested yield agronomic performance cimmyt experimental station near ciudad obregon mexico nine season genotype subjected different tillage irrigation treatment consisted conventional permanent raised bed full reduced irrigation dataset includes trait collected growing period day emergence day flowering maturity plant height ndvi day flower ing maturity grain production rate harvest yield harvest index thousand grain weight spike 2 grain 2 test weight weather data daily minimum maxi mum temperature rainfall six year data 26 genotype published along honsdorf et al 2018 field crop doi s10 1016 j fcr 2017 11 011 updated dataset includes three additional season data harvest year 2016 2018 additional bread wheat genotype borlaug100
