,title,wos,clean_abstract
0,Advancements of sustainable development goals in co-production for climate change adaptation research,WOS:000806489000002,united nation sustainable development goal sdgs new discursive regime encompasses global environmental challenge sustainability science including co production knowledge become key intrinsic component sustainability science in investigate sdg agenda included application participatory approach co production knowledge finding process project whose objective foster context sdgs categorize method employed forward co production investigate 1 whether co production approach localize sdg target address tradeoff synergy 2 whether focus power asymmetry political dimension participatory process 3 whether literature show sdg agenda contributes shift role researcher towards interventionist approach co production our result show little evidence sdg agenda contributes shift towards interventionist transformative approach within further identified missed opportunity exclusion social sdgs sdg 5 10 discussion co production sgds most importantly find participatory effort including co production knowledge localizing sdg goal resolving tradeoff benefit salient aspect tie three co production sdg agenda together such participatory localizing process great potential facilitating long enduring empowerment legitimacy effort
1,"Scale, colonisation and adapting to climate change: Insights from the Arabana people, South Australia",WOS:000543361000014,role knowledge assisting indigenous people adapt gaining increasing attention local study provide rich insight knowledge used report result qualitative cross cultural collaboration arabana indigenous people south find arabana people corpus observed historical knowledge forged sustained period colonial invasion offer fine level detail likely impact captured regional scientific projection knowledge includes actual observation recent variability well change flora fauna land cultural site historical knowledge observation environment important arabana people ancestral traditional knowledge informing contemporary policy affect surroundings arabana knowledge set impact also found intimately interconnected regional socio economic activity pastoralism mining legacy colonisation cannot divorced cultural perception discussion impact conclude order forge appropriate response impact dialogue policy maker arabana need acknowledge legitimacy arabana knowledge particularly historical knowledge grafted colonial dispossession
2,Indigenous climate change adaptation: New directions for emerging scholarship,WOS:000849068200001,although indigenous people perspective concern always accommodated practice burgeoning literature helping reframe decolonise line indigenous people lived experience in bring together decolonising intersectional scholarship chart progress made better analysing responding indigenous context identify wealth literature helping decolonise scholarship praxis attending colonial neo colonial injustice implicated indigenous people vulnerability taking seriously indigenous people relational ontology promoting draw indigenous capacity aspiration self determination cultural continuity despite call interrogate heterogenous experience within indigenous community decolonising scholarship made limited advance area examine small body take intersectional approach explores multiple subjectivity identity indigenous people occupy produce unique vulnerability capacity encounter policy suggest field might expanded drawing related study indigenous development natural resource management conservation feminism health food sovereignty greater engagement intersectionality work drive innovation decolonising scholarship practice it mitigate risk maladaptation avoid entrenchment inequitable power dynamic ensures even marginal group within indigenous community benefit policy programme
3,"Nature Protection Organizations and Climate Change in the Netherlands, Germany, and the United States",WOS:000343267900002,investigates message ten nature protection organization netherlands united state communicate member public internet site member magazine annual report based analysis content conclude organization address varying extent differing way all organization note major problem significant impact nature addressed mainly via mitigation with partial exception dutch group also inform member domestic politics other theme including international dimension consumer behavior collaboration criticism business effort pressure business government received le emphasis overall how much emphasis organization gave theme conditioned tradition constituency national context international affiliation
4,"Climate Change Mitigation, Adaptation Practices, and Business Performance in Brazilian Industrial Companies",WOS:000856717300001,sought analyze level adopted mitigation practice relationship performance brazilian industrial company data collected e survey 40 brazilian industrial company linked carbon disclosure project cdp analyzed using univariate multivariate statistical method mitigation practice adopted independent variable performance parameter financial innovative production market export performance included dependent variable our finding indicate brazilian industrial company adopting corporate practice mitigation show relationship mitigation practice different dimension corporate performance contributes scientific advancement developing theoretical model address integrated manner managing mitigation practice corporate performance
5,Enhancing Resilience and Justice in Climate Adaptation Laws,WOS:000462865800005,resilience thinking approach understanding managing increasingly central law policy yet influence law policy distribution impact often overlooked study socio ecological resilience demonstrates environmental justice scholarship help address gap literature relating law resilience drawing existing literature identifies four principle promote resilience justice law law must prepare respond ii address distributive effect iii promote participation process iv cross sector scale each criterion implemented part existing legal process might also supported incremental law reform developing resilience justice dimension enhance effectiveness law addressing impact
6,Policy Capacity and the Ability to Adapt to Climate Change: Canadian and U.S. Case Studies,WOS:000313490900001,special issue contributes extant empirical scholarship assessing governmental capacity meet significant policy challenge case related includes detailed examination five policy sectorsfinance infrastructure energy forestry transportationin two country united statesin order determine kind governance arrangement analytical capacity exist area changing interrelate status evolution outcome sector article provide comprehensive sampling policy network structure behavior organizational mandate resource actual job duty training policy actor across sector federal subnational level government
7,Cross-level linkages in an ecology of climate change adaptation policy games,WOS:000437397400040,social ecological outcome environmental governance system shaped interplay across spatial level policy actor decision making forum operate focus condition actor participate policy forum operating higher lower level actor level draw upon theory network science transaction cost formulate test prediction overall prevalence cross level linkage well condition policy actor engage linkage estimate exponential random graph model using data collected survey policy actor participating decision making forum operating different spatial level within lake victoria region east africa within governance system effort improve adaptive capacity across national boundary diverse vulnerable population hinge well policy forum operating regional higher level attract participation actor access information local condition efficiency actor disseminate funding technical resource local policy forum well process occur via cross level linkage find actor le likely engage cross level linkage compared within level linkage conditioning general tendency actor even le likely participate forum operating lower level collaborator also participate by contrast actor likely participate forum operating lower level influential actor jointly participate these finding highlight distinct role social political capital cross level forum participation implication effort improve governance lake victoria region well multilevel governance system
8,"Climate change and water governance in Saskatchewan, Canada",WOS:000209451900001,purpose purpose ass success challenge focusing water governance institution saskatchewan province located western prairie design methodology approach a framework vulnerability adaptive capacity effect employed data obtained qualitative conducted interview focus group stakeholder people playing role water governance saskatchewan finding there many positive institutional development improved saskatchewan adaptive capacity promising creation local watershed advisory committee poised implement ground water management decision what lacking however long term comprehensive plan built flexibility address present future variability without long term baseline plan vision saskatchewan rural community agricultural sector remain vulnerable present future induced water stress practical implication show need increased inter disciplinary approach addressing environmental issue increased need academic government industry partnership working towards capacity building sustainable response originality value inter disciplinary first kind conducted region blend contribution physical social scientist government rural stakeholder
9,Investing in Climate Change Adaptation: Motivations and Green Incentives in the Fiji Islands,WOS:000446282700035,investigate interplay individual intrinsic motivation green incentive stated adaptive behavior using experimental survey data fiji island find intrinsic motivation favoring pro environmental belief positively influence intention adapt moreover find green incentive crowd intrinsic pro environmental motivation facilitate uptake adaptive investment demographic factor ethnicity occupation participation access credit also influence cognitive behavioral construct varying degree
10,One model fits all? On the moderating role of emotional engagement and confusion in the elicitation of preferences for climate change adaptation policies,WOS:000290192700018,environmental economic psychological study often implicitly assume homogeneity respondent decision strategy questionnaire based survey however social psychology behavioural suggest wide variety approach individual use make choice explore heterogeneity backdrop called dual process model analysing participant response survey public belief preference policy find postulate two different type decision making systematic analytical heuristic holistic indeed help u understand pattern respondent behaviour turn underpinned respondent motivation ability process information participant motivated able process information provided likely express preference line belief policy whereas le motivated confused likely use generalised rule thumb specific policy issue hand depending theoretical framework heterogeneity response consistency use generic rule thumb might implication usefulness survey outcome discus implication finding draw conclusion survey based environmental
11,Thinking about the past in order to adapt to climate change. The necessary contribution from Latin American environmental history,WOS:000457393700002,highlight important participation history design adaptive strategy present future also balance reflection historical perspective mainly anglo saxon academic world exception latin america invitation go beyond story conjuncture failure reconstruct medium long term vision relationship society include case result fateful finally indicates task methodology agenda environmental historian latin america
12,Understanding the framings of climate change adaptation across multiple scales of governance in Europe,WOS:000299442000001,strategy emerging across europe society attempt adapt challenge changing environment social constructivist analysis environmental policy especially emphasising framing useful teasing framing policy problem they also shed light underlying assumption steer guide public environmental policy using theoretical concept framing analyse policy across different scale governance four european country sweden finland united kingdom italy drawing policy document country well semi structured interview practitioner development policy process especially defined within process examined four major framing identified planning economic risk vulnerability existing measure these frame affect conceptualised policy problem defined ultimately policy develops
13,Affective adaptation = effective transformation? Shifting the politics of climate change adaptation and transformation from the status quo,WOS:000708161500001,alarming rate environmental catalyzed scholar call fundamental transformation social political economic relation yet cautionary tale power politics constitutive effort fill literature show relational framing transformation demand political cross scalar socionatural analysis probe affect effect better grasp transformative unfolds bring affect theory conversation literature politics socio environmental transformation subjectivity empirical work frame analysis around three investigated aspect transformation uncertain unpredictable relation constitute socionatures ii way knowing iii affective emotional relation form basis action affective represents different ontological take transformation reframing socionatural normative ethical aspect relational uncertain performative directs analytical attention process rather outcome emphasis encounter body affect theory point need experiential embodied way knowing effect transformative effective transformation requires recognizing uncertainty unpredictability part transformative process outcome acceptable rather uncertainty unpredictability element help generate affect action emotional commitment shared human human relation action project policy categorized vulnerability value based approach vulnerability
14,THREE SUFI COMMUNITIES GUARDING THE EARTH A Case Study of Mitigation and Adaptation to Climate Change in Indonesia,WOS:000546535300002,prasenjet duara 2015 accuses divine religion cause environmental crisis natural disaster duara thesis counterattacked scientist religionist stated religion spirit teaching careness environment nevertheless argument built still theological normative theoretical antithesis duara statement time present evidence based primary data occurred three sufi community focus analyzes sufi activism indonesia safeguarding earth form substantial religious response environmental crisis due through principle mechanism qualitative method researcher sought analyze mitigation action carried majlis zikir kraton pekalongan jamaah aoulia panggang pesan trend ilmu giri data obtained interview observation documentation analyzed interactively result revealed believed sufi god authority due human destructive behavior for sufi overcoming must begin perspective human relation nature god in case three sufi community religion doctrine relationship god human also operational guidance synergize nature through substantial religious hit sufi guard earth actualization narrative takhalli tahalli tajalli ecological repentance ecological movement ecological campaign mitigating adapting
15,"Reflections-Legacies, Incentives, and Advice",WOS:000281721000009,lesson early literature environmental economics used ass impact early contributor ralph
16,"Victims or Masters of Adaptation? How the Idea of Adaptation to Climate Change Travels Up and Down to a Village in Simanjiro, Maasailand Northern Tanzania",WOS:000442209700002,moving beyond objectivist stance long time dominated agenda explores alternative ontology by tracing travelling idea acc along multiple encounter negotiation arena wish explore epistemological political challenge entailed narrative making it focus power dynamic ontological politics revealed translation characterize emergence nascent discourse tanzania it argued travelling idea continuously co produced reshaped varying actor journey local level brings longstanding tension fore exist maasai agro pastoralists tanzanian government whereas government portrays pastoralists debate victim well perpetrator changing grassroots organization ngo representing pastoral community contend maasai rather master it shown acc paradigm wholeheartedly embraced several actor along journey reach rural village terrat large rejected by shining light translation practice argued face emergence increasing dissemination discourse around world solely treated collective human response external changing bio physical stimulus also integrated process cannot detached adaptation discursive formation
17,Concern and confidence. Architects making sense of climate adaptation,WOS:000334345200003,drawing analytical concept sensemaking defined weick 1995 sensemaking organization sage thousand oak ca scholarship concerning discourse architect identity regulatory context architecture i examine architect make sense issue i found discourse architect identity context appeared shape way made sense rather way around also architect identity contextual factor important architect sensemaking feature issue most important among identity related element architect sensemaking conception architect expertise holistic encompassing aesthetic creative technical craft related dimension among contextual factor architect sensemaking national building regulation industry focus cost efficiency central
18,Knowledge gaps and climate adaptation policy: a comparative analysis of six Latin American countries,WOS:000487478700001,identifies analyzes main knowledge gap affect development policy latin american context it based comparative analysis online survey result conducted among government official working six country region argentina brazil chile costa rica paraguay uruguay address four key issue first identifies critical knowledge deficit missing incomplete information affect policy making implementation second address obstacle difficulty facing collaborative process knowledge production co production scientist public policy actor third analyzes factor affecting knowledge uptake use policymakers finally identifies main knowledge deficit specifically affecting monitoring assessment policy measure overall provides diagnosis main knowledge gap facing policy latin american country studied result diagnosis serve input action agenda aiming strength interaction science policy latin american country key policy insight country covered suffer strong knowledge deficit related design implementation evaluation policy collaborative mode knowledge production field tend sustain time co production process tend project based linked specific initiative rather institutionalized long term policymaking planning process fragmentation lack integration knowledge available different aspect issue deeply affect usability policy process weak state capability co produce manage use knowledge policy process constitute main barrier affecting science policy interface issue
19,On the development of a regional climate change adaptation plan: Integrating model-assisted projections and stakeholders' perceptions,WOS:000701762700012,expected strong social ecological implication global especially regional local challenge to ass climatic vulnerability given territory necessary evaluate exposure adaptive capacity describes development action plan adapting tamega sousa region mountainous inter municipal community north portugal goal identify main impact water resource agriculture forest biodiversity socioeconomic sector well develop plan merging local scientific knowledge transdisciplinary lens describes approach combine modelling method applied different sector participatory method based analysis perception local actor result indicate target region experience generalized increase temperature decrease precipita tion negatively impact studied social ecological dimension overall local business institu tional agent perceive primary tourism sector vulnerable region described framework demonstrates engagement process relevant scientific expert local practitioner well critical understand impact support co design plan turn guide political economic decision making towards effective implementation plan in addition difficulty challenge encountered process discussed support future plan strategy local
20,The political in the technical: understanding the influence of national political institutions on climate adaptation,WOS:000497877700001,a growing body show local international institution well party politics affect yet study considered role political institution national level comparative political institutional theory argues country party system executive legislative arrangement electoral rule affect elected official incentive behaviour utilizes theory explain chile national elected official responded country extreme drought 2010 2015 result indicate ideologically distinct alliance strong president legislator competing incentive cater different interest resulted adaptive policy solution partially addressed shortcoming drought exposed finding show politics underlie technical decision making help account continued inadequacy chilean water reform even face new extreme demonstrate utility comparative political institutional lens explaining national strategy applying lens country case climatic event advance knowledge difference electoral incentive policy process systematically shape adaption policy
21,Network political ecology: Method and theory in climate change vulnerability and adaptation research,WOS:000303885900001,argues development network political ecology drawing insight regional political ecology recent advancement network theory scale meet challenge investigating meso scale problem vulnerability network political ecology attentive scale socio ecologically produced grounded regional resource use system one approach fill gap middle range theory necessary understand complex process vulnerability manifest adaptive capacity produced method exemplified case groundwater dependent irrigating farmer rajasthan india
22,Determination of hydroclimatically homogeneous areas. A technical proposal,WOS:000681683300002,different hydroclimatology researcher apply eigenvectors based technique compress large volume information preserving invariant structure original data developed methodology applying one technique principal component analysis element variability hydroclimatic time series identify cluster k mean method result regionalized map variable finally map intersected obtaining area homogeneous hydroclimatic structure variable similarity variance structure in case 8 variable evaluated colombia 9268 time series obtaining result 26 hydroclimatic region obtaining hydroclimatically homogeneous region offer possibility generating among others project localized way provide quasi specific solution maximize result
23,Cost-benefit analysis: What limits its use in policy making and how to make it more usable? A case study on climate change adaptation in Germany,WOS:000863220700006,cost benefit analysis cba used many context compare monetary cost benefit taking different action it thus advocated suitable method analysing environmental policy making well decision project effect societal welfare despite valuable use principle actual use policy process seems limited present empirical case city bremen contributes literature use cba policy making related interviewed municipal actor involved participatory workshop series dedicated supporting use cba deciding whether implement specific measure municipal actor asked perception usefulness cba particularly formulating policy option success factor constraint connected integrating cost benefit result policy making finding suggest cba perceived useful raising awareness environmental good increasing transparency policy making process here cba confirmed useful spurring systematic discussion advantage disadvantage different measure however municipal actor adopted relatively critical stance towards using cba decision criterion prioritising measure conclude context participatory process conducting cba take municipal actor knowledge seriously account important perception usefulness result policy making
24,From environmental to climate justice: climate change and the discourse of environmental justice,WOS:000334589500005,environmental justice major movement organizing discourse environmental politics arena movement idea large influence way justice conceptualized while discussion justice academic literature focus ideal conception normative argument justice theory pragmatic policy elite environmental nongovernmental organization ngo distinct discourse developed grassroots in movement articulation justice concern principle environmental justice clear consistent here justice focus local impact experience inequitable vulnerability importance community voice demand community sovereignty functioning trace discourse environmental justice development range principle demand grassroots justice movement recent articulation idea for resource related please visit conflict interest author declared conflict interest
