,Topic,Count,Name,-1,0,1
0,-1.0,53.0,-1_farmer_food_social_system,"('farmer', 0.06126304684556867)","('farmer', 0.06092625891005775)","('woman', 0.12322239746151208)"
1,0.0,243.0,0_farmer_strategy_household_farm,"('food', 0.04355812180457805)","('strategy', 0.035077035414113125)","('gender', 0.10754046586579802)"
2,1.0,19.0,1_woman_gender_female_men,"('social', 0.02886377920710316)","('household', 0.028455025984186633)","('female', 0.08432634659229934)"
3,,,,"('system', 0.02807480806389896)","('farm', 0.025382189995668627)","('men', 0.08223595588837675)"
4,,,,"('household', 0.026164979424353613)","('data', 0.02290487748500034)","('male', 0.07807697973231144)"
5,,,,"('group', 0.025500352280314408)","('practice', 0.022577161388200706)","('household', 0.061903442573944485)"
6,,,,"('weather', 0.02430465236591797)","('crop', 0.021909682355803758)","('seed', 0.0448373018557998)"
7,,,,"('practice', 0.023570064852811864)","('result', 0.02098526381605995)","('difference', 0.040256587685074445)"
8,,,,"('strategy', 0.02268285806579882)","('impact', 0.0195468904799992)","('farmer', 0.03927778407433518)"
9,,,,"('network', 0.02267730489042489)","('using', 0.019382758237160482)","('strategy', 0.036777501139651836)"
