,Topic,Count,Name,-1,0,1
0,-1.0,27.0,-1_land_food_agriculture_use,"('land', 0.03876056179923789)","('yield', 0.09075691780262385)","('farmer', 0.07123996161038484)"
1,0.0,15.0,0_yield_crop_model_wheat,"('food', 0.037798086855353165)","('crop', 0.06777917255396446)","('household', 0.045986667081876244)"
2,1.0,15.0,1_farmer_household_production_region,"('agriculture', 0.033650730140082595)","('model', 0.0401496045356334)","('production', 0.039704423521655)"
3,,,,"('use', 0.02964042961118192)","('wheat', 0.03994866078105253)","('region', 0.03794304400347929)"
4,,,,"('impact', 0.029250912291255073)","('sowing', 0.03714568019325096)","('impact', 0.03434268712656922)"
5,,,,"('result', 0.028470523519259782)","('temperature', 0.03453073682290375)","('analysis', 0.031421985822381746)"
6,,,,"('grazing', 0.02782446177309988)","('cotton', 0.03427130349478332)","('forecast', 0.030637106122200625)"
7,,,,"('country', 0.02662480255231748)","('scenario', 0.03323560859396138)","('honey', 0.030637106122200625)"
8,,,,"('farmer', 0.02636339679659387)","('date', 0.03206560340592617)","('system', 0.03012479973215369)"
9,,,,"('analysis', 0.026220380040660927)","('high', 0.03180264630943635)","('drought', 0.028202354896708044)"
