,Topic,Count,Name,-1,0,1
0,-1.0,35.0,-1_farmer_agricultural_system_farm,"('farmer', 0.0622839508021438)","('farmer', 0.10962507824860361)","('farmer', 0.09006793699367066)"
1,0.0,15.0,0_farmer_strategy_productivity_decision,"('agricultural', 0.040345325624682876)","('strategy', 0.0842083360198336)","('perception', 0.06918190704102312)"
2,1.0,14.0,1_farmer_perception_risk_indicator,"('system', 0.040156448913411)","('productivity', 0.04746350479655152)","('risk', 0.06744156148787041)"
3,,,,"('farm', 0.032585976506065345)","('decision', 0.04526049183164546)","('indicator', 0.03141534237592884)"
4,,,,"('support', 0.03139646838913668)","('agricultural', 0.04497377414812365)","('community', 0.03014395550818669)"
5,,,,"('agriculture', 0.029861357836926557)","('farm', 0.04470678916505708)","('model', 0.029728545155467297)"
6,,,,"('farming', 0.028956468205504543)","('impact', 0.04300059870726866)","('agriculture', 0.02894430162222492)"
7,,,,"('data', 0.026527710927702907)","('smallholder', 0.04040516733693588)","('agricultural', 0.02863553169741551)"
8,,,,"('local', 0.02484066558043718)","('household', 0.039913829881056594)","('impact', 0.02804291654935448)"
9,,,,"('crop', 0.024790659140022136)","('practice', 0.03870187069138959)","('policy', 0.027527440776074347)"
