,Topic,Count,Name,-1,0,1
0,-1.0,3.0,-1_weather_sector_measure_cost,"('weather', 0.2581318732127779)","('water', 0.052479612781865)","('drought', 0.10286877095688474)"
1,0.0,32.0,0_water_drought_risk_impact,"('sector', 0.1377374831846841)","('drought', 0.04007732805069725)","('rainfall', 0.0616647910512157)"
2,1.0,20.0,1_drought_rainfall_model_future,"('measure', 0.12521105257026602)","('risk', 0.036871258811667876)","('model', 0.039887398704273686)"
3,,,,"('cost', 0.1234878961934853)","('impact', 0.03446363810931107)","('future', 0.03668845263190663)"
4,,,,"('road', 0.09742196089365969)","('community', 0.028752479677631938)","('index', 0.036424976747809895)"
5,,,,"('rail', 0.08073927903318992)","('development', 0.025863549130185355)","('precipitation', 0.03403388149867191)"
6,,,,"('indirect', 0.08073927903318992)","('local', 0.024530049195689862)","('ecosystem', 0.03335248239579527)"
7,,,,"('benefit', 0.06696121258620195)","('flood', 0.023109817682967663)","('watershed', 0.032376577194557554)"
8,,,,"('transport', 0.06326459441875465)","('policy', 0.02289421734042306)","('trend', 0.03147798599099131)"
9,,,,"('macroeconomic', 0.06326459441875465)","('result', 0.02272447536488542)","('increase', 0.031044075303920993)"
