,Topic,Count,Name,-1,0,1
0,-1.0,30.0,-1_urban_water_city_flood,"('urban', 0.06877279760963194)","('flood', 0.15608118670174567)","('impact', 0.05437926894502367)"
1,0.0,12.0,0_flood_risk_river_damage,"('water', 0.05395407309234687)","('risk', 0.10730286587837358)","('urban', 0.052873009247764335)"
2,1.0,11.0,1_impact_urban_water_management,"('city', 0.047117038378145994)","('river', 0.05686067528443219)","('water', 0.0528538922723074)"
3,,,,"('flood', 0.03839902936077854)","('damage', 0.04422496966566948)","('management', 0.04670174495344669)"
4,,,,"('area', 0.0378705041039006)","('measure', 0.03973294125540712)","('stormwater', 0.044980655655143253)"
5,,,,"('system', 0.03535948457919831)","('strategy', 0.03616559081575698)","('flood', 0.04212995628056994)"
6,,,,"('flooding', 0.0270878520985288)","('expected', 0.03479721338538414)","('runoff', 0.03928363227285725)"
7,,,,"('risk', 0.02705014701889946)","('hazard', 0.03479721338538414)","('event', 0.0376464069101511)"
8,,,,"('rainfall', 0.026991914033448437)","('future', 0.03453997985203426)","('model', 0.03605661853046102)"
9,,,,"('in', 0.023667783093628672)","('economic', 0.034080367747039826)","('system', 0.03568811767609995)"
