,Topic,Count,Name,-1,0,1
0,-1.0,36.0,-1_farmer_crop_variety_strategy,"('farmer', 0.09268338766204803)","('farmer', 0.09900558986693174)","('farmer', 0.08228453750003818)"
1,0.0,13.0,0_farmer_farm_smallholder_tree,"('crop', 0.051075150914878915)","('farm', 0.05297736286572828)","('technology', 0.07313596599531284)"
2,1.0,11.0,1_farmer_technology_rice_adoption,"('variety', 0.03916250305582614)","('smallholder', 0.05223193589169625)","('rice', 0.06688693460159162)"
3,,,,"('strategy', 0.028197477103551794)","('tree', 0.049837675713579936)","('adoption', 0.046589535818192356)"
4,,,,"('production', 0.025803990174207106)","('planting', 0.045681311071607854)","('perception', 0.04316722777407757)"
5,,,,"('impact', 0.02432381294640182)","('strategy', 0.038714226709570664)","('ha', 0.04114066304081365)"
6,,,,"('household', 0.024176342839391105)","('practice', 0.03616497356760798)","('cost', 0.0405296620466852)"
7,,,,"('effect', 0.023614815896044573)","('eba', 0.03430648040348523)","('agricultural', 0.036954640844536424)"
8,,,,"('agricultural', 0.02255259281671039)","('factor', 0.034173468937791204)","('participant', 0.03652097998115991)"
9,,,,"('model', 0.022065763173263763)","('system', 0.03158637040290986)","('impact', 0.035319397677486555)"
