,Topic,Count,Name,-1,0,1
0,-1.0,23.0,-1_policy_migration_pollinator_impact,"('policy', 0.04741670984969061)","('model', 0.03796545444618479)","('policy', 0.07629497936599058)"
1,0.0,25.0,0_model_impact_region_risk,"('migration', 0.03131584427515658)","('impact', 0.035921005601537125)","('mitigation', 0.06264889407868328)"
2,1.0,11.0,1_policy_mitigation_country_redd,"('pollinator', 0.0283204801263209)","('region', 0.03043075238252277)","('country', 0.062201834489364644)"
3,,,,"('impact', 0.025937558359970435)","('risk', 0.030077307957789505)","('redd', 0.053150384128046076)"
4,,,,"('response', 0.02469985582793319)","('strategy', 0.02766678874423779)","('population', 0.04446015848648633)"
5,,,,"('human', 0.024544416109478114)","('water', 0.02644772388769898)","('project', 0.04178744915264833)"
6,,,,"('water', 0.02447233997649264)","('use', 0.026275865730125296)","('co', 0.039331531913079205)"
7,,,,"('perception', 0.024236519090357865)","('knowledge', 0.02603304716783533)","('growth', 0.03803728807543381)"
8,,,,"('natural', 0.023417309731978364)","('land', 0.024509008858984948)","('emission', 0.03599752842270072)"
9,,,,"('landscape', 0.022960334648361547)","('management', 0.023521321156002566)","('local', 0.03549982392911341)"
