,Topic,Count,Name,-1,0,1
0,-1.0,11.0,-1_el_nino_level_water,"('el', 0.047733602418312655)","('flood', 0.07532218806990648)","('water', 0.11535109421828678)"
1,0.0,22.0,0_flood_risk_insurance_data,"('nino', 0.047733602418312655)","('risk', 0.055793656043491804)","('variety', 0.040391739361877066)"
2,1.0,10.0,1_water_variety_community_island,"('level', 0.03913832074465833)","('insurance', 0.0320321248538216)","('community', 0.03811699559823554)"
3,,,,"('water', 0.037136216825850624)","('data', 0.028878259144980798)","('island', 0.03776269286679041)"
4,,,,"('adaptation', 0.036418959372560115)","('damage', 0.028678870560567376)","('production', 0.037022130520724186)"
5,,,,"('runoff', 0.035760302951376916)","('area', 0.027003455278621427)","('fish', 0.03430312038627044)"
6,,,,"('year', 0.03560002027387549)","('flooding', 0.02557202958133061)","('cure', 0.03430312038627044)"
7,,,,"('river', 0.03480268294772391)","('result', 0.025373334637814174)","('basin', 0.03329972288943705)"
8,,,,"('vulnerability', 0.03342507403775628)","('disaster', 0.02257702731044966)","('diarrhea', 0.030746005224323067)"
9,,,,"('area', 0.03291081297265202)","('social', 0.020964382502560396)","('sanitation', 0.030746005224323067)"
