,Topic,Count,Name,-1,0,1
0,-1.0,30.0,-1_farmer_information_agricultural_strategy,"('farmer', 0.08402733320780735)","('farmer', 0.1365159711907818)","('farmer', 0.07711397973240962)"
1,0.0,24.0,0_farmer_strategy_perception_agricultural,"('information', 0.04051264897334335)","('strategy', 0.05249359586940923)","('crop', 0.06350339333612762)"
2,1.0,23.0,1_farmer_crop_farm_system,"('agricultural', 0.03782764985586888)","('perception', 0.05174551072165087)","('farm', 0.04796989413365208)"
3,,,,"('strategy', 0.029516718796656485)","('agricultural', 0.04306305086384458)","('system', 0.04330423720828426)"
4,,,,"('based', 0.02806324735424024)","('result', 0.04216713968699959)","('information', 0.03444251841959464)"
5,,,,"('factor', 0.027273750350072876)","('risk', 0.03940159729238707)","('model', 0.03280508404510869)"
6,,,,"('social', 0.02721091631875077)","('factor', 0.03676139620644894)","('strategy', 0.03160293398412055)"
7,,,,"('data', 0.02669941363193234)","('weather', 0.03257052508343519)","('use', 0.0303536473208159)"
8,,,,"('practice', 0.02590261342527499)","('farm', 0.031778686580624244)","('service', 0.0301621392071217)"
9,,,,"('perception', 0.025686839384444108)","('local', 0.0313568995664323)","('farming', 0.028333897954107033)"
