,Topic,Count,Name,-1,0,1
0,-1.0,49.0,-1_household_farmer_strategy_farm,"('household', 0.055766365185835186)","('practice', 0.08332919341751528)","('farmer', 0.09231556484585124)"
1,0.0,14.0,0_practice_farmer_smallholder_mitigation,"('farmer', 0.04478932356712525)","('farmer', 0.054116020771705894)","('data', 0.04615010664063196)"
2,1.0,13.0,1_farmer_data_perception_temperature,"('strategy', 0.03804809541913816)","('smallholder', 0.04010208977043782)","('perception', 0.038438254570330656)"
3,,,,"('farm', 0.029865780885702818)","('mitigation', 0.03803423165834998)","('temperature', 0.03688020769006105)"
4,,,,"('data', 0.027631369897994546)","('crop', 0.03667819849041907)","('strategy', 0.036042259412950875)"
5,,,,"('drought', 0.026700617023087504)","('household', 0.034035772355264476)","('water', 0.03559587679307882)"
6,,,,"('policy', 0.0265691751832977)","('strategy', 0.03386075423795648)","('farm', 0.033254690299930174)"
7,,,,"('adaptive', 0.025380256567390895)","('data', 0.030699853547898653)","('rainfall', 0.03262820892897506)"
8,,,,"('result', 0.024698212295680776)","('indigenous', 0.028256252946873117)","('trend', 0.030472429648588654)"
9,,,,"('livelihood', 0.024471608721458413)","('benefit', 0.026682092392073184)","('irrigation', 0.02853699721077346)"
