,Topic,Count,Name,-1,0,1
0,-1.0,11.0,-1_risk_assessment_community_local,"('risk', 0.06254370787250774)","('risk', 0.054566894705262416)","('planning', 0.06822641114215491)"
1,0.0,16.0,0_risk_vulnerability_resilience_disaster,"('assessment', 0.04751177726324504)","('vulnerability', 0.05334506662286435)","('decision', 0.06109354384413257)"
2,1.0,14.0,1_planning_decision_process_development,"('community', 0.04454834682711078)","('resilience', 0.04926003677012824)","('process', 0.05907259199780891)"
3,,,,"('local', 0.04436685547895262)","('disaster', 0.04411058382337654)","('development', 0.043255303506148784)"
4,,,,"('process', 0.03959314771937087)","('development', 0.03884222998808503)","('three', 0.03521363155724125)"
5,,,,"('vulnerability', 0.03762662642103207)","('approach', 0.03764404826565489)","('approach', 0.03521363155724125)"
6,,,,"('framework', 0.03692152241970524)","('social', 0.03594343514522901)","('barrier', 0.03290030342501631)"
7,,,,"('maladaptation', 0.036716486551221596)","('system', 0.03578971492887619)","('maker', 0.0323700599288711)"
8,,,,"('climigration', 0.03435902036492011)","('three', 0.035761845852372146)","('support', 0.030218018865110545)"
9,,,,"('adaptive', 0.034168638858508)","('transformation', 0.032220825708341706)","('tool', 0.02990936675001483)"
