,Topic,Count,Name,-1,0,1
0,-1.0,39.0,-1_policy_development_land_risk,"('policy', 0.04151485184320692)","('risk', 0.08409455968470185)","('approach', 0.047067780181016095)"
1,0.0,26.0,0_risk_disaster_vulnerability_drr,"('development', 0.03697119016714265)","('disaster', 0.0618867086642922)","('based', 0.046986030259633896)"
2,1.0,25.0,1_approach_based_system_ecosystem,"('land', 0.029034586603692673)","('vulnerability', 0.05263806848450546)","('system', 0.04172345859780039)"
3,,,,"('risk', 0.027636290763574694)","('drr', 0.0468519177018794)","('ecosystem', 0.035026816952682775)"
4,,,,"('health', 0.024371327940358314)","('reduction', 0.037550752351860846)","('building', 0.032056282981926046)"
5,,,,"('local', 0.02398020801973119)","('community', 0.035732447871107485)","('benefit', 0.028276263631822677)"
6,,,,"('mitigation', 0.02344081488473495)","('cca', 0.03544155859582542)","('design', 0.02750063886864303)"
7,,,,"('assessment', 0.023423909181846225)","('hazard', 0.03189740273624288)","('energy', 0.02731898091264299)"
8,,,,"('system', 0.022793136620286144)","('framework', 0.03158666119697532)","('adaptive', 0.027145243526355296)"
9,,,,"('action', 0.022544664283574937)","('governance', 0.030119089951208183)","('process', 0.02673459623607362)"
