,Topic,Count,Name,-1,0,1
0,-1.0,50.0,-1_farmer_crop_variety_practice,"('farmer', 0.07546177553241655)","('farmer', 0.10938697304284341)","('dairy', 0.06337379526645744)"
1,0.0,35.0,0_farmer_strategy_farm_household,"('crop', 0.040900922568293446)","('strategy', 0.0447120852267602)","('livestock', 0.05590427232216143)"
2,1.0,11.0,1_dairy_livestock_system_farmer,"('variety', 0.03158101341114288)","('farm', 0.03975666816208566)","('system', 0.052781720717293285)"
3,,,,"('practice', 0.028243982243112826)","('household', 0.03645058505006181)","('farmer', 0.05169000613943568)"
4,,,,"('farm', 0.027556239983162468)","('agricultural', 0.03427550869588113)","('breed', 0.047574592667716034)"
5,,,,"('production', 0.023440854376532264)","('factor', 0.03130564660824966)","('production', 0.04680460067945751)"
6,,,,"('risk', 0.021829262850484935)","('access', 0.03100188374808489)","('strategy', 0.04584063545483948)"
7,,,,"('use', 0.02162071658741201)","('technology', 0.029731714962928067)","('farm', 0.040996660955342205)"
8,,,,"('farming', 0.020569572718580408)","('result', 0.0295921828406292)","('increase', 0.03867626255914845)"
9,,,,"('strategy', 0.02032174343961732)","('extension', 0.028948609452081664)","('economic', 0.036861149788706575)"
