,Topic,Count,Name,-1,0,1
0,-1.0,6.0,-1_resource_strategy_environmental_inclusion,"('resource', 0.06982056860268926)","('policy', 0.04253629231529109)","('resilience', 0.08475970858359441)"
1,0.0,21.0,0_policy_barrier_model_stakeholder,"('strategy', 0.06381555566519963)","('barrier', 0.04210263813991457)","('risk', 0.06003456694776512)"
2,1.0,15.0,1_resilience_risk_disaster_development,"('environmental', 0.054577960801334306)","('model', 0.03133980050812869)","('disaster', 0.0513214865104602)"
3,,,,"('inclusion', 0.0535717878677367)","('stakeholder', 0.029037667861192783)","('development', 0.04703306330710626)"
4,,,,"('financial', 0.0535717878677367)","('approach', 0.02607241820846179)","('reduction', 0.04331221989136495)"
5,,,,"('degradation', 0.03992438500177922)","('decision', 0.024546427329426596)","('vulnerability', 0.03808933795779864)"
6,,,,"('region', 0.03971726652372087)","('need', 0.024226850207984988)","('concept', 0.03488479371284304)"
7,,,,"('iczm', 0.038852718219302494)","('development', 0.02418071940980326)","('policy', 0.03467605053866867)"
8,,,,"('community', 0.03684056843085287)","('option', 0.023465922998917654)","('planning', 0.03234638287507417)"
9,,,,"('political', 0.03404337130604646)","('water', 0.02309248458493693)","('decade', 0.0312151204914371)"
