,Topic,Count,Name,-1,0,1
0,-1.0,69.0,-1_farmer_agricultural_crop_system,"('farmer', 0.061582359995089035)","('farmer', 0.06288003010280459)","('farmer', 0.10716581949798512)"
1,0.0,21.0,0_farmer_strategy_farm_impact,"('agricultural', 0.03732501133512664)","('strategy', 0.06011098149534579)","('risk', 0.09777085823488138)"
2,1.0,13.0,1_farmer_risk_perception_service,"('crop', 0.02935098291776517)","('farm', 0.04338081768734116)","('perception', 0.05747511821618149)"
3,,,,"('system', 0.027224568372834948)","('impact', 0.041227842306015526)","('service', 0.05137403884264549)"
4,,,,"('strategy', 0.026518876585585237)","('community', 0.03162827452368161)","('decision', 0.04736788767263142)"
5,,,,"('farm', 0.025709209126599363)","('access', 0.030639005296507385)","('farm', 0.046824551735933806)"
6,,,,"('practice', 0.02433152285227097)","('level', 0.029306453091019948)","('perceived', 0.043080687183093457)"
7,,,,"('impact', 0.023294430887115216)","('crop', 0.028344141585385677)","('policy', 0.041938322575629995)"
8,,,,"('water', 0.022884972139134145)","('food', 0.028088700041315237)","('belief', 0.036218070065008365)"
9,,,,"('decision', 0.022662593366212118)","('information', 0.027262812937907967)","('agricultural', 0.035982543356681634)"
