,Topic,Count,Name,-1,0,1
0,-1.0,54.0,-1_farmer_strategy_impact_crop,"('farmer', 0.0738692160309102)","('household', 0.06878263182380687)","('farmer', 0.1089089806027316)"
1,0.0,20.0,0_household_farmer_strategy_climatic,"('strategy', 0.029133344676271072)","('farmer', 0.04944261119246025)","('barrier', 0.061844107546467096)"
2,1.0,14.0,1_farmer_barrier_risk_intention,"('impact', 0.026038316825398738)","('strategy', 0.03983812669165756)","('risk', 0.059102878708828785)"
3,,,,"('crop', 0.02557589106612754)","('climatic', 0.03862653365782304)","('intention', 0.0408065931196238)"
4,,,,"('perception', 0.025547027828693104)","('livelihood', 0.03678632225221298)","('practice', 0.04007461318679965)"
5,,,,"('smallholder', 0.024632661792778975)","('smallholder', 0.03637840560809279)","('grain', 0.03848204166328827)"
6,,,,"('agricultural', 0.024090701822973494)","('local', 0.032144543453960304)","('strategy', 0.038329618144672055)"
7,,,,"('vulnerability', 0.02242555629977049)","('farm', 0.03206347448337709)","('result', 0.03783633831482769)"
8,,,,"('data', 0.021707281165087293)","('impact', 0.03144064535979462)","('factor', 0.03693660424965993)"
9,,,,"('household', 0.020840032289386017)","('result', 0.03033676278255723)","('small', 0.03432052014641505)"
