,Topic,Count,Name,-1,0,1
0,-1.0,45.0,-1_impact_water_community_risk,"('impact', 0.03433520825900717)","('model', 0.03786396244132108)","('policy', 0.10233690336048898)"
1,0.0,35.0,0_model_water_design_crop,"('water', 0.029586487247518056)","('water', 0.035751522519950764)","('mitigation', 0.05292568261620321)"
2,1.0,13.0,1_policy_mitigation_redd_country,"('community', 0.025302252812987456)","('design', 0.031400335152662835)","('redd', 0.04712535820186581)"
3,,,,"('risk', 0.022408711646473494)","('crop', 0.0254724218604772)","('country', 0.044996025832627504)"
4,,,,"('system', 0.021729624991084013)","('use', 0.024712795567225224)","('perception', 0.040103868207292497)"
5,,,,"('model', 0.021671013779547086)","('result', 0.02319420497589875)","('action', 0.0369710799529419)"
6,,,,"('policy', 0.021252223636193023)","('quality', 0.023030245474452725)","('project', 0.03505294816545785)"
7,,,,"('change', 0.021062263712617428)","('land', 0.022967674822713422)","('local', 0.03419711703185126)"
8,,,,"('need', 0.020915258204833108)","('based', 0.02080470784370152)","('emission', 0.03400265714844576)"
9,,,,"('vulnerability', 0.02058133070631822)","('data', 0.02062241500105643)","('process', 0.030961556034915638)"
