,Topic,Count,Name,-1,0,1
0,-1.0,17.0,-1_city_urban_migration_land,"('city', 0.05080244040364725)","('heat', 0.0402042226246526)","('emission', 0.04349709318694129)"
1,0.0,30.0,0_heat_city_impact_event,"('urban', 0.050336414456701506)","('city', 0.03656075208965409)","('water', 0.036296098465301546)"
2,1.0,16.0,1_emission_water_policy_rice,"('migration', 0.04679848624726866)","('impact', 0.030734672148047718)","('policy', 0.03479767454955303)"
3,,,,"('land', 0.034471276825059384)","('event', 0.030131426441571643)","('rice', 0.03294588850173012)"
4,,,,"('area', 0.03424346435707932)","('population', 0.029396612592057305)","('carbon', 0.03258486458167778)"
5,,,,"('forest', 0.02797716853610102)","('risk', 0.027708737017824343)","('air', 0.032307423458189516)"
6,,,,"('tourism', 0.02736778090885161)","('disaster', 0.027468224552440294)","('development', 0.03153884585673582)"
7,,,,"('factor', 0.026738759479703143)","('extreme', 0.02527076658824507)","('china', 0.028450127289859437)"
8,,,,"('need', 0.025516684738591366)","('people', 0.02437118698477768)","('food', 0.02744735555038233)"
9,,,,"('mountain', 0.025083721119489585)","('level', 0.023472255077055814)","('region', 0.02740314898437367)"
