,Topic,Count,Name,-1,0,1
0,-1.0,12.0,-1_heat_housing_use_risk,"('heat', 0.055798487258151674)","('urban', 0.06884195522252745)","('heat', 0.10589552137023997)"
1,0.0,14.0,0_urban_heat_vegetation_cooling,"('housing', 0.048045001433240746)","('heat', 0.056155223618488175)","('health', 0.08355393555111089)"
2,1.0,11.0,1_heat_health_strategy_data,"('use', 0.03698077664104044)","('vegetation', 0.05281161233047355)","('strategy', 0.04466601327572739)"
3,,,,"('risk', 0.036256496980484644)","('cooling', 0.0469191820074934)","('data', 0.042671075267988474)"
4,,,,"('group', 0.03237860175067865)","('thermal', 0.04224928986437884)","('effect', 0.04100950597644384)"
5,,,,"('demand', 0.03112348669835656)","('tree', 0.039150567107223935)","('public', 0.03733719085948991)"
6,,,,"('area', 0.03023781657515816)","('city', 0.036605470639380376)","('work', 0.035265911477319375)"
7,,,,"('result', 0.02881164840061905)","('green', 0.02767328764953935)","('temperature', 0.03383348196720059)"
8,,,,"('electricity', 0.025968678508944656)","('area', 0.026973052318614132)","('medium', 0.0305090663970682)"
9,,,,"('family', 0.025968678508944656)","('water', 0.026373909516924483)","('people', 0.028853927572352212)"
