,Topic,Count,Name,-1,0,1
0,-1.0,41.0,-1_water_impact_area_farmer,"('water', 0.0387964507553541)","('vulnerability', 0.052964190133219874)","('water', 0.10695639321223031)"
1,0.0,27.0,0_vulnerability_household_agricultural_land,"('impact', 0.030103498466154222)","('household', 0.04064372870043795)","('farmer', 0.051157467239364256)"
2,1.0,16.0,1_water_farmer_groundwater_system,"('area', 0.02560001544745269)","('agricultural', 0.04061849405129766)","('groundwater', 0.04791829823968789)"
3,,,,"('farmer', 0.025198203877315868)","('land', 0.03689426103546833)","('system', 0.042741586243134976)"
4,,,,"('model', 0.025137699313583235)","('farmer', 0.03436241246722944)","('use', 0.03854131308216779)"
5,,,,"('saving', 0.02366548015822888)","('crop', 0.03289730052255264)","('impact', 0.03386856674411199)"
6,,,,"('land', 0.023139980738652324)","('capacity', 0.02975658820195865)","('low', 0.033852081155246565)"
7,,,,"('crop', 0.022872961673307428)","('strategy', 0.029357355612406478)","('supply', 0.03324493100319815)"
8,,,,"('policy', 0.022724886369967962)","('adaptive', 0.02918339609042835)","('efficiency', 0.027994584243783014)"
9,,,,"('result', 0.022513272313523944)","('rural', 0.028803408798701493)","('mar', 0.027659608698321785)"
